ImageID,Caption,Nouns,Type
scaly_0190,a multicolored quilt with a star pattern on it,"['quilt', 'star', 'pattern']",OOD
scaly_0194,a close up of the skin of a giraffe,"['close', 'skin', 'giraffe']",OOD
scaly_0172,a close up of the scales of a green snake,"['close', 'scales', 'snake']",OOD
scaly_0193,the surface of a blue reptile skin with water droplets,"['surface', 'reptile', 'skin', 'water', 'droplets']",OOD
scaly_0127,a close up of a chain link fence,"['close', 'chain', 'link', 'fence']",OOD
scaly_0143,a close up of a person holding a fish,"['close', 'person', 'fish']",OOD
scaly_0211,a close up of a turquoise curtain with ruffles,"['close', 'turquoise', 'curtain', 'ruffles']",OOD
scaly_0119,a close up of a snake,"['close', 'snake']",OOD
scaly_0170,a close up of the pattern on a snake skin rug,"['close', 'pattern', 'snake', 'skin', 'rug']",OOD
scaly_0151,a metal bowl sitting on top of a wooden table,"['metal', 'bowl', 'top', 'table']",OOD
scaly_0187,a close up of a rock with a pattern on it,"['close', 'rock', 'pattern']",OOD
scaly_0157,a close up of a plate of food on a table,"['close', 'plate', 'food', 'table']",OOD
scaly_0128,the ceiling of a building with a lot of gold scales on it,"['ceiling', 'building', 'lot', 'gold', 'scales']",OOD
scaly_0132,a close up of the end of a fish,"['close', 'end', 'fish']",OOD
scaly_0115,a close up of a crocodile skin pattern of a table,"['close', 'crocodile', 'skin', 'pattern', 'table']",OOD
scaly_0121,a close up of a glass vase with a pattern on it,"['close', 'glass', 'vase', 'pattern']",OOD
scaly_0174,a blue glass table with water on it,"['glass', 'table', 'water']",OOD
scaly_0125,a yellow and white checkered bed,['bed'],OOD
scaly_0177,a close up of a purse with a pattern on it,"['close', 'purse', 'pattern']",OOD
scaly_0109,a close up of the scales of a snake,"['close', 'scales', 'snake']",OOD
scaly_0162,a close up of the skin of a snake,"['close', 'skin', 'snake']",OOD
scaly_0113,a close up of a blue crocheted piece of fabric,"['close', 'piece', 'fabric']",OOD
scaly_0188,a close up of a piece of fabric with holes in it,"['close', 'piece', 'fabric', 'holes']",OOD
scaly_0224,a close up of the roof of a house with blue roof tiles,"['close', 'roof', 'house', 'roof', 'tiles']",OOD
scaly_0176,a close up of the tail of an snake,"['close', 'tail', 'snake']",OOD
scaly_0152,a close up of a green fish,"['close', 'fish']",OOD
scaly_0192,a close up of a piece of fabric with a pattern on it,"['close', 'piece', 'fabric', 'pattern']",OOD
scaly_0225,a close up of the floor of a pool of water,"['close', 'floor', 'pool', 'water']",OOD
scaly_0140,a close up of a blue fabric with a pattern on it,"['close', 'fabric', 'pattern']",OOD
scaly_0163,the surface of a blue table with water on it,"['surface', 'table', 'water']",OOD
scaly_0110,a close up of a crocheted reptile bed,"['close', 'reptile', 'bed']",OOD
scaly_0081,a close up of a stone wall with holes in it,"['close', 'stone', 'wall', 'holes']",OOD
scaly_0223,a piece of knitting with a hole in it,"['piece', 'hole']",OOD
scaly_0153,a closeup of the surface of a metal fence,"['closeup', 'surface', 'metal', 'fence']",OOD
scaly_0210,the floor of a hammock with a net on it,"['floor', 'hammock', 'net']",OOD
scaly_0118,a close up of a tree with coins on it,"['close', 'tree', 'coins']",OOD
scaly_0182,a close up of the surface of a bench,"['close', 'surface', 'bench']",OOD
scaly_0130,a close up of a rock formation on the ground,"['close', 'rock', 'formation', 'ground']",OOD
scaly_0129,a close up of a red piece of leather with a chain link,"['close', 'piece', 'leather', 'chain', 'link']",OOD
scaly_0117,a close up of a green snake,"['close', 'snake']",OOD
scaly_0206,a close up of a wall with a light shining on it,"['close', 'wall', 'light']",OOD
scaly_0135,a roof of a building with a lot of snow on it,"['roof', 'building', 'lot', 'snow']",OOD
scaly_0134,a close up of the skin of a snake,"['close', 'skin', 'snake']",OOD
scaly_0169,a close up of the skin of an octopus,"['close', 'skin', 'octopus']",OOD
scaly_0218,a close up of the skin of a snake,"['close', 'skin', 'snake']",OOD
scaly_0120,a close up of a flower made out of coins,"['close', 'flower', 'coins']",OOD
scaly_0126,a close up of the skin of a brown crocodile,"['close', 'skin', 'crocodile']",OOD
scaly_0124,a close up of the surface of a snake skin,"['close', 'surface', 'snake', 'skin']",OOD
scaly_0114,the roof of a building covered in gray roof tiles,"['roof', 'building', 'roof', 'tiles']",OOD
crystalline_0158,a piece of rock with crystals on it,"['piece', 'rock', 'crystals']",OOD
crystalline_0136,a piece of ice with a face in it,"['piece', 'ice', 'face']",OOD
crystalline_0116,a pile of white ice crystals on a table,"['pile', 'ice', 'crystals', 'table']",OOD
crystalline_0173,a purple picture of a person in a cave,"['picture', 'person', 'cave']",OOD
crystalline_0150,a close up of a bunch of crystals,"['close', 'bunch', 'crystals']",OOD
crystalline_0134,a bunch of crystals on a blue table,"['bunch', 'crystals', 'table']",OOD
crystalline_0197,a close up of a curtain of green water,"['close', 'curtain', 'water']",OOD
crystalline_0167,a close up of a rock with crystals,"['close', 'rock', 'crystals']",OOD
crystalline_0195,a pile of green glass rocks on a table,"['pile', 'glass', 'rocks', 'table']",OOD
crystalline_0163,a pile of purple crystals on a piece of glass,"['pile', 'crystals', 'piece', 'glass']",OOD
crystalline_0179,a blue plate with ice in it,"['plate', 'ice']",OOD
crystalline_0178,a pile of purple crystals in a glass bowl,"['pile', 'crystals', 'glass', 'bowl']",OOD
crystalline_0149,a large piece of meat covered in pink sauce,"['piece', 'meat', 'sauce']",OOD
crystalline_0176,a pile of white rocks with crystals in it,"['pile', 'rocks', 'crystals']",OOD
crystalline_0111,a piece of clear glass sitting on a table,"['piece', 'glass', 'table']",OOD
crystalline_0174,a pile of rough diamonds on a black background,"['pile', 'diamonds', 'background']",OOD
crystalline_0151,a close up of purple crystals in a glass bowl,"['close', 'crystals', 'glass', 'bowl']",OOD
crystalline_0200,a piece of purple rock on the ground,"['piece', 'rock', 'ground']",OOD
crystalline_0142,a pile of purple rocks and crystals,"['pile', 'rocks', 'crystals']",OOD
crystalline_0057,a pile of aluminum foil covered in silver paper,"['pile', 'aluminum', 'foil', 'silver', 'paper']",OOD
crystalline_0104,a close up of a piece of glass with knives,"['close', 'piece', 'glass', 'knives']",OOD
crystalline_0155,a close up of a piece of purple rocks,"['close', 'piece', 'rocks']",OOD
crystalline_0193,a picture of some pink crystals,"['picture', 'crystals']",OOD
crystalline_0217,a piece of white ice on a table,"['piece', 'ice', 'table']",OOD
crystalline_0153,a pile of ice crystals on a table,"['pile', 'ice', 'crystals', 'table']",OOD
crystalline_0206,a close up of a piece of glass with crystals,"['close', 'piece', 'glass', 'crystals']",OOD
crystalline_0160,a large amount of ice in a container,"['amount', 'ice', 'container']",OOD
crystalline_0147,a pile of blue ice cubes,"['pile', 'ice', 'cubes']",OOD
crystalline_0141,a pile of ice crystals on a table,"['pile', 'ice', 'crystals', 'table']",OOD
crystalline_0164,a piece of green glass sitting on top of,"['piece', 'glass', 'top']",OOD
crystalline_0120,a person holding a piece of green glass,"['person', 'piece', 'glass']",OOD
crystalline_0115,an image of an invertebrate in the middle of a blue ring of water,"['image', 'invertebrate', 'middle', 'ring', 'water']",OOD
crystalline_0204,a close up of a piece of glass with triangles,"['close', 'piece', 'glass', 'triangles']",OOD
crystalline_0118,a pile of ice on top of a table,"['pile', 'ice', 'top', 'table']",OOD
crystalline_0124,a close up of a pile of purple crystals,"['close', 'pile', 'crystals']",OOD
crystalline_0137,a bunch of shiny silver glass crystals,"['bunch', 'silver', 'glass', 'crystals']",OOD
crystalline_0108,a pile of white ice crystals on a table,"['pile', 'ice', 'crystals', 'table']",OOD
crystalline_0129,a pile of iceberg lettuce with cubes ofcrystals,"['pile', 'iceberg', 'lettuce', 'cubes', 'ofcrystals']",OOD
crystalline_0135,a close up of a diamond,"['close', 'diamond']",OOD
crystalline_0171,a bunch of blue crystals on a table,"['bunch', 'crystals', 'table']",OOD
crystalline_0219,a close up of a piece of quartz crystals,"['close', 'piece', 'quartz', 'crystals']",OOD
crystalline_0122,a pile of ice on the ground,"['pile', 'ice', 'ground']",OOD
crystalline_0210,a close up of some ice and rocks,"['close', 'ice', 'rocks']",OOD
crystalline_0188,a pile of ice with a ruler on it,"['pile', 'ice', 'ruler']",OOD
crystalline_0138,a pile of white crystals on the ground,"['pile', 'crystals', 'ground']",OOD
crystalline_0207,a pile of red rocks sitting next to each other,"['pile', 'rocks']",OOD
crystalline_0113,a piece of glass that is covered in ice,"['piece', 'glass', 'ice']",OOD
crystalline_0157,a bowl of purpleethyst crystals,"['bowl', 'purpleethyst', 'crystals']",OOD
crystalline_0189,a close up of a blue glass bottle,"['close', 'glass', 'bottle']",OOD
crystalline_0140,a pile of quartz crystals sitting on a table,"['pile', 'quartz', 'crystals', 'table']",OOD
crystalline_0168,a bunch of ice cubes on a table,"['bunch', 'ice', 'cubes', 'table']",OOD
crystalline_0192,a close up of a bunch of crystals,"['close', 'bunch', 'crystals']",OOD
crystalline_0139,a large piece of rock with white crystals,"['piece', 'rock', 'crystals']",OOD
crystalline_0103,a piece of meat wrapped in plastic on a table,"['piece', 'meat', 'plastic', 'table']",OOD
crystalline_0180,a piece of glass with rocks in it,"['piece', 'glass', 'rocks']",OOD
crystalline_0106,a piece of ice in a bowl of water,"['piece', 'ice', 'bowl', 'water']",OOD
crystalline_0159,a close up of a blue plastic bag,"['close', 'plastic', 'bag']",OOD
crystalline_0152,a pile of ice crystals in a container,"['pile', 'ice', 'crystals', 'container']",OOD
crystalline_0182,a pile of orange and white rocks and crystals,"['pile', 'rocks', 'crystals']",OOD
crystalline_0121,a close up of ice in a glass container,"['close', 'ice', 'glass', 'container']",OOD
crystalline_0154,a pile of purpleethyst crystals on a table,"['pile', 'purpleethyst', 'crystals', 'table']",OOD
crystalline_0162,a piece of glass with ice in it,"['piece', 'glass', 'ice']",OOD
crystalline_0145,a piece of quartz with a ruler on it,"['piece', 'quartz', 'ruler']",OOD
crystalline_0132,a red cross sitting on a white table,"['cross', 'table']",OOD
crystalline_0214,a piece of blue glass sitting on top of a table,"['piece', 'glass', 'top', 'table']",OOD
crystalline_0144,a close up of a piece of glass with triangles,"['close', 'piece', 'glass', 'triangles']",OOD
crystalline_0211,a large piece of ice with water in it,"['piece', 'ice', 'water']",OOD
crystalline_0212,a close up of carrots and ice crystals,"['close', 'carrots', 'ice', 'crystals']",OOD
crystalline_0175,a reflection of a diamond in a glass bowl,"['reflection', 'diamond', 'glass', 'bowl']",OOD
crystalline_0125,a pile of silver diamonds,"['pile', 'diamonds']",OOD
crystalline_0194,a piece of ice with ice cubes and crystals,"['piece', 'ice', 'ice', 'cubes', 'crystals']",OOD
crystalline_0172,a close up of a bunch of purpleeryleryl crystals,"['close', 'bunch', 'crystals']",OOD
crystalline_0148,a bunch of blue crystals in a glass case,"['bunch', 'crystals', 'glass', 'case']",OOD
crystalline_0184,a pile of white rocks and black crystals,"['pile', 'rocks', 'crystals']",OOD
crystalline_0161,a pile of rocks with orange crystals,"['pile', 'rocks', 'orange', 'crystals']",OOD
crystalline_0170,a close up of a piece of glass with crystals,"['close', 'piece', 'glass', 'crystals']",OOD
crystalline_0186,a pile of white ice crystals on a table,"['pile', 'ice', 'crystals', 'table']",OOD
crystalline_0202,a large piece of glass sitting on a table,"['piece', 'glass', 'table']",OOD
crystalline_0181,a pile of purple crystals on top of each other,"['pile', 'crystals', 'top']",OOD
crystalline_0218,a close up of ice cubes on a table,"['close', 'ice', 'cubes', 'table']",OOD
crystalline_0133,a close up of a pile of sliced apples,"['close', 'pile', 'apples']",OOD
crystalline_0205,a close up of ice crystals on a table,"['close', 'ice', 'crystals', 'table']",OOD
crystalline_0213,a close up of a cluster of quartz crystals,"['close', 'cluster', 'quartz', 'crystals']",OOD
crystalline_0201,a pile of rocks covered in orange crystals,"['pile', 'rocks', 'crystals']",OOD
crystalline_0185,a blue piece of glass sitting on a table,"['piece', 'glass', 'table']",OOD
crystalline_0126,a piece of green glass sitting on a table,"['piece', 'glass', 'table']",OOD
crystalline_0105,a piece of glass with ice on it,"['piece', 'glass', 'ice']",OOD
crystalline_0190,a large piece of green ice on a table,"['piece', 'ice', 'table']",OOD
crystalline_0102,a large piece of green emerald gem sitting in crystals,"['piece', 'emerald', 'gem', 'crystals']",OOD
crystalline_0123,a man standing on the stairs of a large wooden structure,"['man', 'stairs', 'structure']",OOD
crystalline_0187,a wall of green crystals in a cave,"['wall', 'crystals', 'cave']",OOD
crystalline_0177,a close up of a piece of meat,"['close', 'piece', 'meat']",OOD
crystalline_0165,a piece of glass is sitting on a table,"['piece', 'glass', 'table']",OOD
crystalline_0208,a close up of aethystethyst crystals on a table,"['close', 'aethystethyst', 'crystals', 'table']",OOD
crystalline_0143,a piece of glass is sitting on a table,"['piece', 'glass', 'table']",OOD
crystalline_0131,a painting of a shark swimming in the water,"['painting', 'shark', 'swimming', 'water']",OOD
crystalline_0107,a glass dish with a bird etched into it,"['glass', 'dish', 'bird']",OOD
crystalline_0114,a close up of a pile of purple crystals,"['close', 'pile', 'crystals']",OOD
crystalline_0209,a close up of a large piece of cake,"['close', 'piece', 'cake']",OOD
crystalline_0183,a bunch of ice crystals on a plant,"['bunch', 'ice', 'crystals', 'plant']",OOD
crystalline_0119,a blue and white vase sitting on a table,"['vase', 'table']",OOD
crystalline_0220,a pile of ice sitting on top of a table,"['pile', 'ice', 'top', 'table']",OOD
crystalline_0203,a blue gem sitting on a white table,"['gem', 'table']",OOD
crystalline_0130,a piece of aluminum foil with a crack in it,"['piece', 'aluminum', 'foil', 'crack']",OOD
crystalline_0109,a close up of a blue diamond,"['close', 'diamond']",OOD
crystalline_0199,a piece of aluminum foil with a face on it,"['piece', 'aluminum', 'foil', 'face']",OOD
crystalline_0117,a close up of purple crystals and diamonds,"['close', 'crystals', 'diamonds']",OOD
crystalline_0166,a close up of a doughnut on a table,"['close', 'doughnut', 'table']",OOD
crystalline_0198,a bunch of crystals sitting on a table,"['bunch', 'crystals', 'table']",OOD
crystalline_0127,a blender filled with white liquid in a glass container,"['blender', 'liquid', 'glass', 'container']",OOD
crystalline_0196,a painting of a green and orange wall,"['painting', 'wall']",OOD
crystalline_0112,a close up of a rock with crystals,"['close', 'rock', 'crystals']",OOD
crystalline_0156,a close up of ice crystals and rocks,"['close', 'ice', 'crystals', 'rocks']",OOD
crystalline_0110,a piece of clear plastic with a flower in it,"['piece', 'plastic', 'flower']",OOD
crystalline_0146,a bunch of green crystals in a pile of ice,"['bunch', 'crystals', 'pile', 'ice']",OOD
crystalline_0215,a pile of purpleethyst crystals in a bowl,"['pile', 'purpleethyst', 'crystals', 'bowl']",OOD
crystalline_0191,a pile of ice crystals on a table,"['pile', 'ice', 'crystals', 'table']",OOD
crystalline_0128,a large amount of water on top of a table,"['amount', 'water', 'top', 'table']",OOD
crystalline_0169,a picture of snow on the ground,"['picture', 'snow', 'ground']",OOD
crystalline_0216,a piece of meat is sitting on a plate,"['piece', 'meat', 'plate']",OOD
meshed_0180,a close up of a window with a metal mesh,"['close', 'window', 'metal', 'mesh']",OOD
meshed_0153,a chain link fence with grass and a sidewalk,"['chain', 'link', 'fence', 'grass', 'sidewalk']",OOD
meshed_0107,a close up of a metal screen with a pattern on it,"['close', 'metal', 'screen', 'pattern']",OOD
meshed_0051,an up close view of a brown tile floor,"['view', 'tile', 'floor']",OOD
meshed_0127,a close up of a green yellow and red blanket,"['close', 'blanket']",OOD
meshed_0140,a piece of netting with a blue sky in the background,"['piece', 'sky', 'background']",OOD
meshed_0173,a red net with yellow circles on a table,"['net', 'circles', 'table']",OOD
meshed_0117,a large round ball of rope with a knot in it,"['ball', 'rope', 'knot']",OOD
meshed_0115,a black and white photo of a honeycomb shaped ceiling,"['photo', 'honeycomb', 'ceiling']",OOD
meshed_0146,a lace tablecloth with flowers on it on a black and white,"['lace', 'flowers']",OOD
meshed_0116,a silver galvanized screen with a wire mesh,"['silver', 'screen', 'wire', 'mesh']",OOD
meshed_0134,a worm is sitting on a chain link fence,"['worm', 'chain', 'link', 'fence']",OOD
meshed_0100,a floor with a geometric pattern on it,"['floor', 'pattern']",OOD
meshed_0113,a close up of a chain link fence,"['close', 'chain', 'link', 'fence']",OOD
meshed_0098,a close up of a floor with a pattern of gold dots,"['close', 'floor', 'pattern', 'dots']",OOD
meshed_0159,a group of white balls on a black floor,"['group', 'balls', 'floor']",OOD
meshed_0065,this black and white image has a diamond shaped metal,"['image', 'diamond', 'metal']",OOD
meshed_0183,the ground is covered with a metal grate,"['ground', 'metal', 'grate']",OOD
meshed_0158,a close up of a wire fence with a red window,"['close', 'wire', 'fence', 'window']",OOD
meshed_0109,a piece of chain link mesh on a white background,"['piece', 'chain', 'link', 'mesh', 'background']",OOD
meshed_0048,a close up of a blue piece of paper,"['close', 'piece', 'paper']",OOD
meshed_0131,a close up of a blue honeycomb shaped floor,"['close', 'honeycomb', 'floor']",OOD
meshed_0126,a chain link fence with rusty stars on it,"['chain', 'link', 'fence', 'stars']",OOD
meshed_0157,a closeup of a chain link fence with a metal chain link grate,"['closeup', 'chain', 'link', 'fence', 'metal', 'chain', 'link', 'grate']",OOD
meshed_0105,a close up of a metal screen on a tile floor,"['close', 'metal', 'screen', 'tile', 'floor']",OOD
meshed_0104,a close up of a metal grid with glass on the ground,"['close', 'metal', 'grid', 'glass', 'ground']",OOD
meshed_0128,a close up of a group of plastic a group of grates,"['close', 'group', 'plastic', 'group', 'grates']",OOD
meshed_0160,a green chain link fence with a wall behind it,"['chain', 'link', 'fence', 'wall']",OOD
meshed_0165,a chair is covered in a metal mesh,"['chair', 'metal', 'mesh']",OOD
meshed_0027,a white fabric with a diamond pattern on it,"['fabric', 'diamond', 'pattern']",OOD
meshed_0056,a blue background with parallel lines,"['background', 'lines']",OOD
meshed_0058,a close up of a woven metal surface,"['close', 'metal', 'surface']",OOD
meshed_0142,a pink wall with a chain link fence,"['wall', 'chain', 'link', 'fence']",OOD
meshed_0103,a close up of a metal grate on a table,"['close', 'metal', 'grate', 'table']",OOD
meshed_0121,the roof of a building with blue and orange metal bars,"['roof', 'building', 'metal', 'bars']",OOD
meshed_0174,a net is shown against a gray sky,"['net', 'sky']",OOD
meshed_0015,a close up of a chain link fence with a rusty chain on it,"['close', 'chain', 'link', 'fence', 'chain']",OOD
meshed_0166,a wall in a building with a green pattern on it,"['wall', 'building', 'pattern']",OOD
meshed_0150,a hammock hanging over the water in a swimming pool,"['hammock', 'water', 'pool']",OOD
meshed_0039,a chain link fence in front of a building,"['chain', 'link', 'fence', 'front', 'building']",OOD
meshed_0189,a metal screen with a geometric pattern on it,"['metal', 'screen', 'pattern']",OOD
meshed_0172,a closeup of a stainless steel metal floor with a diagonal pattern,"['closeup', 'steel', 'metal', 'floor', 'pattern']",OOD
meshed_0139,a close up of a red and white diamond patterned floor,"['close', 'diamond', 'floor']",OOD
meshed_0164,a pink tile floor with a pattern of shells on it,"['tile', 'floor', 'pattern', 'shells']",OOD
meshed_0152,a close up of a skyscraper made of steel grate,"['close', 'skyscraper', 'steel', 'grate']",OOD
meshed_0144,a tennis racket in front of a blue sky,"['tennis', 'racket', 'front', 'sky']",OOD
meshed_0101,a close up of a red rhinestone pattern on a white surface,"['close', 'rhinestone', 'pattern', 'surface']",OOD
meshed_0171,a piece of stainless steel chain link fence with a mirror background,"['piece', 'steel', 'chain', 'link', 'fence', 'mirror', 'background']",OOD
meshed_0106,a closeup of an aluminum floor with a pattern of holes,"['closeup', 'aluminum', 'floor', 'pattern', 'holes']",OOD
meshed_0120,a black and white photo of a metal chain,"['photo', 'metal', 'chain']",OOD
meshed_0190,a close up of a strand of stainless steel chain links,"['close', 'strand', 'steel', 'chain', 'links']",OOD
meshed_0032,a red metal grate on a black floor,"['metal', 'grate', 'floor']",OOD
meshed_0102,a close up of a tile floor with a pattern on it,"['close', 'tile', 'floor', 'pattern']",OOD
meshed_0149,a chain with a link on a white background,"['chain', 'link', 'background']",OOD
meshed_0147,a close up of a curtain of lace on a window,"['close', 'curtain', 'lace', 'window']",OOD
meshed_0143,a stack of metal grates on top of each other,"['stack', 'metal', 'top']",OOD
meshed_0163,a closeup of a chain link fence with a metal wire,"['closeup', 'chain', 'link', 'fence', 'metal', 'wire']",OOD
meshed_0151,a close up of a bowl with a pattern on it,"['close', 'bowl', 'pattern']",OOD
meshed_0186,a black and silver metal floor with a grid pattern,"['silver', 'metal', 'floor', 'grid', 'pattern']",OOD
meshed_0132,a metal grate with a plurality of holes,"['metal', 'grate', 'plurality', 'holes']",OOD
meshed_0156,a piece of galvanized wire mesh with a focus on the metalic links,"['piece', 'wire', 'mesh', 'focus', 'links']",OOD
meshed_0182,a view of the sun over the water through a fence,"['view', 'sun', 'water', 'fence']",OOD
meshed_0123,a close up of a grill with numbers on it,"['close', 'grill', 'numbers']",OOD
meshed_0155,a close up of a metal grill,"['close', 'metal', 'grill']",OOD
meshed_0114,a black and white image of a woven metal,"['image', 'metal']",OOD
meshed_0111,a view of the sky through the fence of a building,"['view', 'sky', 'fence', 'building']",OOD
meshed_0176,a close up of a metal grate on a floor,"['close', 'metal', 'grate', 'floor']",OOD
meshed_0025,a close up of a metal grill,"['close', 'metal', 'grill']",OOD
meshed_0053,purple and green tiles on a brick wall,"['tiles', 'brick', 'wall']",OOD
meshed_0135,a view of the sun over the water through a fence,"['view', 'sun', 'water', 'fence']",OOD
meshed_0148,a close up of a stainless steel wire mesh,"['close', 'steel', 'wire']",OOD
meshed_0137,a braided rope with a blue background,"['rope', 'background']",OOD
meshed_0099,a close up of a chain link fence,"['close', 'chain', 'link', 'fence']",OOD
meshed_0168,a black and white ceiling with lights on it,"['ceiling', 'lights']",OOD
