n02123597_12279	a black and brown cat walking on a sidewalk.	n02123597
n02123597_6880	a black and white cat sleeping on a bed.	n02123597
n02123597_11798	a white cat is sleeping on a bed.	n02123597
n02123597_3501	a small dog sitting on a blue couch.	n02123597
n02123597_4550	a black cat laying on the arm of a person on a couch.	n02123597
n02123597_27317	a cat laying on the floor with its paws.	n02123597
n02123597_8521	a gray cat laying on top of a bed.	n02123597
n02123597_6124	a black and white cat sitting on a bench.	n02123597
n02123597_12609	a dog is sleeping on a rug with a white rope.	n02123597
n02123597_13018	a close up of a cat with its eyes open.	n02123597
n02123597_6915	a black cat standing next to a coffee table.	n02123597
n02123597_2219	three kittens sitting on a blue couch.	n02123597
n02123597_8002	a black cat laying on a table.	n02123597
n02123597_12884	a white cat laying on a window sill looking out.	n02123597
n02123597_2756	a cat sitting in a potted plant.	n02123597
n02123597_401	two cats laying next to each other on a box.	n02123597
n02123597_826	two women sitting in a bed with a cat.	n02123597
n02123597_9394	a white cat sitting on the ground in a field.	n02123597
n02123597_395	a black cat sitting in front of a window.	n02123597
n02123597_230	a small black and white kitten laying under a plant.	n02123597
n02123597_9200	a black and white cat sitting in the grass.	n02123597
n02123597_1635	a white cat playing with a cat chair on the floor.	n02123597
n02123597_5836	a couple of cats laying on a chair with a pillow.	n02123597
n02123597_7592	a cat is looking down at the ground.	n02123597
n02123597_12950	a small kitten is sitting in a hand.	n02123597
n02123597_11915	two cats are playing with each other on the floor.	n02123597
n02123597_3401	a black and white cat laying on a bed.	n02123597
n02123597_12688	a black and white dog laying on a bed with papers.	n02123597
n02123597_13096	a black and white cat with its eyes open.	n02123597
n02123597_12931	a group of cats sitting on a bathroom sink.	n02123597
n02123597_9655	a black and white cat sitting in front of a window.	n02123597
n02123597_23346	a black and white cat laying on the floor next to a rug.	n02123597
n02123597_13551	a small cat with blue eyes looking up.	n02123597
n02123597_4356	two cats sitting on a window sill looking out.	n02123597
n02123597_9648	two cats laying on a bed looking at the camera.	n02123597
n02123597_438	a couple of cats sitting in a potted plant.	n02123597
n02123597_7490	a dog sleeping next to a cat on a couch.	n02123597
n02123597_488	a black and brown dog laying in a cat bed.	n02123597
n02123597_1611	a black and brown cat laying on a bed.	n02123597
n02123597_12782	a cat wearing a red ribbon sitting on a table.	n02123597
n02123597_10514	a black and white cat looking out of a window.	n02123597
n02123597_7168	a black and white cat laying on a table.	n02123597
n02123597_8443	a black and brown cat laying on a bed.	n02123597
n02123597_16193	a cat is being petted by a person.	n02123597
n02123597_8044	a black and white cat sitting on a bed.	n02123597
n02123597_8010	a close up of a gray cat with blue eyes.	n02123597
n02123597_1543	a cat laying on a bed with purple flowers.	n02123597
n02123597_457	a black and white cat sitting next to a brick wall.	n02123597
n02123597_10761	a small cat with blue eyes looking at the camera.	n02123597
n02123597_7909	a cat sleeping on a bed.	n02123597
n02123597_4905	a small cat standing next to a computer mouse.	n02123597
n02123597_13970	a black cat with blue eyes sitting on a table.	n02123597
n02123597_13934	a black cat laying on top of a bottle of beer.	n02123597
n02123597_14847	a cat sitting on a glass table next to a mouse.	n02123597
n02123597_300	a cat laying on a bed next to a phone.	n02123597
n02123597_9954	a cat sitting in a blender on the floor.	n02123597
n02123597_3916	a white cat laying on a bed with a stuffed animal.	n02123597
n02123597_505	a black and white cat sitting on the ground.	n02123597
n02123597_2238	a cat laying on top of a dog on a bed.	n02123597
n02123597_4843	a cat laying in a suitcase on the floor.	n02123597
n02123597_680	a black cat with blue eyes sitting on a red blanket.	n02123597
n02123597_650	a cat sleeping on a blanket on a bed.	n02123597
n02123597_18525	a cat laying in a blue cat bed.	n02123597
n02123597_14514	a black and white cat sitting on the floor.	n02123597
n02123597_3498	a white cat sleeping on a bed.	n02123597
n02123597_2706	a man laying on a couch with a dog and a cat.	n02123597
n02123597_5655	a cat standing in the grass next to a fence.	n02123597
n02123597_4627	a black and white cat standing on a plate.	n02123597
n02123597_6407	a small white kitten looking out of a car window.	n02123597
n02123597_13645	a black and white cat with blue eyes sitting on a chair.	n02123597
n02123597_12809	a black cat wearing a tie with a red flower on its collar.	n02123597
n02123597_14332	a close up of a cat with a purple collar.	n02123597
n02123597_2031	a dog and a cat are looking at each other.	n02123597
n02123597_16676	a black and white cat sitting on a vent.	n02123597
n02123597_1872	a small kitten laying on the arm of a couch.	n02123597
n02123597_8640	a black cat standing on top of a couch.	n02123597
n02123597_9679	a couple of cats sleeping on a pillow on a bed.	n02123597
n02123597_1245	a cat laying on a pillow on the floor next to stairs.	n02123597
n02123597_8749	a black and white cat standing in a red bowl.	n02123597
n02123597_2284	a small black and white cat standing on a sidewalk.	n02123597
n02123597_6366	a small brown dog laying in a blue bed.	n02123597
n02123597_12618	a black and white cat with blue eyes wearing a beads on its head.	n02123597
n02123597_5017	a black and white cat with blue eyes sitting on the floor.	n02123597
n02123597_1843	a small dog is sitting on the floor.	n02123597
n02123597_3613	a black and white cat sitting on a couch.	n02123597
n02123597_13552	a black and white cat looking up at the camera.	n02123597
n02123597_11682	a white cat sleeping on its side in a room.	n02123597
n02123597_20092	a black and white cat sitting next to a white wall.	n02123597
n02123597_9948	a cat sitting on top of a wooden table.	n02123597
n02123597_2034	a woman is sitting in a cage with a dog.	n02123597
n02123597_1367	a black and white cat laying on its back.	n02123597
n02123597_5969	a black and white cat sitting on top of a book.	n02123597
n02123597_1826	a small kitten sitting on a wooden floor.	n02123597
n02123597_259	a black and white cat wearing a santa hat.	n02123597
n02123597_5606	a brown cat laying on a blue couch.	n02123597
n02123597_3896	a cat is looking up at the camera.	n02123597
n02123597_6323	a black and white cat with blue eyes.	n02123597
n02123597_7996	two cats sitting next to each other.	n02123597
n02123597_13490	a black and white cat standing on a window sill.	n02123597
n02123597_2787	a couple of cats sitting on a rug in front of a couch.	n02123597
n02123597_10825	a black and white cat laying on the floor.	n02123597
n02123597_6641	a cat laying on top of a bed.	n02123597
n02123597_2587	a cat sitting on top of a wooden fence.	n02123597
n02123597_6996	a white cat laying on a colorful couch.	n02123597
n02123597_4863	a couple of cats laying on the floor next to a couch.	n02123597
n02123597_3104	a cat sitting on top of a laptop on a table.	n02123597
n02123597_2393	a dog laying on its back on a blanket.	n02123597
n02123597_3029	a black cat laying on a blanket.	n02123597
n02123597_13387	a woman laying on a bed with a cat.	n02123597
n02123597_4457	a black and white cat sitting on a blue background.	n02123597
n02123597_339	a cat laying on a bed in a room.	n02123597
n02123597_13890	a gray cat with red eyes sitting on a wooden floor.	n02123597
n02123597_6577	a small kitten looking at its reflection in a mirror.	n02123597
n02123597_1529	a dog is dressed up in a costume and cutting grass.	n02123597
n02123597_13549	a white cat sitting on the floor next to a line.	n02123597
n02123597_3770	a black cat laying inside of an open box.	n02123597
n02123597_6463	a black and white cat sitting in a picture.	n02123597
n02123597_7155	a small cat sitting on top of a bed.	n02123597
n02123597_9091	a woman holding a small dog on her arm.	n02123597
n02123597_9668	a white cat laying on top of a red flowered bed.	n02123597
n02123597_9823	a cat is laying under a white blanket.	n02123597
n02123597_1589	a black and white cat laying on a desk.	n02123597
n02123597_10956	a black and brown cat laying on a bed.	n02123597
n02123597_18983	a small kitten wearing a red collar on a rope.	n02123597
n02123597_6251	a small black and white cat with blue eyes.	n02123597
n02123597_1707	a group of cats sitting on a couch.	n02123597
n02123597_11448	a cat laying on a couch with its head on a pillow.	n02123597
n02123597_13734	two cats sitting on a bed next to a nightstand.	n02123597
n02123597_1104	a small kitten with blue eyes sitting in a box.	n02123597
n02123597_8136	a black and white cat laying on a blue table.	n02123597
n02123597_13529	a cat is drinking water from a orange bottle.	n02123597
n02123597_5460	two cats sitting on a floor next to each other.	n02123597
n02123597_13752	two cats laying on pillows on a couch.	n02123597
n02123597_274	a white cat playing with a toy on the floor.	n02123597
n02123597_30151	a white cat laying on its back on a window sill.	n02123597
n02123597_14696	a cat looking out of a window.	n02123597
n02123597_3704	a black and white cat looking at the camera.	n02123597
n02123597_12622	a white cat laying on the floor.	n02123597
n02123597_7047	a cat laying on top of a couch.	n02123597
n02123597_6409	a black cat laying on a bed.	n02123597
n02123597_5884	a brown and white cat with blue eyes.	n02123597
n02123597_13197	a man wearing glasses holding a cat in his arms.	n02123597
n02123597_14094	a black and white cat sitting on a couch.	n02123597
n02123597_2061	a couple of cats sitting in a tree.	n02123597
n02123597_13429	a black and white cat with a green collar and a green collar.	n02123597
n02123597_7136	a woman holding a small cat in her arm.	n02123597
n02123597_1423	a cat laying in a basket in a room.	n02123597
n02123597_1802	a cat sitting on top of a wooden shelf.	n02123597
n02123597_12157	a gray and white cat sleeping on a bed.	n02123597
n02123597_12327	a black and white cat laying on a bed.	n02123597
n02123597_6291	a cat is looking out of a window.	n02123597
n02123597_3958	a black and white cat sitting on a chair.	n02123597
n02123597_4389	a black and white cat sitting on a pink couch.	n02123597
n02123597_12507	a white cat sleeping on a couch.	n02123597
n02123597_4821	a cat with a collar laying on a bed.	n02123597
n02123597_9414	a small cat is sitting in a paper hat.	n02123597
n02123597_2370	a cat playing with a toy on the floor.	n02123597
n02123597_7618	a black and white cat with its tongue out.	n02123597
n02123597_2033	a black cat with blue eyes sitting on a table.	n02123597
n02123597_10136	a black and white cat laying on the floor.	n02123597
n02123597_10262	a white cat sitting on a brick wall.	n02123597
n02123597_3867	a black and white cat with a collar and tag.	n02123597
n02123597_5045	a white cat is sitting on the side of a tree.	n02123597
n02123597_9939	a small kitten sitting on top of a bed.	n02123597
n02123597_2597	a black and white cat with blue eyes.	n02123597
n02123597_366	a black and white cat sitting on a bed.	n02123597
n02123597_4873	a black and white cat laying on a bed.	n02123597
n02123597_7289	two white cats sitting next to each other in a room.	n02123597
n02123597_4995	a cat laying on its back on a bed.	n02123597
n02123597_5573	a black and white cat with blue eyes.	n02123597
n02123597_7497	a couple of cats standing on a rug in a living room.	n02123597
n02123597_14171	a dog and a cat sitting on the floor next to each other.	n02123597
n02123597_13271	a couple of cats laying on the floor in a room.	n02123597
n02123597_13059	a white cat sitting on top of a table.	n02123597
n02123597_10417	a black and white cat sitting on a book shelf.	n02123597
n02123597_5076	a black and white cat with its eyes open.	n02123597
n02123597_1369	a woman laying in bed with two cats.	n02123597
n02123597_5697	a couple of kittens sitting next to each other.	n02123597
n02123597_9501	a black and white cat sitting next to a cow.	n02123597
n02123597_1034	a black and white cat looking up at the camera.	n02123597
n02123597_13519	a cat sitting on top of a computer monitor.	n02123597
n02123597_6603	a black cat sitting on a bed.	n02123597
n02123597_5968	a brown and white cat standing in the grass.	n02123597
n02123597_14279	a white cat sitting on a stone slab.	n02123597
n02123597_8698	two cats sitting on top of a bed.	n02123597
n02123597_14788	a cat laying on top of a table.	n02123597
n02123597_4998	a black and white cat sitting in the grass.	n02123597
n02123597_3338	a black and white cat sitting on the sidewalk.	n02123597
n02123597_12711	a small white kitten sitting on the ground.	n02123597
n02123597_1825	a black and white cat sleeping on a bed.	n02123597
n02123597_6370	a black and white cat laying on a pillow.	n02123597
n02123597_647	a cat looking out of a window.	n02123597
n02123597_8825	a cat standing on top of a window sill.	n02123597
n02123597_95	a gray and white cat sitting on a rug next to a bed.	n02123597
n02123597_5513	a close up of a cat with blue eyes.	n02123597
n02123597_165	a gray cat is looking up at the camera.	n02123597
n02123597_4568	a close up of a black and white cat with blue eyes.	n02123597
n02123597_19227	a black and white cat wearing a collar.	n02123597
n02123597_1158	a black and white cat sitting on a desk.	n02123597
n02123597_6689	a couple of white cats sitting on a couch.	n02123597
n02123597_7897	a black and white dog standing on a wooden floor.	n02123597
n02123597_6400	a small kitten sitting on a white surface.	n02123597
n02123597_4222	a black and white cat laying on the ground.	n02123597
n02123597_1448	a black and white cat with blue eyes sitting in front of some bushes.	n02123597
n02123597_11981	a cat laying on top of a table.	n02123597
n02123597_5081	a couple of dogs sitting on the floor next to a door.	n02123597
n02123597_5733	a black and white cat laying on the floor.	n02123597
n02123597_5288	a woman holding a cat in her arms.	n02123597
n02123597_9846	a black and white cat laying on a bed.	n02123597
n02123597_1790	a black and white cat sitting next to a potted plant.	n02123597
n02123597_12112	a woman holding a white cat in her arms.	n02123597
n02123597_8846	a cat sitting on the floor in front of a window.	n02123597
n02123597_166	a black and white cat standing in the grass.	n02123597
n02123597_6450	a black and white cat looking out a window.	n02123597
n02123597_10657	a cat playing with a toy on the floor.	n02123597
n02123597_14384	a dog sleeping on its side on a pillow.	n02123597
n02123597_1639	a small cat with blue eyes laying on a bed.	n02123597
n02123597_4904	a black cat with blue eyes and a mouth.	n02123597
n02123597_7241	a close up of a cat with blue eyes.	n02123597
n02123597_10914	a close up of a cat with blue eyes.	n02123597
n02123597_11666	a small orange and white cat is hiding in a blanket.	n02123597
n02123597_619	a cat sitting on top of a pile of towels.	n02123597
n02123597_1655	a gray and white cat with blue eyes.	n02123597
n02123597_13671	a small gray kitten with a blue collar.	n02123597
n02123597_12164	two cats laying on a bed next to each other.	n02123597
n02123597_6550	a black and white cat sleeping on the floor.	n02123597
n02123597_5240	a small cat standing next to a large vase.	n02123597
n02123597_22587	a black and white cat laying on a couch.	n02123597
n02123597_7712	a close up of a black cat with blue eyes.	n02123597
n02123597_7925	a cat and a dog standing in a cage.	n02123597
n02123597_11737	two cats dressed up as santa and a dog.	n02123597
n02123597_2099	a couple of cats sleeping on top of each other.	n02123597
n02123597_4443	a black and white cat sitting on a table.	n02123597
n02123597_12827	a black and white cat sitting on a blue blanket.	n02123597
n02123597_3408	a small kitten laying on a blanket.	n02123597
n02123597_6542	two cats laying on a blue bed.	n02123597
n02123597_11128	a cat sleeping on top of a white bed.	n02123597
n02123597_7250	a gray and white cat with a blue collar.	n02123597
n02123597_945	a black and white cat sitting on top of a bath tub.	n02123597
n02123597_3821	a cat is sleeping in a plastic cone on a dog.	n02123597
n02123597_7895	a cat sitting on the ground in front of a table.	n02123597
n02123597_1645	a cat is sitting next to a purple bowl.	n02123597
n02123597_713	a black and white cat is standing on the ground with food.	n02123597
n02123597_2842	a black and white cat with a collar on.	n02123597
n02123597_1102	a black cat sitting on a couch.	n02123597
n02123597_1204	a gray cat with blue eyes and a white nose.	n02123597
n02123597_14639	a white cat sleeping on its side on a bed.	n02123597
n02123597_8511	a black and white cat standing next to a pole.	n02123597
n02123597_2123	a brown and white cat laying on a bed.	n02123597
n02123597_4879	a gray cat with orange eyes sitting in the leaves.	n02123597
n02123597_1580	a white cat with blue eyes sitting next to a magazine.	n02123597
n02123597_2275	two black and white cats sitting on a brick wall.	n02123597
n02123597_9901	a cat sitting in front of a laptop computer.	n02123597
n02123597_3842	a gray cat sitting on top of a couch.	n02123597
n02123597_4910	a black and white cat sitting on a red couch.	n02123597
n02123597_13440	a cat sleeping on a blue bed next to a television.	n02123597
n02123597_1294	two cats laying on a bed next to each other.	n02123597
n02123597_2276	a black and brown cat laying on a blanket.	n02123597
n02123597_2215	a black and white cat with a white ear tag on a wooden deck.	n02123597
n02123597_8575	a white cat sleeping on a black chair.	n02123597
n02123597_7283	a cat sitting on a table in front of a window.	n02123597
n02123597_11271	a woman sitting on a couch holding a cat.	n02123597
n02123597_6889	a black and white dog jumping out of a window.	n02123597
n02123597_20787	a black and white cat sitting on a computer mouse.	n02123597
n02123597_7810	a small cat with red eyes standing on a white surface.	n02123597
n02123597_2553	a black and white cat sitting on a couch.	n02123597
n02123597_7400	a black and white cat laying on the ground.	n02123597
n02123597_1374	a white kitten is sitting on the floor with a blue toy.	n02123597
n02123597_4805	a black cat sitting in a plastic container on the floor.	n02123597
n02123597_151	a cat sitting on top of a couch.	n02123597
n02123597_8915	a cat laying on top of a blue bed.	n02123597
n02123597_13901	a black cat wearing a small hat on its head.	n02123597
n02123597_13442	two cats sleeping next to each other in front of a window.	n02123597
n02123597_5013	a couple of cats laying in a cat bed.	n02123597
n02123597_9606	two small kittens sitting next to each other on a blanket.	n02123597
n02123597_1257	a small dog with blue eyes sitting in a box.	n02123597
n02123597_11940	a black and white cat with blue eyes.	n02123597
n02123597_7493	two cats sitting next to each other on a chair.	n02123597
n02123597_5618	a small kitten standing on a bed.	n02123597
n02123597_4197	a black and white cat sitting next to a plant.	n02123597
n02123597_5370	a black and white cat with blue eyes sitting on the ground.	n02123597
n02123597_3302	a couple of cats laying on a bed.	n02123597
n02123597_22229	a close up of a dog wearing a hat.	n02123597
n02123597_7262	two kittens sitting next to each other on a blanket.	n02123597
n02123597_3686	a black and white cat sitting on the floor.	n02123597
n02123597_14191	a gray cat sitting in a box next to a box.	n02123597
n02123597_350	a cat laying on a rug on a floor.	n02123597
n02123597_31773	a black and white cat with blue eyes.	n02123597
n02123597_4636	a cat sitting on a bed with a blanket.	n02123597
n02123597_7485	a little girl sitting on a chair next to a cat.	n02123597
n02123597_11040	a black and white cat laying on a blue bed.	n02123597
n02123597_4452	a small cat is sitting on a bed.	n02123597
n02123597_13755	a cat is on a leash on a wooden floor.	n02123597
n02123597_760	a cat sitting on top of a rock.	n02123597
n02123597_9656	a cat standing on the side of a building.	n02123597
n02123597_7446	a white cat is looking out of a window.	n02123597
n02123597_14451	a small cat sitting on the floor.	n02123597
n02123597_13064	a cat sleeping on a bed next to a curtain.	n02123597
n02123597_4308	a white bunny rabbit laying in the grass.	n02123597
n02123597_4300	two black and white cats laying on a basket.	n02123597
n02123597_12396	a black and white cat laying on a blanket.	n02123597
n02123597_4028	a cat laying on a desk next to a keyboard.	n02123597
n02123597_1229	a close up of a cat with blue eyes.	n02123597
n02123597_13378	two cats laying on top of a bed.	n02123597
n02123597_12906	two cats laying on a couch next to each other.	n02123597
n02123597_2239	a couple of cats laying on a bed with a stuffed animal.	n02123597
n02123597_3561	a woman sitting on a bus with a dog.	n02123597
n02123597_7536	a gray cat sitting on a couch next to a window.	n02123597
n02123597_10309	a cat standing in a cat bed in a room.	n02123597
n02123597_22991	a black and white cat sitting on a white background.	n02123597
n02123597_8961	a blurry image of a person walking in a window.	n02123597
n02123597_4728	a cat sleeping in a cat bed on a window sill.	n02123597
n02123597_3203	a white cat laying on a couch next to a green pillow.	n02123597
n02123597_13140	a black and white cat looking out of a window.	n02123597
n02123597_4537	a close up of a white cat looking at something.	n02123597
n02123597_2928	a cat sitting in a white trash can.	n02123597
n02123597_6410	a couple of cats sitting on a cat tree.	n02123597
n02123597_4730	a close up of a cat with blue eyes.	n02123597
n02123597_9652	a group of kittens sitting on a red blanket.	n02123597
n02123597_1762	a cat standing in the grass.	n02123597
n02123597_9816	a black and white cat looking at the camera.	n02123597
n02123597_7999	a small dog laying on a bed.	n02123597
n02123597_6956	a black cat looking out of a window.	n02123597
n02123597_2783	a black and white cat standing in the grass.	n02123597
n02123597_6710	a white cat laying on a rug next to a bed.	n02123597
n02123597_7642	a cat sitting on top of a suitcase.	n02123597
n02123597_28968	a brown and white cat laying on the ground.	n02123597
n02123597_8331	a white cat looking at a squirrel on a glass door.	n02123597
n02123597_8113	a brown and white cat looking up at the camera.	n02123597
n02123597_14797	two black and white cats sitting on a red couch.	n02123597
n02123597_2888	a cat is looking at the light on a window.	n02123597
n02123597_4459	a cat sitting on top of a laptop computer.	n02123597
n02123597_2822	a black and white cat sitting on the sidewalk.	n02123597
n02123597_1533	a cat is laying in a white bed.	n02123597
n02123597_6787	a black and white cat standing on a wooden table.	n02123597
n02123597_5015	a black cat wearing a green hat sitting in a car.	n02123597
n02123597_595	a cat is sitting in a tree.	n02123597
n02123597_6491	a black cat sitting in the grass.	n02123597
n02123597_13291	a cat laying in a basket with two kittens.	n02123597
n02123597_15369	a black and white cat sitting next to a black and white cat.	n02123597
n02123597_4607	a black and white cat sitting next to a palm tree.	n02123597
n02123597_13229	a dog sleeping on a bed next to a teddy bear.	n02123597
n02123597_511	a small cat sitting on a wire.	n02123597
n02123597_6305	a white cat standing on a patio next to a potted plant.	n02123597
n02123597_13835	a couple of cats laying on a blanket.	n02123597
n02123597_3398	a brown and white cat laying on a couch.	n02123597
n02123597_6964	a black and white cat standing on a sidewalk.	n02123597
n02123597_8932	a group of kittens laying on a blanket.	n02123597
n02123597_5887	a black and white cat standing in the grass.	n02123597
n02123597_7820	a person holding a small dog in a blanket.	n02123597
n02123597_19034	a white cat is sitting on a blue background.	n02123597
n02123597_4442	a black and white cat with blue eyes.	n02123597
n02123597_12171	a black and white cat sitting on a chair.	n02123597
n02123597_305	a black and white photo of a cat laying on a table.	n02123597
n02123597_1444	a black and white cat laying on a rug.	n02123597
n02123597_6354	a black and white cat sitting next to a tree.	n02123597
n02123597_13839	a cat laying on its back on a green couch.	n02123597
n02123597_12869	a black and white cat looking out of a hole in a tree.	n02123597
n02123597_6242	a black and white cat sleeping on a wooden chair.	n02123597
n02123597_7703	a white cat sleeping on the ground.	n02123597
n02123597_1153	a small animal sitting on the ground.	n02123597
n02123597_6559	a black and white cat sitting on a wooden chair.	n02123597
n02123597_12266	a white cat sitting in front of a red car.	n02123597
n02123597_4204	a close up of a small cat with blue eyes.	n02123597
n02123597_8584	a cat walking on a roof with a building in the background.	n02123597
n02123597_12554	a black and white cat sitting on the floor next to a bed.	n02123597
n02123597_11594	a small chihuahua kitten is being held by a person.	n02123597
n02123597_3455	a black and brown cat laying on a white bed.	n02123597
n02123597_8656	a black and white cat looking at something.	n02123597
n02123597_7078	a white cat with its tail hanging down.	n02123597
n02123597_1173	a black cat sitting on a white blanket.	n02123597
n02123597_10304	a black and white cat sitting on a blue bed.	n02123597
n02123597_4976	a black and white cat sitting on top of a chair next to a lamp.	n02123597
n02123597_6171	a white cat laying on a green couch.	n02123597
n02123597_19872	a white cat sitting on a wooden bench.	n02123597
n02123597_1214	a cat laying on a blanket on a bed.	n02123597
n02123597_1219	a small cat is laying on the floor.	n02123597
n02123597_8611	a small cat sitting on a sidewalk.	n02123597
n02123597_12797	two small kittens laying next to each other.	n02123597
n02123597_5340	a cat drinking water out of a toilet.	n02123597
n02123597_7372	a cat sitting on top of a couch.	n02123597
n02123597_8855	a close up of a cat with blue eyes.	n02123597
n02123597_5438	a black cat standing next to a building.	n02123597
n02123597_631	a black and white cat laying on a white floor.	n02123597
n02123597_9352	a brown and white cat laying on the floor next to a bench.	n02123597
n02123597_27865	a black and white cat laying on its side.	n02123597
n02123597_10470	a black and white cat standing on top of a wooden fence.	n02123597
n02123597_2509	a black and white cat sitting in a gray chair.	n02123597
n02123597_12954	a black and white cat laying on a bed.	n02123597
n02123597_3004	two cats laying next to each other on a bed.	n02123597
n02123597_13278	a cat laying on a couch with a bottle of beer.	n02123597
n02123597_13616	a black and white cat sitting under a lamp.	n02123597
n02123597_3392	a group of cats sitting on a window sill.	n02123597
n02123597_3193	two white cats laying next to each other on a couch.	n02123597
n02123597_1451	a black and white cat sitting in the grass.	n02123597
n02123597_6333	a woman holding a cat in front of her.	n02123597
n02123597_5170	a cat sleeping on a leopard print pillow.	n02123597
n02123597_11293	a person petting a black and white cat.	n02123597
n02123597_28794	a cat is being petted by a person.	n02123597
n02123597_288	a cat laying on top of a window sill.	n02123597
n02123597_1308	a white cat sitting on top of a couch.	n02123597
n02123597_7885	a black cat with its tongue hanging out.	n02123597
n02123597_14357	a black and white cat sitting on a couch.	n02123597
n02123597_14621	a black and white cat with a green collar.	n02123597
n02123597_2503	a man is holding a cat on a chair.	n02123597
n02123597_11278	a black cat wearing a blue hat on its head.	n02123597
n02123597_1325	a couple of cats sleeping in a cat bed.	n02123597
n02123597_13606	a black and white cat sitting on the ground.	n02123597
n02123597_11303	a black cat laying on a white carpet.	n02123597
n02123597_10203	a black and white cat sleeping on a couch.	n02123597
n02123597_4731	a black and white cat with blue eyes sitting on a bed.	n02123597
