,ImageID,Caption,Nouns,Type
24,ILSVRC2012_val_00030380,biological species on the reef.,"['species', 'reef']",OOD
25,ILSVRC2012_val_00030470,biological species on a coral reef.,"['species', 'coral', 'reef']",OOD
26,ILSVRC2012_val_00032394,biological species is one of the largest fish in the world.,"['species', 'fish', 'world']",OOD
27,ILSVRC2012_val_00032441,a close - up of the head of a green sea turtle.,"['close', 'head', 'sea', 'turtle']",OOD
28,ILSVRC2012_val_00033337,biological species in the water.,"['species', 'water']",OOD
29,ILSVRC2012_val_00033942,scuba diving off the island of person.,"['scuba', 'diving', 'island', 'person']",OOD
30,ILSVRC2012_val_00036118,"i'm not sure what kind of fish this is, but it sure looks like a jellyfish!.","['kind', 'fish', 'jellyfish']",OOD
31,ILSVRC2012_val_00036157,turtles in a tank at the aquarium.,"['turtles', 'tank', 'aquarium']",OOD
32,ILSVRC2012_val_00037740,biological species on the bottom of the sea.,"['species', 'bottom', 'sea']",OOD
33,ILSVRC2012_val_00037753,a large group of fish swim around a coral reef.,"['group', 'fish', 'coral', 'reef']",OOD
34,ILSVRC2012_val_00037798,biological species in the water.,"['species', 'water']",OOD
35,ILSVRC2012_val_00038215,biggest whale in the world ever recorded - photo #.,"['whale', 'world', 'photo', '#']",OOD
36,ILSVRC2012_val_00038935,biological species on a coral reef.,"['species', 'coral', 'reef']",OOD
37,ILSVRC2012_val_00039308,the water was so clear that we could see all of the fish swimming around.,"['water', 'fish']",OOD
38,ILSVRC2012_val_00039525,close up of a fish.,['fish'],OOD
39,ILSVRC2012_val_00040342,biological species on a coral reef.,"['species', 'coral', 'reef']",OOD
40,ILSVRC2012_val_00041872,biological species in the water.,"['species', 'water']",OOD
41,ILSVRC2012_val_00042175,tourists take pictures of a dolphin.,"['tourists', 'pictures', 'dolphin']",OOD
42,ILSVRC2012_val_00042385,a close - up of the shark's head.,"['close', 'shark', 'head']",OOD
43,ILSVRC2012_val_00042534,people swimming in the sea.,"['people', 'sea']",OOD
44,ILSVRC2012_val_00042547,dolphins swimming under the sea.,"['dolphins', 'sea']",OOD
45,ILSVRC2012_val_00043229,biological species on the beach.,"['species', 'beach']",OOD
46,ILSVRC2012_val_00043323,biological species on a coral reef.,"['species', 'coral', 'reef']",OOD
47,ILSVRC2012_val_00043702,biological species on a coral reef.,"['species', 'coral', 'reef']",OOD
48,ILSVRC2012_val_00046497,fish in an aquarium - photo #.,"['fish', 'aquarium', 'photo', '#']",OOD
49,ILSVRC2012_val_00049253,biological species on a coral reef.,"['species', 'coral', 'reef']",OOD
50,ILSVRC2012_val_00000090,biological species on a log.,"['species', 'log']",OOD
51,ILSVRC2012_val_00001338,biological species basking in the sun.,"['species', 'sun']",OOD
52,ILSVRC2012_val_00003688,biological species in the water.,"['species', 'water']",OOD
53,ILSVRC2012_val_00004009,biggest crocodile in the world - photo #.,"['crocodile', 'world', 'photo', '#']",OOD
54,ILSVRC2012_val_00004106,biological species in a cage.,"['species', 'cage']",OOD
55,ILSVRC2012_val_00004402,biological species in a tank.,"['species', 'tank']",OOD
56,ILSVRC2012_val_00004735,crocodile basking in the sun.,"['crocodile', 'sun']",OOD
57,ILSVRC2012_val_00006151,biological species in the water.,"['species', 'water']",OOD
58,ILSVRC2012_val_00006377,crocodile basking in the sun.,"['crocodile', 'sun']",OOD
59,ILSVRC2012_val_00006516,biological species is one of the world's largest freshwater crocodiles.,"['species', 'world', 'freshwater', 'crocodiles']",OOD
60,ILSVRC2012_val_00007238,a chameleon in a cave.,"['chameleon', 'cave']",OOD
61,ILSVRC2012_val_00007750,person holds a snake in his arms.,"['person', 'snake', 'arms']",OOD
62,ILSVRC2012_val_00009083,biological species basking in the sun.,"['species', 'sun']",OOD
63,ILSVRC2012_val_00010395,biological species in the water.,"['species', 'water']",OOD
64,ILSVRC2012_val_00010826,biological species basking in the sun.,"['species', 'sun']",OOD
65,ILSVRC2012_val_00011243,biological species basking in the sun.,"['species', 'sun']",OOD
66,ILSVRC2012_val_00018666,biological species basking in the sun.,"['species', 'sun']",OOD
67,ILSVRC2012_val_00020290,a close - up of a crocodile's mouth.,"['close', 'up', 'crocodile', 'mouth']",OOD
68,ILSVRC2012_val_00020586,a close - up of a crocodile's mouth.,"['close', 'up', 'crocodile', 'mouth']",OOD
69,ILSVRC2012_val_00021236,alligator in the water - photo #.,"['alligator', 'water', 'photo', '#']",OOD
70,ILSVRC2012_val_00021497,biological species basking in the sun.,"['species', 'sun']",OOD
71,ILSVRC2012_val_00022522,close - up of a crocodile's face.,"['close', 'up', 'crocodile', 'face']",OOD
72,ILSVRC2012_val_00022545,"tortoises are among the most intelligent animals in the world, according to a new study.","['tortoises', 'animals', 'world', 'study']",OOD
73,ILSVRC2012_val_00023902,biological species is one of the most popular birds in the park.,"['species', 'birds', 'park']",OOD
74,ILSVRC2012_val_00024146,biggest alligator in the world - photo #.,"['alligator', 'world', 'photo', '#']",OOD
75,ILSVRC2012_val_00025755,biological species in the grass.,"['species', 'grass']",OOD
76,ILSVRC2012_val_00026191,biological species in the water.,"['species', 'water']",OOD
77,ILSVRC2012_val_00027134,biological species in the water.,"['species', 'water']",OOD
78,ILSVRC2012_val_00027872,biggest alligator in the world - photo #.,"['alligator', 'world', 'photo', '#']",OOD
79,ILSVRC2012_val_00031637,biological species in the water.,"['species', 'water']",OOD
80,ILSVRC2012_val_00032796,biological species in the water.,"['species', 'water']",OOD
81,ILSVRC2012_val_00033134,alligator in the wild - photo #.,"['alligator', 'wild', 'photo', '#']",OOD
82,ILSVRC2012_val_00037268,biological species basking in the sun.,"['species', 'sun']",OOD
83,ILSVRC2012_val_00038265,biological species basking in the sun.,"['species', 'sun']",OOD
84,ILSVRC2012_val_00038620,biological species in the grass.,"['species', 'grass']",OOD
85,ILSVRC2012_val_00038856,biggest alligator in the world - photo #.,"['alligator', 'world', 'photo', '#']",OOD
86,ILSVRC2012_val_00039475,biological species basking in the sun.,"['species', 'sun']",OOD
87,ILSVRC2012_val_00039888,biological species in the water.,"['species', 'water']",OOD
88,ILSVRC2012_val_00040145,the largest alligator in the world - photo #.,"['alligator', 'world', 'photo', '#']",OOD
89,ILSVRC2012_val_00040930,biological species basking in the sun.,"['species', 'sun']",OOD
90,ILSVRC2012_val_00041665,close - up of a crocodile's snout.,"['close', 'up', 'crocodile', 'snout']",OOD
91,ILSVRC2012_val_00043473,biological species basking in the sun.,"['species', 'sun']",OOD
92,ILSVRC2012_val_00045338,alligator in the water - photo #.,"['alligator', 'water', 'photo', '#']",OOD
93,ILSVRC2012_val_00045362,crocodiles in the water - photo #.,"['crocodiles', 'water', 'photo', '#']",OOD
94,ILSVRC2012_val_00046615,biological species basking in the sun.,"['species', 'sun']",OOD
95,ILSVRC2012_val_00047405,crocodile basking in the sun.,"['crocodile', 'sun']",OOD
96,ILSVRC2012_val_00048542,close - up of a crocodile's face.,"['close', 'up', 'crocodile', 'face']",OOD
97,ILSVRC2012_val_00048828,biological species basking in the sun.,"['species', 'sun']",OOD
98,ILSVRC2012_val_00049333,biological species basking in the sun.,"['species', 'sun']",OOD
99,ILSVRC2012_val_00049732,a crocodile rests on a log.,"['crocodile', 'log']",OOD
100,ILSVRC2012_val_00000418,a dragonfly on a flower.,"['dragonfly', 'flower']",OOD
101,ILSVRC2012_val_00001238,dragonfly flying in the sky - photo #.,"['sky', 'photo', '#']",OOD
102,ILSVRC2012_val_00001752,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
103,ILSVRC2012_val_00002225,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
104,ILSVRC2012_val_00005158,dragonfly on a leaf in the rainforest.,"['dragonfly', 'leaf', 'rainforest']",OOD
105,ILSVRC2012_val_00006760,dragonfly on a water lily.,"['water', 'lily']",OOD
106,ILSVRC2012_val_00007425,dragonfly perched on a branch.,"['dragonfly', 'branch']",OOD
107,ILSVRC2012_val_00008001,close - up of a fly on a leaf.,"['close', 'fly', 'leaf']",OOD
108,ILSVRC2012_val_00010150,close - up of a dragonfly resting on a piece of wood.,"['close', 'dragonfly', 'piece', 'wood']",OOD
109,ILSVRC2012_val_00010925,biological species on a brick wall.,"['species', 'brick', 'wall']",OOD
110,ILSVRC2012_val_00013994,a close - up of a fly.,"['close', 'up', 'fly']",OOD
111,ILSVRC2012_val_00014483,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
112,ILSVRC2012_val_00016664,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
113,ILSVRC2012_val_00016926,dragonfly resting on a flower.,"['dragonfly', 'flower']",OOD
114,ILSVRC2012_val_00017556,biological species is one of the most common dragonflies in the world.,"['species', 'dragonflies', 'world']",OOD
115,ILSVRC2012_val_00018415,dragonfly - the most beautiful insect in the world - photo #.,"['dragonfly', 'insect', 'world', 'photo', '#']",OOD
116,ILSVRC2012_val_00021739,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
117,ILSVRC2012_val_00022215,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
118,ILSVRC2012_val_00024612,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
119,ILSVRC2012_val_00024816,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
120,ILSVRC2012_val_00024823,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
121,ILSVRC2012_val_00025968,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
122,ILSVRC2012_val_00026557,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
123,ILSVRC2012_val_00028381,dragonfly resting on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
124,ILSVRC2012_val_00030535,close up of a dragonfly.,['dragonfly'],OOD
125,ILSVRC2012_val_00031167,biological species on a branch.,"['species', 'branch']",OOD
126,ILSVRC2012_val_00034192,close - up of a wasp on a leaf.,"['close', 'up', 'wasp', 'leaf']",OOD
127,ILSVRC2012_val_00035582,biological species on a leaf.,"['species', 'leaf']",OOD
128,ILSVRC2012_val_00035932,dragonfly resting on a log.,"['dragonfly', 'log']",OOD
129,ILSVRC2012_val_00036578,dragonfly on a wire fence.,"['dragonfly', 'wire', 'fence']",OOD
130,ILSVRC2012_val_00036761,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
131,ILSVRC2012_val_00037832,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
132,ILSVRC2012_val_00037958,biological species on a blade of grass.,"['species', 'blade', 'grass']",OOD
133,ILSVRC2012_val_00041084,biological species on a rock.,"['species', 'rock']",OOD
134,ILSVRC2012_val_00042405,a dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
135,ILSVRC2012_val_00043136,butterfly on a green leaf.,"['butterfly', 'leaf']",OOD
136,ILSVRC2012_val_00043294,biological species on a perch.,"['species', 'perch']",OOD
137,ILSVRC2012_val_00043424,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
138,ILSVRC2012_val_00044158,dragonfly in the sky by person on 500px.,"['person', '500px']",OOD
139,ILSVRC2012_val_00044603,biological species on a branch.,"['species', 'branch']",OOD
140,ILSVRC2012_val_00044892,butterfly on a blade of grass.,"['butterfly', 'blade', 'grass']",OOD
141,ILSVRC2012_val_00045703,dragonfly on a stick - photo sharing!.,"['stick', 'photo', 'sharing']",OOD
142,ILSVRC2012_val_00046231,close up of a dragonfly.,['dragonfly'],OOD
143,ILSVRC2012_val_00046425,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
144,ILSVRC2012_val_00047870,close - up of a fly on a flower.,"['close', 'up', 'fly', 'flower']",OOD
145,ILSVRC2012_val_00048401,biological order on a blade of grass.,"['order', 'blade', 'grass']",OOD
146,ILSVRC2012_val_00048743,biological species in the grass.,"['species', 'grass']",OOD
147,ILSVRC2012_val_00048895,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
148,ILSVRC2012_val_00049085,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
149,ILSVRC2012_val_00049201,dragonfly on a blade of grass.,"['dragonfly', 'blade', 'grass']",OOD
150,ILSVRC2012_val_00000631,a plane is seen on the tarmac.,"['plane', 'tarmac']",OOD
151,ILSVRC2012_val_00001390,aircraft line on the tarmac.,"['aircraft', 'line', 'tarmac']",OOD
152,ILSVRC2012_val_00001506,airliner on the tarmac at the airport.,"['airliner', 'tarmac', 'airport']",OOD
153,ILSVRC2012_val_00001952,aircraft line on final approach to land.,"['aircraft', 'line', 'approach', 'land']",OOD
154,ILSVRC2012_val_00003960,airline is planning to launch a new line of jet aircraft.,"['line', 'jet', 'aircraft']",OOD
155,ILSVRC2012_val_00008292,airliner taking off from the airport.,"['airliner', 'airport']",OOD
156,ILSVRC2012_val_00009537,airliner takes off from the airport.,"['airliner', 'airport']",OOD
157,ILSVRC2012_val_00010597,airliner flying in the sky.,"['airliner', 'sky']",OOD
158,ILSVRC2012_val_00011168,airliner on final approach to land.,"['airliner', 'approach', 'land']",OOD
159,ILSVRC2012_val_00012263,airline has been forced to cancel flights due to a lack of fuel.,"['airline', 'flights', 'lack', 'fuel']",OOD
160,ILSVRC2012_val_00014425,airline takes off from the airport.,"['airline', 'airport']",OOD
161,ILSVRC2012_val_00015498,airplane taxiing on the runway.,"['airplane', 'runway']",OOD
162,ILSVRC2012_val_00015636,aircraft model is a twin - turboprop aircraft manufactured by aircraft manufacturer.,"['aircraft', 'model', 'turboprop', 'aircraft', 'aircraft', 'manufacturer']",OOD
163,ILSVRC2012_val_00016995,aircraft line on the tarmac.,"['aircraft', 'line', 'tarmac']",OOD
164,ILSVRC2012_val_00018616,aircraft model operated by airline.,"['aircraft', 'model', 'airline']",OOD
165,ILSVRC2012_val_00018685,airliner on the runway at the international airport.,"['airliner', 'runway', 'airport']",OOD
166,ILSVRC2012_val_00019179,a plane sits on the tarmac.,"['plane', 'tarmac']",OOD
167,ILSVRC2012_val_00019677,airliner on final approach to land.,"['airliner', 'approach', 'land']",OOD
168,ILSVRC2012_val_00022532,airliner taking off from the airport.,"['airliner', 'airport']",OOD
169,ILSVRC2012_val_00022975,airliner is one of the world's most advanced passenger aircraft.,"['world', 'passenger', 'aircraft']",OOD
170,ILSVRC2012_val_00023316,aircraft model in the sky.,"['aircraft', 'model', 'sky']",OOD
171,ILSVRC2012_val_00023781,aircraft line is one of the largest commercial airlines in the world.,"['airlines', 'world']",OOD
172,ILSVRC2012_val_00023863,airliner parked on the tarmac.,"['airliner', 'tarmac']",OOD
173,ILSVRC2012_val_00024108,airliner on final approach to land.,"['airliner', 'approach', 'land']",OOD
174,ILSVRC2012_val_00024747,airline was the first airline to fly to and from the airport.,"['airline', 'airport']",OOD
175,ILSVRC2012_val_00026189,airliner sits on the tarmac.,"['airliner', 'tarmac']",OOD
176,ILSVRC2012_val_00026859,aircraft line in the snow.,"['aircraft', 'line', 'snow']",OOD
177,ILSVRC2012_val_00028019,aircraft line in the sky.,"['aircraft', 'line', 'sky']",OOD
178,ILSVRC2012_val_00030319,airliner is the world's largest single - engine aircraft.,"['world', 'engine', 'aircraft']",OOD
179,ILSVRC2012_val_00030411,airliner on final approach to land.,"['airliner', 'approach', 'land']",OOD
180,ILSVRC2012_val_00030531,airline is the only airline to offer free flights.,"['airline', 'flights']",OOD
181,ILSVRC2012_val_00032804,aircraft line on the tarmac.,"['aircraft', 'line', 'tarmac']",OOD
182,ILSVRC2012_val_00033161,aircraft model on the tarmac.,"['aircraft', 'model', 'tarmac']",OOD
183,ILSVRC2012_val_00033441,a plane sits on the tarmac.,"['plane', 'tarmac']",OOD
184,ILSVRC2012_val_00033920,airliner on final approach to land.,"['airliner', 'approach', 'land']",OOD
185,ILSVRC2012_val_00034342,airliner flying in the sky.,"['airliner', 'sky']",OOD
186,ILSVRC2012_val_00035783,aircraft model sits on the deck of the aircraft carrier.,"['aircraft', 'model', 'deck', 'aircraft', 'carrier']",OOD
187,ILSVRC2012_val_00036394,airliner in the sky by person on 500px.,"['airliner', 'sky', 'person', '500px']",OOD
188,ILSVRC2012_val_00037801,airliner takes off from the airport.,"['airliner', 'airport']",OOD
189,ILSVRC2012_val_00039213,airliner flying in the sky.,"['airliner', 'sky']",OOD
190,ILSVRC2012_val_00040136,aircraft model is a twin - turboprop aircraft manufactured by aircraft manufacturer.,"['aircraft', 'model', 'turboprop', 'aircraft', 'aircraft', 'manufacturer']",OOD
191,ILSVRC2012_val_00040547,airline is one of the largest airlines in the world.,"['airlines', 'world']",OOD
192,ILSVRC2012_val_00041518,a plane sits on the tarmac.,"['plane', 'tarmac']",OOD
193,ILSVRC2012_val_00043242,aircraft model is one of the most iconic aircraft in history.,"['aircraft', 'model', 'aircraft', 'history']",OOD
194,ILSVRC2012_val_00044253,airline was forced to cancel flights due to a lack of fuel.,"['airline', 'flights', 'lack', 'fuel']",OOD
195,ILSVRC2012_val_00046862,airliner on the tarmac.,"['airliner', 'tarmac']",OOD
196,ILSVRC2012_val_00046971,a file photo of an aircraft at the airport.,"['file', 'photo', 'aircraft', 'airport']",OOD
197,ILSVRC2012_val_00047829,aircraft line on the tarmac.,"['aircraft', 'line', 'tarmac']",OOD
198,ILSVRC2012_val_00048111,airliner takes off from the airport.,"['airliner', 'airport']",OOD
199,ILSVRC2012_val_00049097,aircraft model in the sky.,"['aircraft', 'model', 'sky']",OOD
200,ILSVRC2012_val_00001910,automobile model is on display at show.,"['automobile', 'model', 'display', 'show']",OOD
201,ILSVRC2012_val_00001916,ambulance of the year - photo #.,"['ambulance', 'year', 'photo', '#']",OOD
202,ILSVRC2012_val_00003703,automobile model in the parade.,"['automobile', 'model', 'parade']",OOD
203,ILSVRC2012_val_00004496,automotive industry business is a manufacturer of specialist lightweight ambulances for emergency call.,"['automotive', 'manufacturer', 'ambulances', 'emergency', 'call']",OOD
204,ILSVRC2012_val_00007083,ambulance on the way to the hospital.,"['ambulance', 'way', 'hospital']",OOD
205,ILSVRC2012_val_00008039,ambulance parked in front of a building.,"['ambulance', 'front', 'building']",OOD
206,ILSVRC2012_val_00011186,automobile model in the snow.,"['automobile', 'model', 'snow']",OOD
207,ILSVRC2012_val_00011417,ambulance on display at show.,"['ambulance', 'display', 'show']",OOD
208,ILSVRC2012_val_00013686,a police vehicle outside the headquarters.,"['police', 'vehicle', 'headquarters']",OOD
209,ILSVRC2012_val_00014110,a police van parked on the street.,"['police', 'van', 'street']",OOD
210,ILSVRC2012_val_00014646,ambulance on the way to the hospital.,"['ambulance', 'way', 'hospital']",OOD
211,ILSVRC2012_val_00016090,ambulance parked outside a hospital.,"['ambulance', 'hospital']",OOD
212,ILSVRC2012_val_00017171,a police van parked on the street.,"['police', 'van', 'street']",OOD
213,ILSVRC2012_val_00018395,automotive industry business parked in front of a building.,"['automotive', 'industry', 'business', 'front', 'building']",OOD
214,ILSVRC2012_val_00018957,ambulance parked in the street.,"['ambulance', 'street']",OOD
215,ILSVRC2012_val_00019837,automobile model parked in the street.,"['model', 'street']",OOD
216,ILSVRC2012_val_00020313,a red and white fire engine parked in front of a police car.,"['fire', 'engine', 'front', 'police', 'car']",OOD
217,ILSVRC2012_val_00020319,ambulance parked in the street.,"['ambulance', 'street']",OOD
218,ILSVRC2012_val_00020333,automotive industry business on the road.,"['industry', 'business', 'road']",OOD
219,ILSVRC2012_val_00020754,ambulance parked on the street.,"['ambulance', 'street']",OOD
220,ILSVRC2012_val_00020826,a police van parked outside a school.,"['police', 'van', 'school']",OOD
221,ILSVRC2012_val_00021146,a police van parked in front of a building.,"['police', 'van', 'front', 'building']",OOD
222,ILSVRC2012_val_00021985,ambulance parked on the street.,"['ambulance', 'street']",OOD
223,ILSVRC2012_val_00024296,one of the many trucks we saw on the streets.,"['trucks', 'streets']",OOD
224,ILSVRC2012_val_00024658,automobile model is one of the most popular cars.,"['model', 'cars']",OOD
225,ILSVRC2012_val_00024948,automobile model in a car park.,"['model', 'car', 'park']",OOD
226,ILSVRC2012_val_00025159,ambulance parked on the street.,"['ambulance', 'street']",OOD
227,ILSVRC2012_val_00025443,ambulances parked in front of a hospital.,"['ambulances', 'front', 'hospital']",OOD
228,ILSVRC2012_val_00025469,ambulance parked on the street.,"['ambulance', 'street']",OOD
229,ILSVRC2012_val_00026354,ambulance parked on the street.,"['ambulance', 'street']",OOD
230,ILSVRC2012_val_00028205,automobile model in the rain.,"['automobile', 'model', 'rain']",OOD
231,ILSVRC2012_val_00029222,ambulances parked outside a church.,"['ambulances', 'church']",OOD
232,ILSVRC2012_val_00029737,automobile model is seen in this undated file photo.,"['automobile', 'model', 'file', 'photo']",OOD
233,ILSVRC2012_val_00031635,ambulance parked in front of a hospital.,"['ambulance', 'front', 'hospital']",OOD
234,ILSVRC2012_val_00032219,ambulance parked on the street.,"['ambulance', 'street']",OOD
235,ILSVRC2012_val_00032293,ambulance parked on the street.,"['ambulance', 'street']",OOD
236,ILSVRC2012_val_00032472,side view of a modern ambulance.,"['side', 'view', 'ambulance']",OOD
237,ILSVRC2012_val_00036369,a man is led away by a police van.,"['man', 'police', 'van']",OOD
238,ILSVRC2012_val_00038491,an ambulance on the street.,"['ambulance', 'street']",OOD
239,ILSVRC2012_val_00039523,ambulance parked on the street.,"['ambulance', 'street']",OOD
240,ILSVRC2012_val_00041204,a police van is seen in this undated file photo.,"['police', 'van', 'file', 'photo']",OOD
241,ILSVRC2012_val_00041942,ambulance parked outside a hospital.,"['ambulance', 'hospital']",OOD
242,ILSVRC2012_val_00042503,automobile model on the street.,"['automobile', 'model', 'street']",OOD
243,ILSVRC2012_val_00043593,a line of ambulances waiting to be dispatched.,"['line', 'ambulances']",OOD
244,ILSVRC2012_val_00044559,ambulance parked on the street.,"['ambulance', 'street']",OOD
245,ILSVRC2012_val_00045969,a white van parked in front of a building.,"['van', 'front', 'building']",OOD
246,ILSVRC2012_val_00046706,ambulance parked outside a hospital.,"['ambulance', 'hospital']",OOD
247,ILSVRC2012_val_00047635,ambulance parked on the street.,"['ambulance', 'street']",OOD
248,ILSVRC2012_val_00049302,"automobile model, the first car made by automotive industry business.","['model', 'car', 'industry', 'business']",OOD
249,ILSVRC2012_val_00049889,automotive industry business is a manufacturer of specialist fire and rescue vehicles.,"['manufacturer', 'fire', 'rescue', 'vehicles']",OOD
250,ILSVRC2012_val_00000315,person with a guitar in his hand.,"['person', 'guitar', 'hand']",OOD
251,ILSVRC2012_val_00000388,folk rock artist performs on stage at festival held.,"['folk', 'rock', 'artist', 'stage', 'festival']",OOD
252,ILSVRC2012_val_00001221,playing the banjo at festival.,['banjo'],OOD
253,ILSVRC2012_val_00005651,person playing the guitar in the office.,"['person', 'guitar', 'office']",OOD
254,ILSVRC2012_val_00006855,person playing the guitar in the living room.,"['person', 'guitar', 'living', 'room']",OOD
255,ILSVRC2012_val_00008213,man playing a banjo at a music festival.,"['man', 'banjo', 'music', 'festival']",OOD
256,ILSVRC2012_val_00008976,person playing the banjo at festival.,"['person', 'banjo']",OOD
257,ILSVRC2012_val_00009566,young man playing guitar on the street.,"['man', 'guitar', 'street']",OOD
258,ILSVRC2012_val_00010207,musicians perform at the festival.,"['musicians', 'festival']",OOD
259,ILSVRC2012_val_00010860,hard rock artist in concert.,"['rock', 'artist', 'concert']",OOD
260,ILSVRC2012_val_00011139,blues artist performs during festival.,"['blues', 'artist', 'festival']",OOD
261,ILSVRC2012_val_00012955,close - up of a man playing an acoustic guitar.,"['up', 'man', 'guitar']",OOD
262,ILSVRC2012_val_00013131,person plays the banjo at festival.,"['person', 'banjo']",OOD
263,ILSVRC2012_val_00013866,hard rock artist plays his guitar as he records a song for his new album.,"['rock', 'artist', 'guitar', 'song', 'album']",OOD
264,ILSVRC2012_val_00014733,a man plays an acoustic guitar as he poses for a photo.,"['man', 'guitar', 'photo']",OOD
265,ILSVRC2012_val_00016060,hard rock artist in a recording studio.,"['rock', 'artist', 'recording', 'studio']",OOD
266,ILSVRC2012_val_00017233,playing the banjo for the first time.,"['banjo', 'time']",OOD
267,ILSVRC2012_val_00017811,blues artist photographed during a portrait shoot for guitarist magazine.,"['blues', 'artist', 'portrait', 'shoot', 'magazine']",OOD
268,ILSVRC2012_val_00018005,person playing the ukulele at his home.,"['person', 'ukulele', 'home']",OOD
269,ILSVRC2012_val_00018617,musician playing the banjo at festival.,"['musician', 'banjo']",OOD
270,ILSVRC2012_val_00018667,statue of a man playing the accordion.,"['statue', 'man', 'accordion']",OOD
271,ILSVRC2012_val_00019653,black and white photo of a man playing an acoustic guitar.,"['photo', 'man', 'guitar']",OOD
272,ILSVRC2012_val_00019777,person playing the banjo at festival.,"['person', 'banjo']",OOD
273,ILSVRC2012_val_00021925,a man plays the accordion at festival.,"['man', 'accordion', 'festival']",OOD
274,ILSVRC2012_val_00022234,musical instrument in the museum.,"['instrument', 'museum']",OOD
275,ILSVRC2012_val_00024757,playing music in the living room.,"['music', 'living', 'room']",OOD
276,ILSVRC2012_val_00025612,indie rock artist performs during day of the festival held.,"['rock', 'artist', 'festival']",OOD
277,ILSVRC2012_val_00025664,person playing the guitar at festival.,"['person', 'guitar', 'festival']",OOD
278,ILSVRC2012_val_00025772,indie rock artist photographed during a portrait shoot for guitarist magazine.,"['rock', 'artist', 'portrait', 'shoot', 'magazine']",OOD
