ImageID,Caption,Nouns,Type
ILSVRC2012_val_00002937,a broom is leaning against a brick wall,"['broom', 'brick', 'wall']",OOD
ILSVRC2012_val_00047904,a woman in a blue dress holding a broom,"['woman', 'dress', 'broom']",OOD
ILSVRC2012_val_00033688,a man is sweeping the floor with a broom,"['man', 'floor', 'broom']",OOD
ILSVRC2012_val_00003397,a purple broom with a rainbow colored handle,"['broom', 'rainbow', 'handle']",OOD
ILSVRC2012_val_00045922,several bundles of broomsticks on display at a market,"['bundles', 'broomsticks', 'display', 'market']",OOD
ILSVRC2012_val_00036800,a black broom with black glitter on it,"['broom', 'glitter']",OOD
ILSVRC2012_val_00036355,a brick wall with some poles leaning against it,"['brick', 'wall', 'poles']",OOD
ILSVRC2012_val_00010496,a broom leaning against a wall on the ground,"['broom', 'wall', 'ground']",OOD
ILSVRC2012_val_00014268,a broom sitting on top of a wall,"['broom', 'top', 'wall']",OOD
ILSVRC2012_val_00008097,a close up of a piece of yarn and a knitting needle,"['close', 'piece', 'yarn', 'knitting', 'needle']",OOD
ILSVRC2012_val_00041911,a row of hemp broom brushes under a tent,"['row', 'broom', 'brushes', 'tent']",OOD
ILSVRC2012_val_00028098,two sticks are standing next to each other,['sticks'],OOD
ILSVRC2012_val_00026107,a pair of bracelets made out of straw and rope,"['pair', 'bracelets', 'straw', 'rope']",OOD
ILSVRC2012_val_00045118,a tree in the street next to a building,"['tree', 'street', 'building']",OOD
ILSVRC2012_val_00013336,a person is laying on the ground on an ice rink,"['person', 'ground', 'ice', 'rink']",OOD
ILSVRC2012_val_00017512,a man is scooping up a ball on the ice,"['man', 'ball', 'ice']",OOD
ILSVRC2012_val_00047857,a broom is laying on the ground next to a tree,"['broom', 'ground', 'tree']",OOD
ILSVRC2012_val_00008505,a man sitting on the ground with a broom,"['man', 'ground', 'broom']",OOD
ILSVRC2012_val_00024493,a bunch of brushes sitting on top of each other,"['bunch', 'brushes', 'top']",OOD
ILSVRC2012_val_00044489,a broom laying on the ground next to a lake,"['broom', 'ground', 'lake']",OOD
ILSVRC2012_val_00049698,three broomsticks and a bucket against a brick wall,"['broomsticks', 'bucket', 'brick', 'wall']",OOD
ILSVRC2012_val_00027338,a broom with a green handle on a tiled floor,"['broom', 'handle', 'floor']",OOD
ILSVRC2012_val_00041788,a broom sitting on top of a chair,"['broom', 'top', 'chair']",OOD
ILSVRC2012_val_00004586,a woman with long brown hair and glasses,"['woman', 'hair', 'glasses']",OOD
ILSVRC2012_val_00012020,a man with a straw broom in a parking lot,"['man', 'straw', 'broom', 'parking', 'lot']",OOD
ILSVRC2012_val_00028772,a close up of a mop head with a wooden handle,"['close', 'head', 'handle']",OOD
ILSVRC2012_val_00008117,a woman sitting on a couch holding a broom,"['woman', 'couch', 'broom']",OOD
ILSVRC2012_val_00036748,a close up of a straw roof with red and blue lines,"['close', 'straw', 'roof', 'lines']",OOD
ILSVRC2012_val_00040873,a man sweeping an ice rink with a broom,"['man', 'ice', 'rink', 'broom']",OOD
ILSVRC2012_val_00042973,a tree and a stick on the ground,"['tree', 'stick', 'ground']",OOD
ILSVRC2012_val_00024031,two broom sweeps leaning against a red wall,"['broom', 'wall']",OOD
ILSVRC2012_val_00014004,a bundle of orange and white yarn on a machine,"['bundle', 'yarn', 'machine']",OOD
ILSVRC2012_val_00043245,a zebra fish swimming in the water,"['zebra', 'fish', 'swimming', 'water']",OOD
ILSVRC2012_val_00004040,a snake in the water next to a wall,"['snake', 'water', 'wall']",OOD
ILSVRC2012_val_00021332,a fish is swimming in a body of water,"['fish', 'body', 'water']",OOD
ILSVRC2012_val_00028763,a snake in a bath tub,"['snake', 'bath', 'tub']",OOD
ILSVRC2012_val_00031779,a long shadow of a snake in the water,"['shadow', 'snake', 'water']",OOD
ILSVRC2012_val_00034970,a snake swimming in a body of water,"['snake', 'body', 'water']",OOD
ILSVRC2012_val_00028861,a snake is crawling on a rock,"['snake', 'rock']",OOD
ILSVRC2012_val_00010522,a snake is sitting in the grass,"['snake', 'grass']",OOD
ILSVRC2012_val_00046709,a snake in the water near some rocks and grass,"['snake', 'water', 'rocks', 'grass']",OOD
ILSVRC2012_val_00042105,a small snake crawling on a rock,"['snake', 'rock']",OOD
ILSVRC2012_val_00004689,a snake is swimming in a body of water,"['snake', 'body', 'water']",OOD
ILSVRC2012_val_00043805,a snake swimming in a body of water,"['snake', 'body', 'water']",OOD
ILSVRC2012_val_00004182,a snake sitting in a tire in the grass,"['snake', 'tire', 'grass']",OOD
ILSVRC2012_val_00037800,a snake in a plastic container,"['snake', 'container']",OOD
ILSVRC2012_val_00036587,a snake is swimming in the water next to a log,"['snake', 'water', 'log']",OOD
ILSVRC2012_val_00027228,a snake in the water next to some branches,"['snake', 'water', 'branches']",OOD
ILSVRC2012_val_00003268,a snake sitting on top of a tree branch,"['snake', 'top', 'tree', 'branch']",OOD
ILSVRC2012_val_00038046,a snake in the woods with leaves,"['snake', 'woods', 'leaves']",OOD
ILSVRC2012_val_00033684,a snake swimming in the water next to rocks,"['snake', 'swimming', 'water', 'rocks']",OOD
ILSVRC2012_val_00028076,a large snake swimming in the water next to a stick,"['snake', 'swimming', 'water', 'stick']",OOD
ILSVRC2012_val_00002725,a snake is sitting in the dirt,"['snake', 'dirt']",OOD
ILSVRC2012_val_00035379,a snake eating a fish in the water,"['snake', 'fish', 'water']",OOD
ILSVRC2012_val_00038270,a snake is curled up on a tree branch,"['snake', 'tree', 'branch']",OOD
ILSVRC2012_val_00002836,a white snake swimming in the water next to a plant,"['snake', 'water', 'plant']",OOD
ILSVRC2012_val_00009042,two pictures of a slug on a green leaf,"['pictures', 'slug', 'leaf']",OOD
ILSVRC2012_val_00013820,a worm floating in the water,"['worm', 'water']",OOD
ILSVRC2012_val_00004143,a snake on a branch next to a body of water,"['snake', 'branch', 'body', 'water']",OOD
ILSVRC2012_val_00031775,a snake swimming in the water next to lily pads,"['snake', 'swimming', 'water', 'pads']",OOD
ILSVRC2012_val_00047243,a close up of a snapping turtle in the water,"['close', 'turtle', 'water']",OOD
ILSVRC2012_val_00023572,a snake in the water next to some plants,"['snake', 'water', 'plants']",OOD
ILSVRC2012_val_00046699,a snake is sitting on a tree branch,"['snake', 'tree', 'branch']",OOD
ILSVRC2012_val_00044544,a snake on a branch in the water with leaves,"['snake', 'branch', 'water', 'leaves']",OOD
ILSVRC2012_val_00040447,a snake sitting in the grass in the water,"['snake', 'grass', 'water']",OOD
ILSVRC2012_val_00045831,a snake with a dead fish in the water,"['snake', 'fish', 'water']",OOD
ILSVRC2012_val_00027598,a snake in the water next to a rock,"['snake', 'water', 'rock']",OOD
ILSVRC2012_val_00025026,a snake on the ground in the grass,"['snake', 'ground', 'grass']",OOD
ILSVRC2012_val_00015666,a snake is curled up in the grass,"['snake', 'grass']",OOD
ILSVRC2012_val_00018334,a boat in the water next to a dock,"['boat', 'water', 'dock']",OOD
ILSVRC2012_val_00011483,a snake crawling on a rock,"['snake', 'rock']",OOD
ILSVRC2012_val_00049609,a spider web in the water with a bike in it,"['spider', 'web', 'water', 'bike']",OOD
ILSVRC2012_val_00036116,a snake in the water next to some rocks,"['snake', 'water', 'rocks']",OOD
ILSVRC2012_val_00025472,a snake with its head sticking out of the water,"['snake', 'head', 'water']",OOD
ILSVRC2012_val_00006011,a snake is swimming in the water,"['snake', 'water']",OOD
ILSVRC2012_val_00045619,a close up of a snake in the grass,"['close', 'snake', 'grass']",OOD
ILSVRC2012_val_00025190,a small dragonfly sitting on top of a piece of wood,"['dragonfly', 'top', 'piece', 'wood']",OOD
ILSVRC2012_val_00041829,a snake on a branch in the water,"['snake', 'branch', 'water']",OOD
ILSVRC2012_val_00010870,a snake is curled up on a tree stump,"['snake', 'tree', 'stump']",OOD
ILSVRC2012_val_00000084,a frog in the water next to some rocks,"['frog', 'water', 'rocks']",OOD
ILSVRC2012_val_00046131,a snake sitting on top of a carrot in the water,"['snake', 'top', 'carrot', 'water']",OOD
ILSVRC2012_val_00024682,a snake is laying on rocks and gravel,"['snake', 'rocks', 'gravel']",OOD
ILSVRC2012_val_00010912,a mushroom with a red cap and white fungus,"['mushroom', 'cap', 'fungus']",OOD
ILSVRC2012_val_00012458,a bright red mushroom with white spores growing in the woods,"['mushroom', 'spores', 'woods']",OOD
ILSVRC2012_val_00042792,a red mushroom is sitting in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00033839,a colorful mushroom sitting in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00040197,a large red mushroom growing in the woods,"['mushroom', 'woods']",OOD
ILSVRC2012_val_00038545,a red mushroom with white spots growing in the grass,"['mushroom', 'spots', 'grass']",OOD
ILSVRC2012_val_00045166,a red mushroom sitting in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00009342,a mushroom growing on the side of a tree,"['mushroom', 'side', 'tree']",OOD
ILSVRC2012_val_00042199,a mushroom on the ground in the grass,"['mushroom', 'ground', 'grass']",OOD
ILSVRC2012_val_00013497,a red and white mushroom in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00047343,three poisonous mushrooms in the grass on the ground,"['mushrooms', 'grass', 'ground']",OOD
ILSVRC2012_val_00016330,a pair of mushrooms growing in the grass,"['pair', 'mushrooms', 'grass']",OOD
ILSVRC2012_val_00007684,a red and white mushroom sitting in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00000731,a mushroom with red and white spores sitting in the grass,"['mushroom', 'spores', 'grass']",OOD
ILSVRC2012_val_00005745,two red mushrooms growing in the grass,"['mushrooms', 'grass']",OOD
ILSVRC2012_val_00015851,a close up of a mushroom with a red cap,"['close', 'mushroom', 'cap']",OOD
ILSVRC2012_val_00012361,a close up of a tomato with water on it,"['close', 'tomato', 'water']",OOD
ILSVRC2012_val_00049500,a red mushroom with white spots in the woods,"['mushroom', 'spots', 'woods']",OOD
ILSVRC2012_val_00014935,a red mushroom with white spots growing in the woods,"['mushroom', 'spots', 'woods']",OOD
ILSVRC2012_val_00044877,a hand next to a mushroom on the ground,"['hand', 'mushroom', 'ground']",OOD
ILSVRC2012_val_00027959,a red mushroom growing in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00048880,a red mushroom growing on the ground,"['mushroom', 'ground']",OOD
ILSVRC2012_val_00030169,a large red and white mushroom in the woods,"['mushroom', 'woods']",OOD
ILSVRC2012_val_00042478,a mushroom is growing in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00022873,a red mushroom with seeds on the forest floor,"['mushroom', 'seeds', 'forest', 'floor']",OOD
ILSVRC2012_val_00031899,two mushrooms with white spots in the grass,"['mushrooms', 'spots', 'grass']",OOD
ILSVRC2012_val_00044680,a orange mushroom sitting in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00026184,a group of mushrooms on the ground in a field,"['group', 'mushrooms', 'ground', 'field']",OOD
ILSVRC2012_val_00016012,a close up of a wooden toothbrush     on a blue table,"['close', 'table']",OOD
ILSVRC2012_val_00016898,a red mushroom with white spots in the woods,"['mushroom', 'spots', 'woods']",OOD
ILSVRC2012_val_00032474,two mushrooms on the ground in the forest,"['mushrooms', 'ground', 'forest']",OOD
ILSVRC2012_val_00016061,a close up of a fungus on a piece of wood,"['close', 'fungus', 'piece', 'wood']",OOD
ILSVRC2012_val_00032050,a yellow and red ball sitting in the grass,"['ball', 'grass']",OOD
ILSVRC2012_val_00008685,a red mushroom with white spots in the grass,"['mushroom', 'spots', 'grass']",OOD
ILSVRC2012_val_00039754,three red mushrooms growing in the grass,"['mushrooms', 'grass']",OOD
ILSVRC2012_val_00046848,a bracketed oyster shell growing on a tree,"['oyster', 'shell', 'tree']",OOD
ILSVRC2012_val_00015658,two red mushrooms sitting on the ground in the woods,"['mushrooms', 'ground', 'woods']",OOD
ILSVRC2012_val_00032638,a group of mushrooms are standing in the grass,"['group', 'mushrooms', 'grass']",OOD
ILSVRC2012_val_00007905,a red and white mushroom sitting in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00002153,a red mushroom is growing in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00009466,a mushroom with white spots on it in the dirt,"['mushroom', 'spots', 'dirt']",OOD
ILSVRC2012_val_00029154,a mushroom with spores growing in the grass,"['mushroom', 'spores', 'grass']",OOD
ILSVRC2012_val_00006983,a close up of a mushroom in the woods,"['close', 'mushroom', 'woods']",OOD
ILSVRC2012_val_00033566,a brown mushroom growing on the ground in the woods,"['mushroom', 'ground', 'woods']",OOD
ILSVRC2012_val_00043681,a red mushroom with white spots in the grass,"['mushroom', 'spots', 'grass']",OOD
ILSVRC2012_val_00007080,a red mushroom with white spores growing in the woods,"['mushroom', 'spores', 'woods']",OOD
ILSVRC2012_val_00013676,an orange mushroom growing in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00039415,a red and white mushroom sitting in the grass,"['mushroom', 'grass']",OOD
ILSVRC2012_val_00017627,a group of mushrooms that are covered in orange caps,"['group', 'mushrooms', 'caps']",OOD
ILSVRC2012_val_00023823,two orange mushrooms growing in the woods,"['mushrooms', 'woods']",OOD
ILSVRC2012_val_00024674,a computer desk with a monitor on top of it,"['computer', 'desk', 'monitor', 'top']",OOD
ILSVRC2012_val_00049412,an old television sitting on top of a table,"['television', 'top', 'table']",OOD
ILSVRC2012_val_00017005,a television screen with a picture of a man on it,"['television', 'screen', 'picture', 'man']",OOD
ILSVRC2012_val_00043058,a desk with a laptop and a computer on it,"['desk', 'laptop', 'computer']",OOD
ILSVRC2012_val_00034252,a cat standing on a keyboard in front of a computer monitor,"['cat', 'keyboard', 'front', 'computer', 'monitor']",OOD
ILSVRC2012_val_00037523,an old television sitting on a book shelf,"['television', 'book', 'shelf']",OOD
ILSVRC2012_val_00020595,a computer desk with a keyboard and mouse on it,"['computer', 'desk', 'keyboard', 'mouse']",OOD
ILSVRC2012_val_00036252,a television is hanging on a wall with a picture of a man,"['television', 'wall', 'picture', 'man']",OOD
ILSVRC2012_val_00042892,a man is pointing at a map on a computer screen,"['man', 'map', 'computer', 'screen']",OOD
ILSVRC2012_val_00001269,a television screen showing a car on a road,"['television', 'screen', 'car', 'road']",OOD
ILSVRC2012_val_00043526,an old television in a room with other televisions,"['television', 'room', 'televisions']",OOD
ILSVRC2012_val_00028962,two computer monitors sitting on top of a desk,"['computer', 'monitors', 'top', 'desk']",OOD
ILSVRC2012_val_00034850,a computer monitor sitting on top of a desk,"['computer', 'monitor', 'top', 'desk']",OOD
ILSVRC2012_val_00010831,a group of students sitting at a computer screen,"['group', 'students', 'computer', 'screen']",OOD
ILSVRC2012_val_00039362,a computer monitor sitting on a desk with a keyboard and mouse,"['computer', 'monitor', 'desk', 'keyboard', 'mouse']",OOD
ILSVRC2012_val_00002810,a microwave sitting on the ground in the grass,"['microwave', 'ground', 'grass']",OOD
ILSVRC2012_val_00041664,an old computer with a keyboard in front of it,"['computer', 'keyboard', 'front']",OOD
ILSVRC2012_val_00013766,a pile of old computers and televisions in a room,"['pile', 'computers', 'televisions', 'room']",OOD
ILSVRC2012_val_00006175,an empty hospital room with a bed and a monitor,"['hospital', 'room', 'bed', 'monitor']",OOD
ILSVRC2012_val_00031893,a desk with a computer and a chair in front of two windows,"['desk', 'computer', 'chair', 'front', 'windows']",OOD
ILSVRC2012_val_00046431,a man with a camera taking a picture of a tv screen,"['man', 'camera', 'picture', 'tv', 'screen']",OOD
ILSVRC2012_val_00032388,a laptop computer sitting on top of a desk,"['laptop', 'computer', 'top', 'desk']",OOD
ILSVRC2012_val_00024781,two computer monitors sitting next to each other on a desk,"['computer', 'monitors', 'desk']",OOD
ILSVRC2012_val_00015386,a computer monitor and a keyboard on a desk,"['computer', 'monitor', 'keyboard', 'desk']",OOD
ILSVRC2012_val_00039436,an old television sitting on top of a table,"['television', 'top', 'table']",OOD
ILSVRC2012_val_00031567,a computer monitor sitting on top of a table,"['computer', 'monitor', 'top', 'table']",OOD
ILSVRC2012_val_00001571,a desk with a laptop computer and a monitor on it,"['desk', 'laptop', 'computer', 'monitor']",OOD
ILSVRC2012_val_00008286,a desk with a computer and a monitor on it,"['desk', 'computer', 'monitor']",OOD
ILSVRC2012_val_00019442,two children sitting in front of computers at a desk,"['children', 'front', 'computers', 'desk']",OOD
ILSVRC2012_val_00006186,a picture of a tablet screen with circles on it,"['picture', 'screen', 'circles']",OOD
ILSVRC2012_val_00042871,a computer monitor on a wall next to a whiteboard,"['computer', 'monitor', 'wall', 'whiteboard']",OOD
ILSVRC2012_val_00042975,a computer desk with four monitors and a laptop,"['computer', 'desk', 'monitors', 'laptop']",OOD
ILSVRC2012_val_00006324,a group of girls sitting at a desk with a computer monitor,"['group', 'girls', 'desk', 'computer', 'monitor']",OOD
ILSVRC2012_val_00016014,a hand holding a cell phone in front of a laptop computer,"['hand', 'cell', 'phone', 'front', 'laptop', 'computer']",OOD
ILSVRC2012_val_00049392,a computer monitor sitting on top of a desk,"['computer', 'monitor', 'top', 'desk']",OOD
ILSVRC2012_val_00044524,a computer screen showing a group of students playing a video game,"['computer', 'screen', 'group', 'students', 'video', 'game']",OOD
ILSVRC2012_val_00003507,a man sitting in front of two computer monitors,"['man', 'front', 'computer', 'monitors']",OOD
ILSVRC2012_val_00027099,a close up of a television set in the grass,"['close', 'television', 'set', 'grass']",OOD
ILSVRC2012_val_00032994,a computer desk with three monitors and a laptop on it,"['computer', 'desk', 'monitors', 'laptop']",OOD
ILSVRC2012_val_00014614,a woman sitting at a desk with a computer,"['woman', 'desk', 'computer']",OOD
ILSVRC2012_val_00011928,a desk with a laptop computer and a monitor on it,"['desk', 'laptop', 'computer', 'monitor']",OOD
ILSVRC2012_val_00046058,a laptop computer sitting on top of a desk,"['laptop', 'computer', 'top', 'desk']",OOD
ILSVRC2012_val_00002598,two computer monitors sitting next to each other on a desk,"['computer', 'monitors', 'desk']",OOD
ILSVRC2012_val_00002676,a television screen with a movie on it,"['television', 'screen', 'movie']",OOD
ILSVRC2012_val_00049455,a computer monitor with a blue screen on it,"['computer', 'monitor', 'screen']",OOD
ILSVRC2012_val_00046292,an old yamaha keyboard and a synthesizer on a table next to a,"['yamaha', 'keyboard', 'synthesizer', 'table']",OOD
ILSVRC2012_val_00013135,a desk with two monitors and a laptop on it,"['desk', 'monitors', 'laptop']",OOD
ILSVRC2012_val_00035949,a boy taking a picture of himself on a computer screen,"['boy', 'picture', 'computer', 'screen']",OOD
ILSVRC2012_val_00001526,a desk with a laptop computer and a monitor on it,"['desk', 'laptop', 'computer', 'monitor']",OOD
ILSVRC2012_val_00023853,a desk with a laptop and two computer monitors on it,"['desk', 'laptop', 'computer', 'monitors']",OOD
ILSVRC2012_val_00020156,a brown dog sitting on a chair next to a pillow,"['dog', 'chair', 'pillow']",OOD
ILSVRC2012_val_00037033,a brown and white dog with its tongue out,"['dog', 'tongue']",OOD
ILSVRC2012_val_00016742,a woman laying on the grass with her dog,"['woman', 'grass', 'dog']",OOD
ILSVRC2012_val_00026738,a dog laying on a pillow on a couch,"['dog', 'pillow', 'couch']",OOD
ILSVRC2012_val_00048370,a white dog sitting on the floor with a leash,"['dog', 'floor', 'leash']",OOD
ILSVRC2012_val_00012678,a dog standing in the grass next to a red ball,"['dog', 'grass', 'ball']",OOD
ILSVRC2012_val_00024464,a small black and brown dog laying on the ground,"['dog', 'ground']",OOD
ILSVRC2012_val_00042120,a white dog standing next to a wooden fence,"['dog', 'fence']",OOD
ILSVRC2012_val_00036454,a brown dog sitting on a rug with a toy,"['dog', 'rug', 'toy']",OOD
ILSVRC2012_val_00028078,a small white dog standing in the grass,"['dog', 'grass']",OOD
ILSVRC2012_val_00005060,a black and brown dog sleeping on a blanket,"['dog', 'blanket']",OOD
ILSVRC2012_val_00017581,a small black dog standing on a beach next to a person,"['dog', 'beach', 'person']",OOD
ILSVRC2012_val_00037052,a person standing over a dog laying on the floor,"['person', 'dog', 'floor']",OOD
ILSVRC2012_val_00002773,a dog standing next to a person in a wheelchair,"['dog', 'person', 'wheelchair']",OOD
ILSVRC2012_val_00041301,a small dog sitting on a bed with a blanket,"['dog', 'bed', 'blanket']",OOD
ILSVRC2012_val_00005564,two dogs playing in the water in the ocean,"['dogs', 'water', 'ocean']",OOD
ILSVRC2012_val_00031096,a black dog standing on a stone path,"['dog', 'stone', 'path']",OOD
ILSVRC2012_val_00024085,a dog laying on the floor with a teddy bear,"['dog', 'floor']",OOD
ILSVRC2012_val_00043375,a grey and black dog standing on the ground,"['dog', 'ground']",OOD
ILSVRC2012_val_00015434,a small dog standing in front of a door,"['dog', 'front', 'door']",OOD
ILSVRC2012_val_00036793,a dog playing with a stuffed animal in the grass,"['dog', 'animal', 'grass']",OOD
