ImageID,Caption,Nouns,Type
sun_ajofqozuinvzupdi,a boat house on a river with palm trees in the background,"['boat', 'house', 'river', 'palm', 'trees', 'background']",OOD
sun_aqsyvbwpnbjiotkt,a cave with ice formations on the ceiling,"['cave', 'ice', 'formations', 'ceiling']",OOD
sun_afsrliaohrhjvdjk,a large body of water with waves in the ocean,"['body', 'water', 'waves', 'ocean']",OOD
sun_bynbtwftyktzgvkp,a river with a bridge over it,"['river', 'bridge']",OOD
sun_aoxcokmtmetodlyb,a body of water with trees in the background and rocks,"['body', 'water', 'trees', 'background', 'rocks']",OOD
sun_apeorsexndklermk,a row of flowering trees in a green field,"['row', 'trees', 'field']",OOD
sun_bkygcteekawivmxp,a vineyard with trees in the background and a dirt field,"['vineyard', 'trees', 'background', 'dirt', 'field']",OOD
sun_afnhqsvitfkwavgx,a field of yellow flowers under a blue sky,"['field', 'flowers', 'sky']",OOD
sun_blpprsjwulpatqil,a view of a garden with trees and bushes,"['view', 'garden', 'trees', 'bushes']",OOD
sun_blxdyduogaafoqju,ice cubes on the water in the ocean,"['ice', 'cubes', 'water', 'ocean']",OOD
sun_azamddvniyylrnck,a field of sunflowers and trees in a field,"['field', 'sunflowers', 'trees', 'field']",OOD
sun_awxgsjntqbuzxioe,saguaro cactus in the desert with a purple sky,"['cactus', 'desert', 'sky']",OOD
sun_ackxqlutmgbepoqz,a trail in the woods with a tree,"['trail', 'woods', 'tree']",OOD
sun_bvmiqjbdnfgcnclx,a small waterfall in a garden with rocks,"['waterfall', 'garden', 'rocks']",OOD
sun_bveclyqazovicbwb,a view of the badlands from the overlook at the grand canyon,"['view', 'badlands', 'overlook', 'canyon']",OOD
sun_avhbnhjmjmxdcmdt,two people standing on a rock in a river,"['people', 'rock', 'river']",OOD
sun_anetuehucmryafiv,a hole in the ice that looks like a mouth,"['hole', 'ice', 'mouth']",OOD
sun_aetchjryjltkywlr,a trail in the middle of a forest,"['trail', 'middle', 'forest']",OOD
sun_bezcogtfhjtrpbpf,a man riding skis down a snow covered slope,"['man', 'skis', 'snow', 'slope']",OOD
sun_anvnxzccmzpigygl,a path in a park with flowers and trees,"['path', 'park', 'flowers', 'trees']",OOD
sun_adbrshcbufkhctac,a field of wheat with a blue sky in the background,"['field', 'wheat', 'sky', 'background']",OOD
sun_afqsriblftakxnad,the rainforest is full of moss covered trees,"['rainforest', 'moss', 'trees']",OOD
sun_aqbmacvscqfqfcgs,a rocky island in the water with a person standing on top of it,"['island', 'water', 'person', 'top']",OOD
sun_aohbjddylshvwwpb,a large field of grass with trees in the background,"['field', 'grass', 'trees', 'background']",OOD
sun_akriyetrhoopjsdy,a view of a canyon with rocks and a cloudy sky,"['view', 'canyon', 'rocks', 'sky']",OOD
sun_bsiqhhdnthivktoq,a canal in the city with a boat in it,"['canal', 'city', 'boat']",OOD
sun_ahwdbltchjhcogsh,the sun shining on the water at the beach,"['sun', 'water', 'beach']",OOD
sun_bpusdnvfwappgoim,a row of grape vines in a field with a fence,"['row', 'grape', 'vines', 'field', 'fence']",OOD
sun_aqkdlqkzzwvizwtv,a field of green grass with water flowing through it,"['field', 'grass', 'water']",OOD
sun_blfnvnmxcjheorcl,a group of saguaro cactus in a desert with mountains in the background,"['group', 'saguaro', 'cactus', 'desert', 'mountains', 'background']",OOD
sun_bsgvhkfbcdxxihwo,an old bridge over a creek in the woods,"['bridge', 'creek', 'woods']",OOD
sun_asycswxildrkitmf,a wave in the ocean on a rocky beach,"['wave', 'ocean', 'beach']",OOD
sun_bibmpsqbgzqmxpae,a small stream running through a grassy field,"['stream', 'field']",OOD
sun_anlysuprbklbfwcq,a cobblestone path in a park with green trees and bushes,"['path', 'park', 'trees', 'bushes']",OOD
sun_afwnqhszcbmmgfxp,a field of grass with mountains in the background,"['field', 'grass', 'mountains', 'background']",OOD
sun_bzruwuarcctpdojw,a vegetable garden with tomatoes and other plants in a wooden box,"['garden', 'tomatoes', 'plants', 'box']",OOD
sun_alydkmvvohdejgrd,an iceberg in the water in front of a mountain,"['iceberg', 'water', 'front', 'mountain']",OOD
sun_bkbkflhkgzrvmvfd,a man standing on a pile of sand in the desert,"['man', 'pile', 'sand', 'desert']",OOD
sun_aagplssxsrfcuzsk,a man is fishing in a lake,"['man', 'lake']",OOD
sun_anrfafmrdvplzfur,a wave in a body of water in the ocean,"['wave', 'body', 'water', 'ocean']",OOD
sun_abwzwwgtobpmbspv,a tree in the middle of a forest,"['tree', 'middle', 'forest']",OOD
sun_brnphtzgswjhydzg,a path through the woods in the fall with leaves on the ground,"['path', 'woods', 'fall', 'leaves', 'ground']",OOD
sun_atmbkcbkktvcgsky,a group of bamboo trees in a bamboo forest,"['group', 'bamboo', 'trees', 'bamboo', 'forest']",OOD
sun_amihclanfbirmham,the path down to the beach is lined with trees,"['path', 'beach', 'trees']",OOD
sun_ausqlbipwzxoncfd,a dirt road in the middle of a forest,"['dirt', 'road', 'middle', 'forest']",OOD
sun_ajwmooqlwtxmnkrb,a body of water next to a hill and trees,"['body', 'water', 'hill', 'trees']",OOD
sun_bshrfmtzkbzgzkcl,boats floating down the river in the city of stockholm,"['boats', 'river', 'city']",OOD
sun_aizvlbkogeqyqdwg,a small waterfall on a rock,"['waterfall', 'rock']",OOD
sun_abmcdmwutwzpmkvx,a waterfall on a rock,"['waterfall', 'rock']",OOD
sun_axmdxnieyijkvtpy,a large iceberg in the water with a boat in front of it,"['iceberg', 'water', 'boat', 'front']",OOD
sun_ahfkbqlksxgyhdoj,a field of wheat with a blue sky in the background,"['field', 'wheat', 'sky', 'background']",OOD
sun_amwvmecbncqdhlyl,a blue sky with white clouds and a tree,"['sky', 'clouds', 'tree']",OOD
sun_azmzksauruixhpsp,a field of wheat with a fence and mountains in the background,"['field', 'wheat', 'fence', 'mountains', 'background']",OOD
sun_asubqhpyyzaqxzkk,a tree in front of a mountain and a lake,"['tree', 'front', 'mountain', 'lake']",OOD
sun_bswdvzlbgpcchfty,a body of water with trees in the background,"['body', 'water', 'trees', 'background']",OOD
sun_ajgzayognhkssvpc,a trail in the woods with trees,"['trail', 'woods', 'trees']",OOD
sun_acznatzfabgzevoo,a small apple tree with apples on it in a field,"['apple', 'tree', 'apples', 'field']",OOD
sun_angixlskfnamcheg,a group of hay bales in a field,"['group', 'hay', 'bales', 'field']",OOD
sun_bhiqjqnusduvnbvx,a small pond in the middle of a forest,"['pond', 'middle', 'forest']",OOD
sun_buyfbsqbnohcytfb,a pond in the middle of a forest with trees around it,"['pond', 'middle', 'forest', 'trees']",OOD
sun_ayylmhxqgahfnoze,the sun shining through the clouds over the ocean,"['sun', 'clouds', 'ocean']",OOD
sun_aapquuytawgijsqv,a water tower next to a body of water,"['water', 'tower', 'body', 'water']",OOD
sun_bdjvsohpkeaxwwtp,a view of the badlands in the desert,"['view', 'badlands', 'desert']",OOD
sun_apfdfftzfnalpfwx,a garden with red flowers and a greenhouse,"['garden', 'flowers', 'greenhouse']",OOD
sun_bamdjlbjujfmodxd,a creek in the woods with a fallen tree,"['creek', 'woods', 'tree']",OOD
sun_avgjqqomgzhbwpbk,an iceberg in the ocean with a cloudy sky,"['iceberg', 'ocean', 'sky']",OOD
sun_bhvuqwhhdrfmwhjd,a group of saguaro cactus in the desert,"['group', 'saguaro', 'cactus', 'desert']",OOD
sun_asbnfwpsmzrxscxp,a passage between two large rocks in a cave,"['passage', 'rocks', 'cave']",OOD
sun_abdoxebvkrdofyyh,a rainbow in the sky over a desert,"['rainbow', 'sky', 'desert']",OOD
sun_bqphyiivbowrhydo,the trench dug into the ground in the garden,"['trench', 'ground', 'garden']",OOD
sun_byisrgsdzcvpftwr,a herd of goats and people in a field,"['herd', 'goats', 'people', 'field']",OOD
sun_atdasubjfweckida,a garden with a staircase,"['garden', 'staircase']",OOD
sun_bujymhhmvoolploe,a person standing on top of a sand dune in the desert,"['person', 'top', 'sand', 'dune', 'desert']",OOD
sun_bkmrjunijyqdjkmc,a group of trees in a forest with a blue sky,"['group', 'trees', 'forest', 'sky']",OOD
sun_aezoguozwuvllpdu,a group of bamboo trees in a forest,"['group', 'bamboo', 'trees', 'forest']",OOD
sun_baktymlnkhzntadt,a small body of water next to a grassy hill with trees,"['body', 'water', 'hill', 'trees']",OOD
sun_aqcuruzfeajmgsqt,two small islands in the middle of a body of water,"['islands', 'middle', 'body', 'water']",OOD
sun_bbjurfqhczqkxbyx,a view of the garden from above,"['view', 'garden']",OOD
sun_bctumlvscqlhxnlx,a goat is sitting under a tree in the desert,"['goat', 'tree', 'desert']",OOD
sun_bptmcnbprikvvuad,a stream running through a forest with rocks,"['stream', 'forest', 'rocks']",OOD
sun_bgafwhzbyfnjyfus,a rock arch in the desert with mountains in the background,"['rock', 'arch', 'desert', 'mountains', 'background']",OOD
sun_acuexwlypmvysydi,a large tree in the middle of a field,"['tree', 'middle', 'field']",OOD
sun_bdtgurarcjmosiac,a group of men working on a pipe in the dirt,"['group', 'men', 'pipe', 'dirt']",OOD
sun_bqnzuthfiaxbtbhg,a river with trees on the side of it,"['river', 'trees', 'side']",OOD
sun_abktmmreusnujejq,a river with trees and bushes next to it,"['river', 'trees', 'bushes']",OOD
sun_bruezscbtuvtbdvs,a canal in venice with boats and a bridge,"['canal', 'boats', 'bridge']",OOD
sun_blukgsbattxrmoqt,a man is standing next to grapes on a vineyard,"['man', 'grapes', 'vineyard']",OOD
sun_akvvinylwlebcwlw,a woman standing on a ladder watering an apple tree,"['woman', 'ladder', 'apple', 'tree']",OOD
sun_biwnmlikkpckxnxe,a view of the badlands from the top of a mountain,"['view', 'badlands', 'top', 'mountain']",OOD
sun_azgsefkpcledvfrc,a view of the waterfalls from the side of a canyon,"['view', 'waterfalls', 'side', 'canyon']",OOD
sun_amwmvfwpvcdnjjgu,an iceberg floating in the water,"['iceberg', 'water']",OOD
sun_bewrxwsxorihryac,a row of plants in a garden,"['row', 'plants', 'garden']",OOD
sun_ahpvqcqbkezuwfli,a field of wheat with a blue sky in the background,"['field', 'wheat', 'sky', 'background']",OOD
sun_ayuxqmltlcwnxpyh,a group of people playing cricket in a park,"['group', 'people', 'cricket', 'park']",OOD
sun_bjpdldlktwajsfep,a view of a river with buildings on the side of it,"['view', 'river', 'buildings', 'side']",OOD
sun_acrabuysavihhrfq,a large tree in the middle of a forest,"['tree', 'middle', 'forest']",OOD
sun_aspbempvttfmtgdn,a lake with a tree in the water,"['lake', 'tree', 'water']",OOD
sun_aqvxgxjjnkcidzjr,a large field with mountains in the background,"['field', 'mountains', 'background']",OOD
sun_bbvcnptsajsdxzkp,a river with a mountain in the background,"['river', 'mountain', 'background']",OOD
sun_blpkjxwsledxiapu,a boat is docked in a canal,"['boat', 'canal']",OOD
sun_bydyovtrinxiahsz,a garden in the corner of a yard with a fence,"['garden', 'corner', 'yard', 'fence']",OOD
sun_awjfufvlhprvrysd,a boat in the water near a large rock in the ocean,"['boat', 'water', 'rock', 'ocean']",OOD
sun_avsvhrrjyvuckthj,a beach with palm trees next to the ocean,"['beach', 'palm', 'trees', 'ocean']",OOD
sun_aanafaqxplcjyuxy,a group of trees in a forest with leaves on the ground,"['group', 'trees', 'forest', 'leaves', 'ground']",OOD
sun_ajtyybhnsrlhgzrj,a stream running through some rocks in the woods,"['stream', 'rocks', 'woods']",OOD
sun_bujwtxamprfeslns,a tall waterfall in the middle of a forest,"['waterfall', 'middle', 'forest']",OOD
sun_auumgyoyplglghaw,a large wave is rolling in the ocean,"['wave', 'ocean']",OOD
sun_apvkhsmpazxgjzao,a dirt trail with trees and a river,"['dirt', 'trail', 'trees', 'river']",OOD
sun_adwetnksvgilopgr,a group of people standing in a tree,"['group', 'people', 'tree']",OOD
sun_bhnznprnmgkcemfl,a woman sitting on a balcony overlooking a pond with koi fish,"['woman', 'balcony', 'pond', 'koi', 'fish']",OOD
sun_bfrrkwvvbtcgxxmn,a tractor is pulling dirt out of a pile of dirt,"['tractor', 'dirt', 'pile', 'dirt']",OOD
sun_afvgaydjuzjjqoqc,a waterfall in a canyon next to a river,"['waterfall', 'canyon', 'river']",OOD
sun_audrntveecdqtfer,a tree in the middle of a forest,"['tree', 'middle', 'forest']",OOD
sun_akfysywktdsfwcts,a foggy pond in the woods with frost on the water,"['pond', 'woods', 'frost', 'water']",OOD
sun_azlfwosscnzmqnxr,a close up of a stone wall with a door,"['close', 'stone', 'wall', 'door']",OOD
sun_buoysnwunefgclzw,a stream running through a forest with rocks,"['stream', 'forest', 'rocks']",OOD
sun_bwxfkldgzaukqxit,a view of the sunken garden at the butchart gardens,"['view', 'garden', 'gardens']",OOD
sun_aboyxwazwtfsyjyo,a dirt trail with trees on the side,"['dirt', 'trail', 'trees', 'side']",OOD
sun_adjlepvuitklskrz,a mountain with a blue sky in the background,"['mountain', 'sky', 'background']",OOD
sun_benfetxfeupuohpe,a view of the badlands from the top of a mountain,"['view', 'badlands', 'top', 'mountain']",OOD
sun_agrkvysjmchsoquy,a statue in the middle of a garden,"['statue', 'middle', 'garden']",OOD
sun_bocpewfrdrsetxfl,a snow covered trail through the woods,"['snow', 'trail', 'woods']",OOD
sun_atiijipsytfbkuld,an iceberg floating in the water near a glacier,"['iceberg', 'water', 'glacier']",OOD
sun_awshffsfegccikly,a rock cave with ice hanging from the ceiling,"['rock', 'cave', 'ice', 'ceiling']",OOD
sun_audjgwikejwwenfu,a snow covered trail in the woods,"['snow', 'trail', 'woods']",OOD
sun_amqunsiajzgveevy,a dirt road in the middle of the woods,"['dirt', 'road', 'middle', 'woods']",OOD
sun_bobxkweowczcidmu,the remains of a stone wall with a stone gate and a person standing next to,"['remains', 'stone', 'wall', 'stone', 'gate', 'person']",OOD
sun_awxyhflxixrjyywv,a snow covered road with a tree and a fence,"['snow', 'road', 'tree', 'fence']",OOD
sun_btdqepprdedadenp,a backyard with a lawn and chairs and an umbrella,"['backyard', 'lawn', 'chairs', 'umbrella']",OOD
sun_ajvkrkqscsfodcmg,a view of the badlands of painted desert under a blue sky with clouds,"['view', 'badlands', 'desert', 'sky', 'clouds']",OOD
sun_bhvoexxajvyzqlfh,a cactus in the desert with mountains in the background,"['cactus', 'desert', 'mountains', 'background']",OOD
sun_aqmqzdpquvjqptjk,an iceberg in the ocean under a blue sky,"['iceberg', 'ocean', 'sky']",OOD
sun_apzrrrfzzkgitlrr,a small island with a church in the middle of a lake,"['island', 'church', 'middle', 'lake']",OOD
sun_apgooswsbftrmwtt,a path through the leaves of a tree,"['path', 'leaves', 'tree']",OOD
sun_aswfsqrcskbewqzh,a waterfall in the middle of a river,"['waterfall', 'middle', 'river']",OOD
sun_bnixfvkhfiomwxri,a group of trees in a lush green forest,"['group', 'trees', 'forest']",OOD
sun_aifvexivtdyovwon,a garden with many potted plants and flowers,"['garden', 'plants', 'flowers']",OOD
sun_azqqsymmimihtowb,a stream in the woods with a waterfall,"['stream', 'woods', 'waterfall']",OOD
sun_aolovssskoycclln,a large iceberg floating in the ocean,"['iceberg', 'ocean']",OOD
sun_ajjgjiazclrecwnx,a group of people standing on the shore of a river,"['group', 'people', 'shore', 'river']",OOD
sun_bivunyvwzlwwijgg,a rainbow at the base of a waterfall,"['rainbow', 'base', 'waterfall']",OOD
sun_bthomgkbzofmduli,a large dune in the desert with cars parked next to it,"['dune', 'desert', 'cars']",OOD
sun_abibpwpjxiknnerb,a reflection of trees in the water in a swamp,"['reflection', 'trees', 'water', 'swamp']",OOD
sun_bpngcwmzxjrxxrzf,a canal in a city with boats and buildings,"['canal', 'city', 'boats', 'buildings']",OOD
sun_afoyuuveywzdhauu,a large iceberg in the water with a cloudy sky,"['iceberg', 'water', 'sky']",OOD
sun_asaheetvedgexqnd,a tractor in the middle of a field,"['tractor', 'middle', 'field']",OOD
sun_ahxaektfuhushlth,a beach with palm trees in the water,"['beach', 'palm', 'trees', 'water']",OOD
sun_bzzooubwrohobbvb,a group of people walking on rocks near a river,"['group', 'people', 'rocks', 'river']",OOD
sun_akeotihgyfkaystx,a view of a frozen river with snow and a cloudy sky,"['view', 'river', 'snow', 'sky']",OOD
sun_affnymzswtzkrujb,an old stone wall and a rock in the woods,"['stone', 'wall', 'rock', 'woods']",OOD
sun_adngvjhedubzjpid,a group of boats in the water in front of an island,"['group', 'boats', 'water', 'front', 'island']",OOD
sun_akiynypilmweynbh,a tree in the desert with rocks,"['tree', 'desert', 'rocks']",OOD
sun_aetsnaaaktevckvo,a young boy walking down a path in the woods,"['boy', 'path', 'woods']",OOD
sun_akqjhsbbjafcpwhm,a body of water with waves and a mountain in the background,"['body', 'water', 'waves', 'mountain', 'background']",OOD
sun_bxxkmoviutkluqji,people swimming in a pool of water at a waterfall,"['people', 'pool', 'water', 'waterfall']",OOD
sun_aimwhacfsnyjzbcc,a row of boats in a canal in a city,"['row', 'boats', 'canal', 'city']",OOD
sun_bfasbzwcxsgcnxye,a field of crops with mountains in the background,"['field', 'crops', 'mountains', 'background']",OOD
sun_bhizexfmqmhdujtw,a field of green grass with trees and a city in the background,"['field', 'grass', 'trees', 'city', 'background']",OOD
sun_azrgkfnpesikiafn,a snow covered forest with mountains in the background,"['snow', 'forest', 'mountains', 'background']",OOD
sun_anjrlspuunbskjle,a group of people on the snow near a mountain,"['group', 'people', 'snow', 'mountain']",OOD
sun_bgdaolhmuplyqvcd,a palm tree in the middle of a desert,"['palm', 'tree', 'middle', 'desert']",OOD
sun_ajkphirkjwrjnzju,a blue sky with clouds over the ocean,"['sky', 'clouds', 'ocean']",OOD
sun_bmlgdlzkdvijopib,a river with lilies in the water,"['river', 'lilies', 'water']",OOD
sun_abkhxgnturbmacax,a tree on the side of a dirt road,"['tree', 'side', 'dirt', 'road']",OOD
sun_becpeydhuzrghoad,two people are playing broomball on a field of snow,"['people', 'broomball', 'field', 'snow']",OOD
sun_allsvvdvpkxtzqvb,a boat with a sail on the water,"['boat', 'sail', 'water']",OOD
sun_bqftgjgkxydbbfyl,a group of boats are docked on a canal,"['group', 'boats', 'canal']",OOD
sun_azfuzptxbrnjmjft,a trail in the woods,"['trail', 'woods']",OOD
sun_ajqdvsuevkfybgme,a view of some trees and a bridge,"['view', 'trees', 'bridge']",OOD
sun_bnkpieadnelxvzwf,a view of the badlands in the desert,"['view', 'badlands', 'desert']",OOD
sun_boumgforqudqfymc,a dead tree in the desert with a sand,"['tree', 'desert', 'sand']",OOD
sun_bhukzmljlbseevjb,a row of christmas trees in a christmas tree farm,"['row', 'trees', 'tree', 'farm']",OOD
sun_bxyhzeasejlzsqik,a view of the canal in venice from the top of a bridge,"['view', 'canal', 'top', 'bridge']",OOD
sun_asgyzsnfhaynjujx,a small island in the middle of a body of water,"['island', 'middle', 'body', 'water']",OOD
sun_bruegippndskcujm,a person standing on a hill in a field,"['person', 'hill', 'field']",OOD
sun_apitzchvjtvpkjvr,a man is posing for a picture in a cave,"['man', 'picture', 'cave']",OOD
sun_azdbvawqhjklyaif,a view of a body of water with a island in the background,"['view', 'body', 'water', 'island', 'background']",OOD
sun_arzkapjxirhdbkjn,a man walking down a road next to a forest,"['man', 'road', 'forest']",OOD
sun_auraqcomwleefdiq,a forest with a lot of trees,"['forest', 'lot', 'trees']",OOD
sun_amrdqnmklrpvyrwb,a view of the badlands from the top of a mountain,"['view', 'badlands', 'top', 'mountain']",OOD
sun_azpfldnvmzcxpyrn,a river with trees and mountains in the background,"['river', 'trees', 'mountains', 'background']",OOD
sun_bqxwjzpshenbotdu,two people are skiing down a snow covered slope,"['people', 'snow', 'slope']",OOD
sun_blhltgghdiaumaoh,a hill of snow with mountains in the background,"['hill', 'snow', 'mountains', 'background']",OOD
sun_awcnqlbvhdgwmgpu,a group of penguins standing in the snow,"['group', 'penguins', 'snow']",OOD
sun_asbivzecqmhrelhh,a wave in the ocean rolling in to the beach,"['wave', 'ocean', 'beach']",OOD
sun_bmmybyrlmockcdft,a creek in the woods with rocks and trees,"['creek', 'woods', 'rocks', 'trees']",OOD
sun_amsnxxemmixzccfy,a person walking down a path in the woods,"['person', 'path', 'woods']",OOD
sun_bhpyqjjzimgcxjhv,a canal with cars parked on it and a clock tower,"['canal', 'cars', 'clock', 'tower']",OOD
sun_bzbhzgzbmabouuag,a garden with a lot of plants in it,"['garden', 'lot', 'plants']",OOD
sun_amkmfzkvjbivfepj,a building with a large observatory dome on top of it,"['building', 'observatory', 'dome', 'top']",OOD
sun_bzuvxmbxepbefoqz,a large field of green plants in the grass,"['field', 'plants', 'grass']",OOD
sun_bejcsgvwhpamyfki,a person kayaking in the water under a bridge,"['person', 'water', 'bridge']",OOD
sun_bxxgkdjuxryfqblf,a bird sitting in the water in a field,"['bird', 'water', 'field']",OOD
sun_bqkpfczjgruiwsoz,a rural field with trees and a farm in the background,"['field', 'trees', 'farm', 'background']",OOD
sun_bddirejroxghtmrm,a person skiing down a snow covered slope on skis,"['person', 'snow', 'slope', 'skis']",OOD
sun_atvqsfbljvjbnmxa,a snow covered road in the snow,"['snow', 'road', 'snow']",OOD
sun_bvgakmterkqkgyuq,a flower garden in a park with rocks and other plants,"['flower', 'garden', 'park', 'rocks', 'plants']",OOD
sun_behczbufxyxbtkyq,a courtyard garden with a stone walkway and flower beds,"['courtyard', 'garden', 'stone', 'walkway', 'flower', 'beds']",OOD
sun_asfheondnvzyfpmy,a large cloud in the sky above the clouds,"['cloud', 'sky', 'clouds']",OOD
sun_bcfvjdeywvigkfje,a man standing on skis in the snow,"['man', 'skis', 'snow']",OOD
sun_bdjlztcrvglmpabo,the sun shines through a group of trees with yellow leaves,"['sun', 'group', 'trees', 'leaves']",OOD
sun_anaexanxklaktgcm,a woman in a pool of water with goggles,"['woman', 'pool', 'water', 'goggles']",OOD
sun_baopdxjexneuqfvs,a boat in the water in front of a glacier,"['boat', 'water', 'front', 'glacier']",OOD
sun_apcpouobuwmelwjh,a path through the woods with trees and bushes,"['path', 'woods', 'trees', 'bushes']",OOD
sun_auzkqebyosbgamec,a wave in the water in the ocean,"['wave', 'water', 'ocean']",OOD
sun_bwuiwvvivyzyhgxi,a river flowing under a bridge next to a field,"['river', 'bridge', 'field']",OOD
sun_atbjbtgcynuhljxt,a group of people on a boat in the water,"['group', 'people', 'boat', 'water']",OOD
sun_bfvtpfczkzopbgue,a desert with a cactus and mountains in the background,"['desert', 'cactus', 'mountains', 'background']",OOD
sun_bahhyvdmlrgfaiic,a circular lawn with a stone walkway and a tree,"['lawn', 'stone', 'walkway', 'tree']",OOD
sun_amucdbhrryehzbfh,an old building with a stone wall and two tunnels,"['building', 'stone', 'wall', 'tunnels']",OOD
sun_ammxnbkwrfwuxvne,a group of icebergs in the water,"['group', 'icebergs', 'water']",OOD
sun_bvsvqpaowlicxlxn,a view of a canyon with a mountain in the background,"['view', 'canyon', 'mountain', 'background']",OOD
sun_auiymybkpaixepwr,an island in the middle of a body of water,"['island', 'middle', 'body', 'water']",OOD
sun_bgrvwhpqdikqrokh,a long road with red and orange trees on both sides of it,"['road', 'trees', 'sides']",OOD
sun_aczxiqmpaelsbcmt,a field of trees with mountains in the background,"['field', 'trees', 'mountains', 'background']",OOD
sun_appghxwikhuqfyec,a group of trees in front of a canyon,"['group', 'trees', 'front', 'canyon']",OOD
sun_aollgtnaowpvsdnp,a cave with a reflection of a boat in the water,"['cave', 'reflection', 'boat', 'water']",OOD
sun_bahgscblgvrwrgqk,three giraffes and a baby deer in a field,"['giraffes', 'baby', 'deer', 'field']",OOD
sun_aurlxdmgraknfxqd,a river flowing through a rocky canyon with trees,"['river', 'canyon', 'trees']",OOD
sun_asafjjjjkvsuvvpv,a stream running through a lush green forest,"['stream', 'forest']",OOD
sun_bwcxrepzilnboled,a group of people are walking in the desert,"['group', 'people', 'desert']",OOD
sun_ahnoumxeoaqyloxs,an apple orchard with red apples on the trees,"['apple', 'orchard', 'apples', 'trees']",OOD
sun_bhqhjsogneubqcea,a lake with trees in the background,"['lake', 'trees', 'background']",OOD
sun_arhnbzxwfrjvnwrr,a path through a bamboo forest,"['path', 'bamboo', 'forest']",OOD
sun_blhmgdahjbajhdhd,a group of wooden benches in the woods,"['group', 'benches', 'woods']",OOD
sun_btzgnyxfqotunmlo,a river with buildings on the side of it,"['river', 'buildings', 'side']",OOD
sun_aladzvobvdfwvsqr,a view of a desert with mountains in the background,"['view', 'desert', 'mountains', 'background']",OOD
sun_bximgaxujsdbqunl,a waterfall in a forest with a bridge above it,"['waterfall', 'forest', 'bridge']",OOD
sun_agnyoddujxijtbsa,a tree on a hill under a cloudy sky,"['tree', 'hill', 'sky']",OOD
sun_azfdapoatrztgoxj,a small waterfall in a cave,"['waterfall', 'cave']",OOD
sun_attslmhfygftkcbi,a cave with icicles and water in it,"['cave', 'icicles', 'water']",OOD
sun_afnafgstcduncdkn,a tree in the middle of a forest next to a river,"['tree', 'middle', 'forest', 'river']",OOD
sun_blvdiwiwuuphyuap,a canal in the middle of a city with buildings,"['canal', 'middle', 'city', 'buildings']",OOD
sun_baxdxzqlqypipwms,a large iceberg floating in the water,"['iceberg', 'water']",OOD
sun_bxczccnmwsjoeccx,a farm field with crops and a red barn,"['farm', 'field', 'crops', 'barn']",OOD
sun_ahacgmcdgrgtyplg,a desert with trees and mountains in the background,"['desert', 'trees', 'mountains', 'background']",OOD
sun_bdmgqcufgrnpgiii,a canal with a bridge over it,"['canal', 'bridge']",OOD
sun_aisrgzazogatmizy,a man standing on a snow covered mountain,"['man', 'snow', 'mountain']",OOD
sun_axnuauwdkojurwtv,two men standing in front of a cave,"['men', 'front', 'cave']",OOD
