ImageID,Caption,Nouns,Type
i_iceberg_00001325,a group of people walking in the snow,"['group', 'people', 'snow']",OOD
i_ice_floe_00002803,a snow covered mountain with a red line on it,"['snow', 'mountain', 'line']",OOD
w_wheat_field_00003647,a cigar stick sitting in a field of wheat,"['cigar', 'stick', 'field', 'wheat']",OOD
f_forest_road_00003105,a woman riding a bike down a dirt road,"['woman', 'bike', 'dirt', 'road']",OOD
v_vegetable_garden_00004877,a garden with a wooden pavilion,"['garden', 'pavilion']",OOD
r_rock_arch_00004209,a tall rock formation in the desert,"['rock', 'formation', 'desert']",OOD
g_grotto_00000408,a snow covered rock with icicles on it,"['snow', 'rock', 'icicles']",OOD
i_islet_00004091,a painting of a gorilla holding a gun on a beach,"['painting', 'gorilla', 'gun', 'beach']",OOD
l_lawn_00003559,a young boy is sitting in a swing,"['boy', 'swing']",OOD
d_desert_road_00001112,a view of a railroad track from a road,"['view', 'railroad', 'track', 'road']",OOD
i_ice_floe_00003394,three dolphins are standing on a boat in the water,"['dolphins', 'boat', 'water']",OOD
i_iceberg_00003628,an iceberg in the middle of the ocean,"['iceberg', 'middle', 'ocean']",OOD
i_iceberg_00002116,an iceberg in the middle of the ocean,"['iceberg', 'middle', 'ocean']",OOD
s_snowfield_00000866,a snow covered mountain with a yellow sign,"['snow', 'mountain', 'sign']",OOD
r_river_00000170,a flooded river next to a train track,"['river', 'train', 'track']",OOD
f_forest_road_00003847,a snow covered road in the woods with trees,"['snow', 'road', 'woods', 'trees']",OOD
w_wave_00002622,a large wave hitting a pier in the ocean,"['wave', 'pier', 'ocean']",OOD
c_corn_field_00004908,a pathway through a field of corn,"['pathway', 'field', 'corn']",OOD
b_bamboo_forest_00000316,the sun shining through the trees in a forest,"['sun', 'trees', 'forest']",OOD
r_rock_arch_00003069,a rock formation with an arch in the middle of it,"['rock', 'formation', 'arch', 'middle']",OOD
f_field_road_00003799,a woman is holding a suitcase on the side of the road,"['woman', 'suitcase', 'side', 'road']",OOD
w_wheat_field_00001698,a couple holding hands in a wheat field,"['couple', 'hands', 'wheat', 'field']",OOD
r_rice_paddy_00003640,a house in the middle of a lush green field,"['house', 'middle', 'field']",OOD
c_crevasse_00004093,a large cave with people walking in the snow,"['cave', 'people', 'snow']",OOD
r_rice_paddy_00003607,a group of people walking down a trail with a dog,"['group', 'people', 'trail', 'dog']",OOD
i_igloo_00001995,a person is inside a snow covered cave,"['person', 'snow', 'cave']",OOD
c_corn_field_00001758,a field with dirt and grass and a fence,"['field', 'dirt', 'grass', 'fence']",OOD
w_wave_00002030,a man riding a wave on a surfboard in the ocean,"['man', 'wave', 'surfboard', 'ocean']",OOD
g_glacier_00004869,a snow covered slope with a cut in it,"['snow', 'slope', 'cut']",OOD
c_creek_00001881,a woman laying in the water in a creek,"['woman', 'water', 'creek']",OOD
s_swamp_00002136,a group of palm trees next to a body of water,"['group', 'palm', 'trees', 'body', 'water']",OOD
c_crevasse_00002515,two girls are standing next to a glacier,"['girls', 'glacier']",OOD
s_ski_slope_00003480,a man with a beard sitting on a ski lift,"['man', 'beard', 'ski', 'lift']",OOD
i_igloo_00001981,a house made out of snow and trees,"['house', 'snow', 'trees']",OOD
s_ski_slope_00002228,two people skiing down a snow covered mountain,"['people', 'snow', 'mountain']",OOD
u_underwater_ocean_deep_00002282,a group of fish swimming in an aquarium,"['group', 'fish', 'swimming', 'aquarium']",OOD
c_canal_natural_00000840,a boat in the water with a house on it,"['boat', 'water', 'house']",OOD
i_iceberg_00004249,a large iceberg in the water on a beach,"['iceberg', 'water', 'beach']",OOD
s_swamp_00002834,a painting of a swamp with trees and water,"['painting', 'swamp', 'trees', 'water']",OOD
c_creek_00001512,a waterfall in the middle of a forest,"['waterfall', 'middle', 'forest']",OOD
w_wheat_field_00003734,a tractor pulling a trailer in a field,"['tractor', 'trailer', 'field']",OOD
r_rainforest_00000148,a large mountain in the middle of a forest,"['mountain', 'middle', 'forest']",OOD
j_japanese_garden_00004591,a view of a park with trees and bushes,"['view', 'park', 'trees', 'bushes']",OOD
t_trench_00003836,the great wall of china on the side of a hill,"['wall', 'side', 'hill']",OOD
d_desert_vegetation_00003968,a joshua tree in the desert with rocks,"['tree', 'desert', 'rocks']",OOD
f_forest_broadleaf_00003361,the sun shining through the trees at sunset,"['sun', 'trees', 'sunset']",OOD
g_grotto_00001867,a body of water next to a rock cave,"['body', 'water', 'rock', 'cave']",OOD
f_forest_broadleaf_00002044,a woman standing next to a tree in the woods,"['woman', 'tree', 'woods']",OOD
h_hayfield_00004400,a field of hay bales in a field,"['field', 'hay', 'bales', 'field']",OOD
v_vegetable_garden_00003638,a statue of a man in a garden,"['statue', 'man', 'garden']",OOD
f_forest_path_00003594,a park bench on a trail in the woods,"['park', 'bench', 'trail', 'woods']",OOD
f_field_wild_00000533,a volcano in the middle of a volcanic field,"['volcano', 'middle', 'field']",OOD
t_topiary_garden_00000462,a wagon full of hay on a cart,"['wagon', 'hay', 'cart']",OOD
i_ice_floe_00004224,iceberg in red water with white ice in the middle of the ocean,"['water', 'ice', 'middle', 'ocean']",OOD
w_wheat_field_00002627,three red flowers in a wheat field,"['flowers', 'wheat', 'field']",OOD
c_crevasse_00002669,a man is rappelling down the side of a glacier,"['man', 'side', 'glacier']",OOD
l_lawn_00003531,a house is overlooking the beach and the ocean,"['house', 'beach', 'ocean']",OOD
l_lawn_00000797,a backyard with a potted plant in the grass,"['backyard', 'plant', 'grass']",OOD
g_grotto_00000572,a stone bridge over water with a hole in it,"['stone', 'bridge', 'water', 'hole']",OOD
l_lagoon_00003513,a deer standing in the middle of a river,"['deer', 'middle', 'river']",OOD
w_wave_00002351,a wave in the ocean on the beach,"['wave', 'ocean', 'beach']",OOD
d_desert_road_00004393,a road in the desert with a blue sky,"['road', 'desert', 'sky']",OOD
h_hayfield_00001843,a barn in the middle of a green field,"['barn', 'middle', 'field']",OOD
g_glacier_00004748,a glacier in the middle of a body of water,"['glacier', 'middle', 'body', 'water']",OOD
w_wave_00002847,a large wave in the ocean in the water,"['wave', 'ocean', 'water']",OOD
i_ice_floe_00000090,a wreath of snow on a tree,"['wreath', 'snow', 'tree']",OOD
t_tree_farm_00003566,a silo in the middle of a field,"['silo', 'middle', 'field']",OOD
w_wave_00002153,a wave in the water on a beach,"['wave', 'water', 'beach']",OOD
g_grotto_00004308,a cave overlooking a beach and the ocean,"['cave', 'beach', 'ocean']",OOD
o_ocean_00002333,a white swan is swimming in the water,"['swan', 'water']",OOD
g_glacier_00002139,a view of a glacier in a mountain valley,"['view', 'glacier', 'mountain', 'valley']",OOD
w_waterfall_00002089,a informational sign with a picture of a waterfall,"['sign', 'picture', 'waterfall']",OOD
o_ocean_00004431,the golden water of the ocean at sunset,"['water', 'ocean']",OOD
f_forest_broadleaf_00002977,a fire in the woods,"['fire', 'woods']",OOD
o_orchard_00004600,a bunch of green grapes sitting on top of water,"['bunch', 'grapes', 'top', 'water']",OOD
c_crevasse_00002483,a group of people walking on a glacier,"['group', 'people', 'glacier']",OOD
g_glacier_00002589,a reflection of a mountain in a lake,"['reflection', 'mountain', 'lake']",OOD
i_iceberg_00003272,a glacier in the foreground with a mountain in the background,"['glacier', 'foreground', 'mountain', 'background']",OOD
c_crevasse_00003234,a group of people walking through a glacier,"['group', 'people', 'glacier']",OOD
r_river_00002488,a stream running through a forest with trees,"['stream', 'forest', 'trees']",OOD
u_underwater_ocean_deep_00004134,a starfish in the sand on a beach,"['starfish', 'sand', 'beach']",OOD
r_river_00002537,two men jumping into the water in a river,"['men', 'water', 'river']",OOD
d_desert_road_00002423,a highway with a car driving down it,"['highway', 'car']",OOD
w_wheat_field_00003548,a foggy field of wheat next to a road,"['field', 'wheat', 'road']",OOD
p_pond_00004955,a large building with a river in front of it,"['building', 'river', 'front']",OOD
g_grotto_00000853,a man is standing in a cave,"['man', 'cave']",OOD
g_grotto_00003601,a woman is taking a picture in a cave,"['woman', 'picture', 'cave']",OOD
h_hayfield_00003538,a group of hay bales in a field under a cloudy sky,"['group', 'hay', 'bales', 'field', 'sky']",OOD
f_formal_garden_00000512,a garden with flowers and a fountain,"['garden', 'flowers', 'fountain']",OOD
s_ski_slope_00001228,a group of people skiing down a snow covered slope,"['group', 'people', 'snow', 'slope']",OOD
i_ice_floe_00002909,a small chicken is sitting on a blanket,"['chicken', 'blanket']",OOD
i_igloo_00002203,a man standing in front of a snow house,"['man', 'front', 'snow', 'house']",OOD
l_lagoon_00003760,a group of people in a boat on the water,"['group', 'people', 'boat', 'water']",OOD
c_canal_natural_00003255,a bridge over a river and a city at night,"['bridge', 'river', 'city', 'night']",OOD
v_vegetable_garden_00003044,the front porch of a house with a porch swing,"['porch', 'house', 'porch', 'swing']",OOD
l_lawn_00004594,a man is spraying water into the air,"['man', 'water', 'air']",OOD
w_wheat_field_00004970,a mitten in the shape of a dog in the grass,"['shape', 'dog', 'grass']",OOD
f_forest_path_00003399,a boy standing on a pile of rocks near a river,"['boy', 'pile', 'rocks', 'river']",OOD
r_rock_arch_00003247,a tree in the desert with a rock,"['tree', 'desert', 'rock']",OOD
o_ocean_00002310,full moon over the ocean at the beach,"['moon', 'ocean', 'beach']",OOD
d_desert_vegetation_00002079,a trail in the desert with the ocean in the distance,"['trail', 'desert', 'ocean', 'distance']",OOD
g_grotto_00004550,a woman in a bikini standing on a beach,"['woman', 'bikini', 'beach']",OOD
o_ocean_00002057,people standing on a beach near the ocean,"['people', 'beach', 'ocean']",OOD
w_wheat_field_00004990,a close up of a field of wheat,"['close', 'field', 'wheat']",OOD
r_rainforest_00001402,a river with rocks in the shade of trees,"['river', 'rocks', 'shade', 'trees']",OOD
c_creek_00001077,a waterfall in a canyon with a river,"['waterfall', 'canyon', 'river']",OOD
i_igloo_00001601,a person standing in the middle of a snow maze,"['person', 'middle', 'snow', 'maze']",OOD
h_hayfield_00001532,three birds are standing in a field near some trees,"['birds', 'field', 'trees']",OOD
t_topiary_garden_00001780,a man walking down a sidewalk in front of a house,"['man', 'sidewalk', 'front', 'house']",OOD
r_rice_paddy_00001361,a field of green grass with a staircase,"['field', 'grass', 'staircase']",OOD
f_forest_road_00003084,a park bench sitting on the side of a road,"['park', 'bench', 'side', 'road']",OOD
r_rainforest_00003863,a waterfall in the middle of a lush green forest,"['waterfall', 'middle', 'forest']",OOD
f_forest_road_00004014,a road in the middle of a forest,"['road', 'middle', 'forest']",OOD
w_waterfall_00001386,a waterfall in a canyon with moss covered walls,"['waterfall', 'canyon', 'walls']",OOD
f_forest_road_00004548,a bride and groom standing on a road,"['bride', 'groom', 'road']",OOD
f_formal_garden_00000373,a field of pink and white flowers in a garden,"['field', 'flowers', 'garden']",OOD
t_tree_farm_00000402,a red car parked in front of a fence,"['car', 'front', 'fence']",OOD
c_creek_00003557,a waterfall in the middle of a river,"['waterfall', 'middle', 'river']",OOD
t_tundra_00000778,a seal laying on a rocky beach with mountains in the background,"['seal', 'beach', 'mountains', 'background']",OOD
w_waterfall_00003613,a view of a waterfall in a canyon,"['view', 'waterfall', 'canyon']",OOD
t_trench_00002546,a muddy tunnel in a coal mine,"['tunnel', 'coal', 'mine']",OOD
s_ski_slope_00001110,a man and a little girl on skis in the snow,"['man', 'girl', 'skis', 'snow']",OOD
o_ocean_00004343,two dogs on the beach playing with each other,"['dogs', 'beach']",OOD
d_desert_vegetation_00002621,a flowering plant in the desert with the ocean in the background,"['plant', 'desert', 'ocean', 'background']",OOD
u_underwater_ocean_deep_00003956,a close up of a coral reef with green and white,"['close', 'reef']",OOD
i_iceberg_00001962,a large iceberg in the middle of a body of water,"['iceberg', 'middle', 'body', 'water']",OOD
i_ice_shelf_00000169,a group of geese are standing in the water,"['group', 'geese', 'water']",OOD
r_rainforest_00004874,a large tree in a forest with other trees,"['tree', 'forest', 'trees']",OOD
d_desert_sand_00002272,a group of cars driving in the desert,"['group', 'cars', 'desert']",OOD
i_ice_floe_00000375,a group of swans standing in the snow,"['group', 'snow']",OOD
j_japanese_garden_00002785,a temple on the other side of a lake,"['temple', 'side', 'lake']",OOD
f_field_cultivated_00002950,a green field with a house in the middle of it,"['field', 'house', 'middle']",OOD
g_grotto_00004324,a group of people swimming in a cave in the ocean,"['group', 'people', 'cave', 'ocean']",OOD
p_pond_00001210,a path next to a body of water,"['path', 'body', 'water']",OOD
w_wheat_field_00003681,a stalk of wheat in the middle of a field,"['stalk', 'wheat', 'middle', 'field']",OOD
r_rice_paddy_00004965,three ducks standing on the edge of a pond,"['ducks', 'edge', 'pond']",OOD
c_creek_00000895,a group of people are swimming in a river,"['group', 'people', 'river']",OOD
t_tree_farm_00001657,a stone building with a mountain in the background,"['stone', 'building', 'mountain', 'background']",OOD
s_sky_00003543,a large statue of a head on a beach,"['statue', 'head', 'beach']",OOD
l_lagoon_00000810,a group of boats in the water near a beach,"['group', 'boats', 'water', 'beach']",OOD
s_ski_slope_00001846,a person is standing on a ramp in the snow,"['person', 'ramp', 'snow']",OOD
f_field_road_00002898,a man standing next to a green truck on a road,"['man', 'truck', 'road']",OOD
t_topiary_garden_00000614,a blue building with palm trees in a garden,"['building', 'palm', 'trees', 'garden']",OOD
i_iceberg_00000158,a man standing in front of icebergs on a glacier,"['man', 'front', 'icebergs', 'glacier']",OOD
f_field_cultivated_00001272,a green tractor in the middle of a field,"['tractor', 'middle', 'field']",OOD
f_formal_garden_00003365,a man is watering the grass in a yard,"['man', 'grass', 'yard']",OOD
l_lagoon_00004047,a view of the ocean from a hillside with trees,"['view', 'ocean', 'hillside', 'trees']",OOD
t_tree_farm_00004676,a brown horse grazing in a field,"['horse', 'field']",OOD
s_swimming_hole_00002529,a river flowing through a canyon with rocks,"['river', 'canyon', 'rocks']",OOD
t_tree_farm_00004661,a forest filled with trees and green plants,"['forest', 'trees', 'plants']",OOD
w_wheat_field_00003933,a field of green wheat in the sun,"['field', 'wheat', 'sun']",OOD
c_crevasse_00001758,a man standing on the edge of a glacier,"['man', 'edge', 'glacier']",OOD
i_islet_00004427,two boats in the water on a lake,"['boats', 'water', 'lake']",OOD
j_japanese_garden_00000935,a row of hedges in front of a sidewalk,"['row', 'hedges', 'front', 'sidewalk']",OOD
w_wave_00004748,a man walking into the ocean with a surfboard,"['man', 'ocean', 'surfboard']",OOD
s_ski_slope_00000543,a person walking up a snow covered mountain,"['person', 'snow', 'mountain']",OOD
o_ocean_00000246,a sunset over the water on the ocean,"['sunset', 'water', 'ocean']",OOD
p_pond_00000007,a dog standing in a body of water,"['dog', 'body', 'water']",OOD
v_vegetable_garden_00004728,a garden with some plants and flowers in the dirt,"['garden', 'plants', 'flowers', 'dirt']",OOD
i_igloo_00003711,a person skiing down a snow covered slope,"['person', 'snow', 'slope']",OOD
r_rice_paddy_00003291,a group of people standing in a field,"['group', 'people', 'field']",OOD
f_field_wild_00003980,a person holding a turtle in their hand,"['person', 'turtle', 'hand']",OOD
f_forest_road_00003540,a dirt road with a fence and trees on both sides,"['dirt', 'road', 'fence', 'trees', 'sides']",OOD
t_topiary_garden_00003216,a bench sitting in front of a row of trees,"['bench', 'front', 'row', 'trees']",OOD
s_sky_00002668,a large inflatable horse in a field,"['horse', 'field']",OOD
w_wave_00003694,a man riding a wave on a surfboard in the ocean,"['man', 'wave', 'surfboard', 'ocean']",OOD
g_glacier_00002197,a man walking up a snow covered slope,"['man', 'snow', 'slope']",OOD
u_underwater_ocean_deep_00002170,a group of fish swimming in a coral reef,"['group', 'fish', 'swimming', 'reef']",OOD
l_lagoon_00000300,a large body of water with some islands in it,"['body', 'water', 'islands']",OOD
f_field_wild_00003723,a small white butterfly sitting in the grass,"['butterfly', 'grass']",OOD
t_tree_farm_00001291,two men walking through a field of tall grass,"['men', 'field', 'grass']",OOD
u_underwater_ocean_deep_00001223,a puffer fish swimming in the sand,"['puffer', 'fish', 'sand']",OOD
r_river_00000392,a pool of water in a canyon with a waterfall,"['pool', 'water', 'canyon', 'waterfall']",OOD
d_desert_sand_00002298,two military vehicles driving on a dirt road,"['vehicles', 'dirt', 'road']",OOD
s_swamp_00002996,a swampy area with trees in the water,"['area', 'trees', 'water']",OOD
m_marsh_00003468,a black and white photo of boats in the water,"['photo', 'boats', 'water']",OOD
w_wave_00001820,a man riding a wave on a surfboard in the ocean,"['man', 'wave', 'surfboard', 'ocean']",OOD
f_field_wild_00000192,a field of bluebells in front of a tree,"['field', 'bluebells', 'front', 'tree']",OOD
c_canal_urban_00001131,a bridge over a river with a stop sign,"['bridge', 'river', 'stop', 'sign']",OOD
c_canal_urban_00003163,people walking along a river in a city,"['people', 'river', 'city']",OOD
f_forest_path_00004191,a trail in the woods next to a rock wall,"['trail', 'woods', 'rock', 'wall']",OOD
w_waterfall_00004766,a waterfall in the middle of some rocks,"['waterfall', 'middle', 'rocks']",OOD
f_forest_path_00000413,a backyard with a lawn and a pool,"['backyard', 'lawn', 'pool']",OOD
c_canal_urban_00002987,an aerial view of a city with a river and buildings,"['view', 'city', 'river', 'buildings']",OOD
f_field_wild_00004996,a sunset over a body of water with elephants in it,"['sunset', 'body', 'water', 'elephants']",OOD
r_rice_paddy_00004402,a flooded rice field with a path in it,"['rice', 'field', 'path']",OOD
h_hayfield_00002333,a bail of hay sitting in the middle of a field,"['bail', 'hay', 'middle', 'field']",OOD
i_islet_00004651,a whale swimming in the middle of a body of water,"['swimming', 'middle', 'body', 'water']",OOD
i_igloo_00000943,a group of people sitting under a blue tunnel,"['group', 'people', 'tunnel']",OOD
c_creek_00004842,a waterfall on the side of a mountain in the forest,"['waterfall', 'side', 'mountain', 'forest']",OOD
w_wheat_field_00003049,three ears of wheat in front of a blue sky,"['ears', 'wheat', 'front', 'sky']",OOD
i_ice_shelf_00004575,a group of birds flying over a body of water,"['group', 'birds', 'body', 'water']",OOD
c_crevasse_00004016,a person standing on a snow covered mountain,"['person', 'snow', 'mountain']",OOD
i_islet_00003500,a grassy hill with the ocean in the background,"['hill', 'ocean', 'background']",OOD
t_trench_00003015,a line of white pipes in the dirt,"['line', 'pipes', 'dirt']",OOD
l_lawn_00000867,a brown dog is sitting in the grass,"['dog', 'grass']",OOD
o_ocean_00000787,a train yard with a body of water in the background,"['train', 'yard', 'body', 'water', 'background']",OOD
f_field_cultivated_00003016,a field of yellow flowers with a house in the background,"['field', 'flowers', 'house', 'background']",OOD
b_bamboo_forest_00004515,a group of bamboo trees in a forest,"['group', 'bamboo', 'trees', 'forest']",OOD
l_lagoon_00000208,the moon in the sky over a lake and mountains,"['moon', 'sky', 'lake', 'mountains']",OOD
g_grotto_00001251,a large cave with people walking through it,"['cave', 'people']",OOD
d_desert_sand_00001227,a desert with sand and mountains,"['desert', 'sand', 'mountains']",OOD
t_tree_farm_00000485,a group of pine trees in the snow,"['group', 'trees', 'snow']",OOD
t_trench_00000870,a man standing in front of a house,"['man', 'front', 'house']",OOD
i_ice_shelf_00001527,a group of houses on a hill in the snow,"['group', 'houses', 'hill', 'snow']",OOD
t_trench_00000555,a digging machine in the middle of a dirt field,"['machine', 'middle', 'dirt', 'field']",OOD
t_topiary_garden_00002382,a statue of a woman and a teddy bear in a garden,"['statue', 'woman', 'bear', 'garden']",OOD
v_vegetable_garden_00004084,a birds nest in a tree with branches,"['birds', 'nest', 'tree', 'branches']",OOD
f_field_road_00000856,a woman walking down a dirt road,"['woman', 'dirt', 'road']",OOD
t_tree_farm_00004405,a person playing with a stroller in a field,"['person', 'stroller', 'field']",OOD
l_lagoon_00001773,a large body of water with trees in the background,"['body', 'water', 'trees', 'background']",OOD
c_corn_field_00000883,a field of green corn in the field,"['field', 'corn', 'field']",OOD
f_forest_path_00002265,a trail in the woods with snow on the ground,"['trail', 'woods', 'snow', 'ground']",OOD
t_trench_00001017,a mound of dirt with a hole in it and a yellow rope,"['mound', 'dirt', 'hole', 'rope']",OOD
t_tundra_00000019,a view of the mountains from the top of a mountain,"['view', 'mountains', 'top', 'mountain']",OOD
g_glacier_00000206,a large iceberg in a field of snow,"['iceberg', 'field', 'snow']",OOD
r_rice_paddy_00003852,a rice field with water and grass on a cloudy day,"['rice', 'field', 'water', 'grass', 'day']",OOD
m_marsh_00002123,a group of people on a boat on the water,"['group', 'people', 'boat', 'water']",OOD
s_ski_slope_00004762,a man standing on skis in the snow,"['man', 'skis', 'snow']",OOD
b_bamboo_forest_00003257,a painting of some trees in a forest,"['painting', 'trees', 'forest']",OOD
f_forest_road_00002460,a foggy road through the woods with trees,"['road', 'woods', 'trees']",OOD
i_islet_00003344,a man in a kayak on the water with mountains in the background,"['man', 'kayak', 'water', 'mountains', 'background']",OOD
h_hayfield_00003960,a large field with a bundle of hay,"['field', 'bundle', 'hay']",OOD
v_vegetable_garden_00001787,three metal pots filled with green plants on a window sill,"['metal', 'pots', 'plants', 'window', 'sill']",OOD
t_tundra_00003073,a mountain with power lines on top of it,"['mountain', 'power', 'lines', 'top']",OOD
f_formal_garden_00004549,a walkway with a red gazebo and a memorial in a park,"['walkway', 'gazebo', 'memorial', 'park']",OOD
r_rice_paddy_00004276,a field of tall green grass,"['field', 'grass']",OOD
h_hayfield_00001728,a large field of tall grass with a blue sky,"['field', 'grass', 'sky']",OOD
g_glacier_00003706,a man is climbing up a snow covered slope,"['man', 'snow', 'slope']",OOD
r_rock_arch_00000303,a tall rock with a hole in the side of it,"['rock', 'hole', 'side']",OOD
l_lawn_00002150,a building in the middle of a park with trees,"['building', 'middle', 'park', 'trees']",OOD
p_pond_00004210,two ducks swimming in a flooded field,"['ducks', 'field']",OOD
f_formal_garden_00002708,a garden of flowers in front of a building,"['garden', 'flowers', 'front', 'building']",OOD
c_creek_00000779,a small pool of water in the middle of a dirt,"['pool', 'water', 'middle', 'dirt']",OOD
f_formal_garden_00002219,an aerial view of a house and a swimming pool,"['view', 'house', 'swimming', 'pool']",OOD
d_desert_road_00004438,a car parked on the side of a dirt road,"['car', 'side', 'dirt', 'road']",OOD
Places365_val_00027127,a lush green forest with trees and plants,"['forest', 'trees', 'plants']",OOD
f_forest_path_00003578,a snow covered road with a sign and trees,"['snow', 'road', 'sign', 'trees']",OOD
t_topiary_garden_00003941,a churchyard with flowering trees and benches,"['churchyard', 'trees', 'benches']",OOD
t_trench_00003156,a small tunnel in the side of a rock wall,"['tunnel', 'side', 'rock', 'wall']",OOD
s_ski_slope_00003334,a man sitting on top of a snow covered mountain,"['man', 'top', 'snow', 'mountain']",OOD
l_lawn_00004436,a man is flying a kite in a field,"['man', 'kite', 'field']",OOD
w_waterfall_00000729,a waterfall flowing over rocks,"['waterfall', 'rocks']",OOD
f_field_road_00000706,a dirt road with a field and mountains in the background,"['dirt', 'road', 'field', 'mountains', 'background']",OOD
l_lawn_00002347,a stuffed animal in the grass outside of a building,"['animal', 'grass', 'building']",OOD
v_vegetable_garden_00000677,a group of wooden baskets filled with lettuce,"['group', 'baskets', 'lettuce']",OOD
d_desert_road_00003499,a black and white photo of a road in the mountains,"['photo', 'road', 'mountains']",OOD
s_swamp_00001616,a young boy holding a fish in a stream,"['boy', 'fish', 'stream']",OOD
r_rice_paddy_00003244,a view of a field with mountains in the background,"['view', 'field', 'mountains', 'background']",OOD
l_lawn_00000466,a woman sitting on the grass in a field,"['woman', 'grass', 'field']",OOD
s_ski_slope_00002564,a woman standing on skis in the snow,"['woman', 'skis', 'snow']",OOD
s_swimming_hole_00003836,a mother duck and her ducklings in the water,"['mother', 'duck', 'ducklings', 'water']",OOD
c_canal_urban_00004797,a river running through a city with buildings,"['river', 'city', 'buildings']",OOD
s_ski_slope_00004493,a snow covered ski slope with mountains in the background,"['snow', 'slope', 'mountains', 'background']",OOD
b_badlands_00003749,a field with a mountain in the background,"['field', 'mountain', 'background']",OOD
r_rock_arch_00000027,a man taking a picture of a rock cave,"['man', 'picture', 'rock', 'cave']",OOD
i_igloo_00001420,a monkey sitting on the ground eating a piece of bread,"['monkey', 'ground', 'piece', 'bread']",OOD
d_desert_vegetation_00002297,a pine tree in the sand with a blue sky,"['tree', 'sand', 'sky']",OOD
s_snowfield_00003604,two people riding snowboards down a snow covered slope,"['people', 'snowboards', 'snow', 'slope']",OOD
i_ice_floe_00000950,a collage of different images of rocks and water,"['collage', 'images', 'rocks', 'water']",OOD
c_canal_urban_00003192,a city by the water at night,"['city', 'water', 'night']",OOD
r_rock_arch_00001648,a large rock formation in a canyon with trees,"['rock', 'formation', 'canyon', 'trees']",OOD
w_wave_00002271,a group of people riding on a boat in the water,"['group', 'people', 'boat', 'water']",OOD
i_ice_shelf_00003744,a person standing on top of a snow covered mountain,"['person', 'top', 'snow', 'mountain']",OOD
c_canal_natural_00002929,a river with trees on both sides and a blue sky with clouds,"['river', 'trees', 'sides', 'sky', 'clouds']",OOD
t_topiary_garden_00003273,a vase sitting on a lawn in a garden,"['vase', 'lawn', 'garden']",OOD
l_lawn_00003678,a pathway in a park with benches,"['pathway', 'park', 'benches']",OOD
b_badlands_00004859,a man sitting in front of a tent,"['man', 'front', 'tent']",OOD
c_corn_field_00003825,a bunch of green plants in the grass,"['bunch', 'plants', 'grass']",OOD
t_tundra_00002752,a mountain in the middle of a field,"['mountain', 'middle', 'field']",OOD
