,ImageID,Caption,Nouns,Type
46,banded_0072,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
47,banded_0073,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
48,banded_0074,"grunge old - school texture, background for design -- stock photo #.","['school', 'texture', 'background', 'design', 'stock', 'photo', '#']",OOD
49,banded_0075,seamless pattern with yellow stripes on a black background -- stock photo #.,"['pattern', 'stripes', 'background', 'stock', 'photo', '#']",OOD
50,banded_0076,blue and white stripes on a black background vector art illustration.,"['stripes', 'background', 'vector', 'art', 'illustration']",OOD
51,banded_0077,seamless texture with 3d rendering abstract fractal blue pattern on a dark blue background for fabric design.,"['texture', 'pattern', 'background', 'fabric', 'design']",OOD
52,banded_0078,seamless pattern with abstract motif like a kaleidoscope.,"['pattern', 'motif', 'kaleidoscope']",OOD
53,banded_0079,seamless pattern with red and pink stripes on a white background vector art illustration.,"['pattern', 'stripes', 'background', 'vector', 'art', 'illustration']",OOD
54,banded_0081,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
55,banded_0082,seamless pattern with pink and yellow stripes on a white background.,"['pattern', 'stripes', 'background']",OOD
56,banded_0083,seamless pattern with black stripes on a white background.,"['pattern', 'stripes', 'background']",OOD
57,banded_0085,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
58,banded_0086,black and white checkered wallpaper with a geometric pattern.,"['wallpaper', 'pattern']",OOD
59,banded_0087,animated black and pink stripes against a white background.,"['stripes', 'background']",OOD
60,banded_0088,seamless texture with 3d rendering abstract fractal blue pattern on a black background for fabric design.,"['texture', 'pattern', 'background', 'fabric', 'design']",OOD
61,banded_0089,christmas decorations on a red background vector art illustration.,"['decorations', 'background', 'vector', 'art', 'illustration']",OOD
62,banded_0090,black and white stripes on a white background vector art illustration.,"['stripes', 'background', 'vector', 'art', 'illustration']",OOD
63,banded_0092,seamless pattern of lavender flowers on a white background.,"['pattern', 'lavender', 'flowers', 'background']",OOD
64,banded_0093,person is a graphic designer and illustrator based.,"['person', 'designer', 'illustrator']",OOD
65,banded_0094,"textile by person, via photo sharing website.","['textile', 'person', 'photo', 'sharing', 'website']",OOD
66,banded_0096,animated black hypnotic stripes on the glowing pink background.,"['stripes', 'background']",OOD
67,banded_0097,the colors in the series paint by person.,"['colors', 'series', 'paint', 'person']",OOD
68,banded_0098,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
69,banded_0099,seamless pattern with striped stripes on a pink background vector.,"['pattern', 'stripes', 'background', 'vector']",OOD
70,banded_0100,seamless pattern with pink stripes on a white background vector art illustration.,"['pattern', 'stripes', 'background', 'vector', 'art', 'illustration']",OOD
71,banded_0101,striped polka dots on a shirt.,"['dots', 'shirt']",OOD
72,banded_0102,striped sweater with a striped pattern.,['pattern'],OOD
73,banded_0103,how to dye a striped towel.,['towel'],OOD
74,banded_0104,how to make a skirt out of fondant.,"['skirt', 'fondant']",OOD
75,banded_0105,how to wear a red and white striped shirt.,['shirt'],OOD
76,banded_0106,i pinned industry from the event at person and main!.,"['industry', 'event', 'person']",OOD
77,banded_0107,how to sew a t - shirt in easy steps.,"['t', 'shirt', 'steps']",OOD
78,banded_0108,a red and white striped design on a red and white striped background.,"['design', 'background']",OOD
79,banded_0109,this pattern is available for free download.,"['pattern', 'download']",OOD
80,banded_0110,striped shirt on a mannequin.,"['shirt', 'mannequin']",OOD
81,banded_0111,how to make a skirt out of a t - shirt.,"['skirt', 't', 'shirt']",OOD
82,banded_0112,how to sew a striped shirt with stripes.,"['shirt', 'stripes']",OOD
83,banded_0113,i love the color of this fabric!.,"['color', 'fabric']",OOD
84,banded_0114,how to make a striped t - shirt out of an old t - shirt.,"['t', 'shirt', 't', 'shirt']",OOD
85,banded_0115,striped blue and white stripes on a white background.,"['stripes', 'background']",OOD
86,banded_0116,how to make a shirt out of an old sweater.,"['shirt', 'sweater']",OOD
87,banded_0117,how to recycle a shirt into a skirt.,"['shirt', 'skirt']",OOD
88,banded_0118,"textile by person, via photo sharing website.","['textile', 'person', 'photo', 'sharing', 'website']",OOD
89,banded_0119,striped shirt on a hanger.,"['shirt', 'hanger']",OOD
90,banded_0120,how to wear a red and white striped shirt.,['shirt'],OOD
91,banded_0121,how to sew a striped shirt.,['shirt'],OOD
92,banded_0122,striped blue and white striped polo shirt.,"['polo', 'shirt']",OOD
93,banded_0123,close - up of a blue and white checkered floor.,"['up', 'floor']",OOD
94,banded_0124,how to fold a shirt into a skirt.,"['shirt', 'skirt']",OOD
95,banded_0125,how to recycle a shirt into a skirt.,"['shirt', 'skirt']",OOD
96,banded_0128,close - up of a striped shirt.,"['up', 'shirt']",OOD
97,banded_0129,how to make a t - shirt out of a t - shirt.,"['t', 'shirt', 't', 'shirt']",OOD
98,banded_0130,flag waving in the wind.,"['flag', 'wind']",OOD
99,banded_0131,stripes are a staple of every wardrobe.,"['stripes', 'staple', 'wardrobe']",OOD
100,banded_0132,how to sew a striped shirt.,['shirt'],OOD
101,banded_0133,how to make a rug out of burlap.,"['rug', 'burlap']",OOD
102,banded_0135,close - up of a woman's hand holding a red and white striped shirt.,"['up', 'woman', 'hand', 'shirt']",OOD
103,banded_0136,red and blue striped shirt on a red background.,"['shirt', 'background']",OOD
104,banded_0137,how to make a fabric out of a sheet of paper.,"['fabric', 'sheet', 'paper']",OOD
105,banded_0138,striped checkered striped checkered pattern on a white background.,"['pattern', 'background']",OOD
106,banded_0139,how to make a shirt out of an old t - shirt.,"['shirt', 't', 'shirt']",OOD
107,banded_0140,striped shirt on a white background.,"['shirt', 'background']",OOD
108,banded_0141,a red and white striped sweater.,['sweater'],OOD
109,banded_0142,how to make a t - shirt out of a t - shirt.,"['t', 'shirt', 't', 'shirt']",OOD
110,banded_0143,how to make a t - shirt out of an old sweater.,"['t', 'shirt', 'sweater']",OOD
111,banded_0144,how to paint a black and white checkered wall.,['wall'],OOD
112,banded_0145,black and white striped pattern on a white background.,"['pattern', 'background']",OOD
113,banded_0146,striped blue and white striped stripes.,['stripes'],OOD
114,banded_0147,how to sew a striped shirt.,['shirt'],OOD
115,banded_0150,i pinned industry from the event at person and main!.,"['industry', 'event', 'person']",OOD
116,banded_0151,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
117,banded_0152,i pinned industry from the event at person and main!.,"['industry', 'event', 'person']",OOD
118,banded_0153,i love the colors in this fabric.,"['colors', 'fabric']",OOD
119,banded_0154,seamless pattern with red stripes on a white background vector art illustration.,"['pattern', 'stripes', 'background', 'vector', 'art', 'illustration']",OOD
120,blotchy_0003,texture of a red brick wall.,"['texture', 'brick', 'wall']",OOD
121,blotchy_0006,close - up of the texture of the wallpaper.,"['up', 'texture', 'wallpaper']",OOD
122,blotchy_0009,grunge old texture as abstract background.,"['texture', 'background']",OOD
123,blotchy_0015,the texture of the wood.,"['texture', 'wood']",OOD
124,blotchy_0016,the texture of the water.,"['texture', 'water']",OOD
125,blotchy_0017,wallpaper in the style of art period.,"['wallpaper', 'style', 'art', 'period']",OOD
126,blotchy_0018,an aerial view of the area affected by person.,"['view', 'area', 'person']",OOD
127,blotchy_0019,this is a close up of the texture.,"['close', 'texture']",OOD
128,blotchy_0021,texture of an old red brick wall.,"['texture', 'brick', 'wall']",OOD
129,blotchy_0022,granite is a natural stone.,['stone'],OOD
130,blotchy_0025,this is a painting i did for a friend of mine.,"['painting', 'friend']",OOD
131,blotchy_0026,colorful graffiti painted on a wall.,['wall'],OOD
132,blotchy_0027,a close - up of a rock with lichen and moss.,"['close', 'up', 'rock']",OOD
133,blotchy_0028,a close up of the stains on my skin.,"['close', 'stains', 'skin']",OOD
134,blotchy_0029,a close - up of the bark of a tree.,"['close', 'up', 'bark', 'tree']",OOD
135,blotchy_0031,the bark of a tree.,"['bark', 'tree']",OOD
136,blotchy_0032,grunge old texture as abstract background.,"['texture', 'background']",OOD
137,blotchy_0033,the texture of the old wood.,"['texture', 'wood']",OOD
138,blotchy_0034,the texture of the bark of an old tree.,"['texture', 'bark', 'tree']",OOD
139,blotchy_0036,digital art selected for the #.,"['art', '#']",OOD
140,blotchy_0037,apples on display at the farmers market.,"['apples', 'display', 'farmers', 'market']",OOD
141,blotchy_0038,this blue and turquoise wall sticker is a great way to add a pop of color to any room!.,"['turquoise', 'wall', 'way', 'pop', 'color', 'room']",OOD
142,blotchy_0039,greeting card featuring the photograph pumpkin by person.,"['card', 'pumpkin', 'person']",OOD
143,blotchy_0040,"light at any moment, anywhere.","['light', 'moment']",OOD
144,blotchy_0041,the texture of the yellow paint.,"['texture', 'paint']",OOD
145,blotchy_0042,painting artist was a painter and sculptor.,"['artist', 'painter', 'sculptor']",OOD
146,blotchy_0044,watercolor painting of a stormy sky.,"['watercolor', 'painting', 'sky']",OOD
147,blotchy_0045,grunge old texture as abstract background.,"['texture', 'background']",OOD
148,blotchy_0046,a close - up of a blue caterpillar on a leaf.,"['close', 'up', 'caterpillar', 'leaf']",OOD
149,blotchy_0047,clouds in the sky - photo #.,"['clouds', 'sky', 'photo', '#']",OOD
150,blotchy_0048,grunge old texture as abstract background.,"['texture', 'background']",OOD
151,blotchy_0049,grunge old texture as abstract background.,"['texture', 'background']",OOD
152,blotchy_0051,seamless pattern with triangles on a white background.,"['pattern', 'triangles', 'background']",OOD
153,blotchy_0052,shadow of a tree on a concrete wall.,"['shadow', 'tree', 'wall']",OOD
154,blotchy_0053,"seamless texture with a flock of dolphins under water, illustration for background vector.","['texture', 'flock', 'dolphins', 'water', 'illustration', 'background', 'vector']",OOD
155,blotchy_0054,grunge old texture as abstract background.,"['texture', 'background']",OOD
156,blotchy_0055,the texture of the wood.,"['texture', 'wood']",OOD
157,blotchy_0056,grunge old texture as abstract background.,"['texture', 'background']",OOD
158,blotchy_0057,grunge old texture as abstract background.,"['texture', 'background']",OOD
159,blotchy_0058,old grunge background black and white vector.,"['grunge', 'background', 'vector']",OOD
160,blotchy_0059,example of a classic concrete floor.,"['example', 'floor']",OOD
161,blotchy_0060,digital art selected for the #.,"['art', '#']",OOD
162,blotchy_0061,water drops on a black background vector art illustration.,"['water', 'background', 'vector', 'art', 'illustration']",OOD
163,blotchy_0062,wallpaper in the style of art period.,"['wallpaper', 'style', 'art', 'period']",OOD
164,blotchy_0063,"abstract background laser light multicolored for design, the pattern on the wall.","['laser', 'light', 'design', 'pattern', 'wall']",OOD
165,blotchy_0064,sketch of a mushroom by person.,"['mushroom', 'person']",OOD
166,blotchy_0065,the surface of the water.,"['surface', 'water']",OOD
167,blotchy_0066,the texture of the water.,"['texture', 'water']",OOD
168,blotchy_0067,how to paint a pebble - like texture with acrylic paint.,"['texture', 'paint']",OOD
169,blotchy_0068,the texture of the blue paint.,"['texture', 'paint']",OOD
170,blotchy_0069,autumn leaves in the wind.,"['autumn', 'wind']",OOD
171,blotchy_0070,a close - up of the blue paint on the wall.,"['close', 'up', 'paint', 'wall']",OOD
172,blotchy_0071,the texture of the granite.,"['texture', 'granite']",OOD
173,blotchy_0072,grunge old texture as abstract background.,"['texture', 'background']",OOD
174,blotchy_0073,black and white photo of a tree trunk.,"['photo', 'tree', 'trunk']",OOD
175,blotchy_0074,water drops on a green background.,"['water', 'background']",OOD
176,blotchy_0075,digital art selected for the #.,"['art', '#']",OOD
177,blotchy_0077,the texture of the wood.,"['texture', 'wood']",OOD
178,blotchy_0079,wallpaper in the style of art period.,"['wallpaper', 'style', 'art', 'period']",OOD
179,blotchy_0080,the texture of the concrete.,"['texture', 'concrete']",OOD
180,blotchy_0081,"i'm a sucker for abstract art, especially when it comes to patterns and textures.","['sucker', 'art', 'patterns', 'textures']",OOD
181,blotchy_0082,the texture of the green grass -- stock photo #.,"['texture', 'grass', 'stock', 'photo', '#']",OOD
182,blotchy_0083,"grunge old - school texture, background for design -- stock photo #.","['school', 'texture', 'background', 'design', 'stock', 'photo', '#']",OOD
183,blotchy_0084,a close - up of the water's surface.,"['close', 'up', 'water', 'surface']",OOD
184,blotchy_0085,an example of fine art by person.,"['example', 'art', 'person']",OOD
185,blotchy_0086,text on a green background.,"['text', 'background']",OOD
186,blotchy_0087,digital art selected for the #.,"['art', '#']",OOD
187,blotchy_0088,"seamless texture with a flock of dolphins under water, illustration for background vector.","['texture', 'flock', 'dolphins', 'water', 'illustration', 'background', 'vector']",OOD
188,blotchy_0089,seamless texture with 3d rendering abstract fractal gray pattern on a white background for fabric design.,"['texture', 'pattern', 'background', 'fabric', 'design']",OOD
189,blotchy_0090,grunge old texture as abstract background.,"['texture', 'background']",OOD
190,blotchy_0091,seamless texture with 3d rendering abstract fractal purple pattern on a purple background for fabric design.,"['texture', 'pattern', 'background', 'fabric', 'design']",OOD
191,blotchy_0092,this is an original acrylic painting by person.,"['acrylic', 'painting', 'person']",OOD
192,blotchy_0093,the texture of the bark of a tree.,"['texture', 'bark', 'tree']",OOD
193,blotchy_0094,the texture of the sand.,"['texture', 'sand']",OOD
194,blotchy_0096,the texture of the frosted glass -- stock photo #.,"['texture', 'glass', 'stock', 'photo', '#']",OOD
195,blotchy_0097,the texture of the rock.,"['texture', 'rock']",OOD
196,blotchy_0098,this is an example of an abstract background with a grunge texture and a lot of space for text or images.,"['example', 'background', 'grunge', 'texture', 'lot', 'space', 'text', 'images']",OOD
197,blotchy_0099,texture of a concrete wall.,"['texture', 'wall']",OOD
198,blotchy_0100,how to paint a wall in raster graphics editor software.,"['wall', 'graphics', 'editor', 'software']",OOD
199,blotchy_0101,a child's drawing on a sheet of paper.,"['child', 'drawing', 'sheet', 'paper']",OOD
200,blotchy_0102,art print by person in beautiful frame options and a variety of sizes.,"['art', 'print', 'person', 'frame', 'options', 'variety', 'sizes']",OOD
201,blotchy_0103,the texture of the wood.,"['texture', 'wood']",OOD
202,blotchy_0104,close - up of a green leaf.,"['up', 'leaf']",OOD
203,blotchy_0105,potatoes and onions in a frying pan.,"['potatoes', 'onions', 'pan']",OOD
204,blotchy_0106,mold on a leaf in the garden.,"['mold', 'leaf', 'garden']",OOD
205,blotchy_0107,i love the colors in this room!.,"['colors', 'room']",OOD
206,blotchy_0108,a close - up of the pomegranate.,"['close', 'up', 'pomegranate']",OOD
207,blotchy_0109,biological species is one of the world's most poisonous insects.,"['species', 'world', 'insects']",OOD
208,blotchy_0110,a close - up of the petals of a pink peony.,"['close', 'up', 'petals', 'peony']",OOD
209,blotchy_0111,how to make a coffee cup from scratch : steps.,"['coffee', 'cup', 'scratch', 'steps']",OOD
210,blotchy_0112,biological genus in the fall.,"['genus', 'fall']",OOD
211,blotchy_0113,biological species in the garden.,"['species', 'garden']",OOD
212,blotchy_0114,a close - up of a leaf.,"['close', 'up', 'leaf']",OOD
213,blotchy_0115,close - up of the paint on the car.,"['up', 'paint', 'car']",OOD
214,blotchy_0116,potatoes from the garden of person.,"['potatoes', 'garden', 'person']",OOD
215,blotchy_0117,digital art selected for the #.,"['art', '#']",OOD
216,blotchy_0118,biological species is one of the world's rarest fruits.,"['species', 'world', 'fruits']",OOD
217,blotchy_0119,the stairs leading up to the top of the tower.,"['stairs', 'top', 'tower']",OOD
218,blotchy_0120,greeting card featuring the painting by person.,"['card', 'painting', 'person']",OOD
219,blotchy_0121,how to draw a tree with a pencil step by step.,"['tree', 'pencil', 'step', 'step']",OOD
220,blotchy_0122,wallpaper in the style of art period.,"['wallpaper', 'style', 'art', 'period']",OOD
221,blotchy_0123,biological genus in the fall.,"['genus', 'fall']",OOD
222,blotchy_0124,how to grow a tomato from seed.,"['tomato', 'seed']",OOD
223,blotchy_0125,how to paint with a brush.,['brush'],OOD
224,blotchy_0126,how to choose the right wood for your home.,"['wood', 'home']",OOD
225,blotchy_0127,"abstract image, colorful graphics and tapestries it can be used as a pattern for the fabric.","['image', 'graphics', 'tapestries', 'pattern', 'fabric']",OOD
226,blotchy_0128,abstract black ink spot background.,"['ink', 'spot', 'background']",OOD
227,blotchy_0129,abstract background texture of a shiny metal sheet with a rough stippled textured surface reflecting light.,"['background', 'texture', 'metal', 'sheet', 'surface', 'light']",OOD
228,blotchy_0130,i like the idea of using different shades of green.,"['idea', 'shades']",OOD
229,blotchy_0131,biological species is a common pest.,"['species', 'pest']",OOD
230,blotchy_0132,greeting card featuring the digital art by person.,"['card', 'art', 'person']",OOD
231,blotchy_0133,rock type is a type of rock that can be found.,"['rock', 'type', 'type', 'rock']",OOD
232,blotchy_0134,black and white vintage grunge futuristic background.,"['grunge', 'background']",OOD
233,blotchy_0135,close up of a leaf.,['leaf'],OOD
234,blotchy_0136,a leaf with yellow spots.,"['leaf', 'spots']",OOD
235,blotchy_0137,digital art selected for the #.,"['art', '#']",OOD
236,blotchy_0138,how to clean a wooden floor with vinegar and baking soda.,"['floor', 'vinegar', 'baking', 'soda']",OOD
237,blotchy_0139,biological species is one of the world's rarest plants.,"['species', 'world', 'plants']",OOD
238,blotchy_0140,a close - up of the leaf.,"['close', 'up', 'leaf']",OOD
239,blotchy_0141,how to make a rug out of old wood.,"['rug', 'wood']",OOD
240,braided_0002,how to choose the right braids for your hair.,"['braids', 'hair']",OOD
241,braided_0006,a close up of a woven basket.,"['close', 'basket']",OOD
242,braided_0007,the texture of the wool.,"['texture', 'wool']",OOD
243,braided_0008,close - up of a peacock feather in flight.,"['up', 'peacock', 'feather', 'flight']",OOD
244,braided_0009,how to make a rug for your dog.,"['rug', 'dog']",OOD
245,braided_0013,a close - up of a rope.,"['close', 'up', 'rope']",OOD
246,braided_0019,close - up of a fishing net.,"['up', 'fishing', 'net']",OOD
247,braided_0027,seamless pattern with rope on a white background vector art illustration.,"['pattern', 'rope', 'background', 'vector', 'art', 'illustration']",OOD
248,braided_0042,dried sausages for sale at a market.,"['sausages', 'sale', 'market']",OOD
249,braided_0050,how to make a wreath out of yarn.,"['wreath', 'yarn']",OOD
250,braided_0061,how to make a wicker basket.,"['wicker', 'basket']",OOD
251,braided_0064,seamless texture with 3d rendering abstract fractal brown pattern on a white background for fabric design.,"['texture', 'pattern', 'background', 'fabric', 'design']",OOD
252,braided_0067,close - up of a blue and white striped knitting.,['up'],OOD
253,braided_0069,close - up of a woven basket on a wooden table.,"['up', 'basket', 'table']",OOD
254,braided_0070,i want to make these for my birthday party!.,"['birthday', 'party']",OOD
255,braided_0074,black and white vintage grunge futuristic background.,"['grunge', 'background']",OOD
256,braided_0075,biological species is one of the world's oldest plants.,"['species', 'world', 'plants']",OOD
257,braided_0076,"a blog about quilting, sewing and fabric.","['blog', 'quilting', 'sewing', 'fabric']",OOD
258,braided_0077,a close - up of the braided fabric.,"['close', 'up', 'fabric']",OOD
259,braided_0078,close - up of a wicker basket.,"['up', 'wicker', 'basket']",OOD
260,braided_0080,a close - up of the pattern.,"['close', 'up', 'pattern']",OOD
261,braided_0081,this pattern is available for free download.,"['pattern', 'download']",OOD
262,braided_0099,how to choose the right braids for your hair.,"['braids', 'hair']",OOD
263,braided_0100,a pile of peanuts on a farm.,"['pile', 'peanuts', 'farm']",OOD
264,braided_0101,close - up of a metal roof.,"['up', 'metal', 'roof']",OOD
265,braided_0102,close - up of a blue metal wire mesh.,"['up', 'metal', 'wire', 'mesh']",OOD
266,braided_0103,a close - up of the pattern.,"['close', 'up', 'pattern']",OOD
267,braided_0105,what is the name of the grain that is used in this recipe?.,"['name', 'grain', 'recipe']",OOD
268,braided_0106,the peacock is mentioned in mythology.,"['peacock', 'mythology']",OOD
269,braided_0107,a file photo of ropes.,"['file', 'photo', 'ropes']",OOD
270,braided_0108,i want my hair to look like this!.,['hair'],OOD
271,braided_0109,what's the difference between a chocolate bar and a chocolates bar?.,"['difference', 'chocolate', 'bar', 'chocolates', 'bar']",OOD
272,braided_0110,a close - up of some of the beautiful gold wire we've found.,"['close', 'up', 'gold', 'wire']",OOD
273,braided_0111,i want my hair to look like this!.,['hair'],OOD
274,braided_0112,how to make a wreath out of rope.,"['wreath', 'rope']",OOD
275,braided_0113,this is a bracelet i made for a friend.,"['bracelet', 'friend']",OOD
276,braided_0114,how to make a braided ponytail.,['ponytail'],OOD
277,braided_0115,i want my hair to look like this!.,['hair'],OOD
278,braided_0116,close - up of the ceiling of a restaurant.,"['up', 'ceiling', 'restaurant']",OOD
279,braided_0117,how to make a braided ponytail.,['ponytail'],OOD
280,braided_0118,a pair of sterling silver cufflinks.,"['pair', 'sterling', 'silver', 'cufflinks']",OOD
281,braided_0119,braided hairstyles for long hair that are easy to style.,"['hairstyles', 'hair']",OOD
282,braided_0120,i want my hair to look like this!.,['hair'],OOD
283,braided_0121,wooden planks stacked on top of each other.,['top'],OOD
284,braided_0122,this recipe is by chef and takes.,"['recipe', 'chef']",OOD
285,braided_0123,how to make a wreath out of rope.,"['wreath', 'rope']",OOD
286,braided_0124,how to cook a baguette in a pressure cooker.,"['baguette', 'pressure', 'cooker']",OOD
287,braided_0125,i want to do this to my hair!.,['hair'],OOD
288,braided_0126,how to make a wire wrapped pendant in raster graphics editor software.,"['wire', 'pendant', 'graphics', 'editor', 'software']",OOD
289,braided_0127,a close - up of a metal pipe.,"['close', 'up', 'metal', 'pipe']",OOD
290,braided_0128,"a blog about crochet, colour, texture and knitting.","['blog', 'colour', 'texture', 'knitting']",OOD
291,braided_0129,i'm in love with this belt!.,"['love', 'belt']",OOD
292,braided_0130,how to crochet a free crochet pattern by person.,"['crochet', 'pattern', 'person']",OOD
293,braided_0131,how to make a braided scarf.,['scarf'],OOD
294,braided_0132,i want my hair to look like this!.,['hair'],OOD
295,braided_0133,how to choose the right colors for your weave.,"['colors', 'weave']",OOD
296,braided_0134,how to make a bracelet out of felt.,['bracelet'],OOD
297,braided_0135,steel wire wrapped around a metal plate.,"['steel', 'wire', 'metal', 'plate']",OOD
298,braided_0136,close - up of a wicker basket.,"['up', 'wicker', 'basket']",OOD
299,braided_0137,learn how to tie a knot in easy steps.,"['knot', 'steps']",OOD
300,braided_0138,"i'm not sure what kind of yarn this is, but it's pretty cool.","['kind', 'yarn']",OOD
301,braided_0139,a close - up of a tire.,"['close', 'up', 'tire']",OOD
302,braided_0140,the wicker basket i made for my son's birthday.,"['wicker', 'basket', 'son', 'birthday']",OOD
