,ImageID,Caption,Nouns,Type
67,ILSVRC2012_val_00018339,biological species on a log.,"['species', 'log']",OOD
68,ILSVRC2012_val_00018481,biological species in a pond.,"['species', 'pond']",OOD
69,ILSVRC2012_val_00018512,photo of a frog on a concrete wall.,"['photo', 'frog', 'wall']",OOD
70,ILSVRC2012_val_00018754,close - up shot of a small lake in the forest.,"['shot', 'lake', 'forest']",OOD
71,ILSVRC2012_val_00019578,close - up of a green frog.,"['up', 'frog']",OOD
72,ILSVRC2012_val_00020916,biological species in a pond.,"['species', 'pond']",OOD
73,ILSVRC2012_val_00021611,biological species on a log.,"['species', 'log']",OOD
74,ILSVRC2012_val_00022052,biological species in a pond.,"['species', 'pond']",OOD
75,ILSVRC2012_val_00023308,biological species in a garden pond.,"['species', 'garden', 'pond']",OOD
76,ILSVRC2012_val_00024938,biological species by person on 500px.,"['species', 'person']",OOD
77,ILSVRC2012_val_00025633,biological species in a pond.,"['species', 'pond']",OOD
78,ILSVRC2012_val_00026059,biological species in a pond.,"['species', 'pond']",OOD
79,ILSVRC2012_val_00026213,biological species in the grass.,"['species', 'grass']",OOD
80,ILSVRC2012_val_00027869,biological species basking in the sun.,"['species', 'sun']",OOD
81,ILSVRC2012_val_00028041,biological species on a rock.,"['species', 'rock']",OOD
82,ILSVRC2012_val_00028113,biological species on a leaf.,"['species', 'leaf']",OOD
83,ILSVRC2012_val_00028352,biological species on a rock.,"['species', 'rock']",OOD
84,ILSVRC2012_val_00029727,biological species in a pond.,"['species', 'pond']",OOD
85,ILSVRC2012_val_00030342,biological species in a pond.,"['species', 'pond']",OOD
86,ILSVRC2012_val_00032061,close - up of a frog's face.,"['up', 'frog', 'face']",OOD
87,ILSVRC2012_val_00032916,frog on a green leaf.,"['frog', 'leaf']",OOD
88,ILSVRC2012_val_00033863,biological species in the rainforest.,"['species', 'rainforest']",OOD
89,ILSVRC2012_val_00033960,biological species in a pond.,"['species', 'pond']",OOD
90,ILSVRC2012_val_00034226,close - up of a frog on a wall.,"['up', 'frog', 'wall']",OOD
91,ILSVRC2012_val_00034383,biological species sitting on a rock.,"['species', 'rock']",OOD
92,ILSVRC2012_val_00035535,biological species on a rock.,"['species', 'rock']",OOD
93,ILSVRC2012_val_00036102,biological species in a pond.,"['species', 'pond']",OOD
94,ILSVRC2012_val_00043312,close - up of a frog's face.,"['up', 'frog', 'face']",OOD
95,ILSVRC2012_val_00043951,biological species in the water.,"['species', 'water']",OOD
96,ILSVRC2012_val_00046427,biological species in a pond.,"['species', 'pond']",OOD
97,ILSVRC2012_val_00047498,close - up of a green frog.,"['up', 'frog']",OOD
98,ILSVRC2012_val_00049119,frog sitting on a leaf.,"['frog', 'leaf']",OOD
99,ILSVRC2012_val_00049637,biological species in a tank.,"['species', 'tank']",OOD
100,ILSVRC2012_val_00003569,close - up of a red snake.,"['up', 'snake']",OOD
101,ILSVRC2012_val_00004269,biological species is one of the most venomous snakes in the world.,"['species', 'snakes', 'world']",OOD
102,ILSVRC2012_val_00004927,biological species on the beach.,"['species', 'beach']",OOD
103,ILSVRC2012_val_00005132,biological species on the sidewalk.,"['species', 'sidewalk']",OOD
104,ILSVRC2012_val_00007114,biological species is one of the most venomous snakes in the world.,"['species', 'snakes', 'world']",OOD
105,ILSVRC2012_val_00008399,snake in the forest - photo #.,"['snake', 'forest', 'photo', '#']",OOD
106,ILSVRC2012_val_00008654,biological species on a log.,"['species', 'log']",OOD
107,ILSVRC2012_val_00010185,a close - up of biological species.,"['close', 'up', 'species']",OOD
108,ILSVRC2012_val_00010830,a close - up of biological species.,"['close', 'up', 'species']",OOD
109,ILSVRC2012_val_00012331,biological species on the road.,"['species', 'road']",OOD
110,ILSVRC2012_val_00014797,the hands of a man and a woman holding keys to a house.,"['hands', 'man', 'woman', 'keys', 'house']",OOD
111,ILSVRC2012_val_00015644,biological species in the wild.,"['species', 'wild']",OOD
112,ILSVRC2012_val_00016095,biological species on a rock.,"['species', 'rock']",OOD
113,ILSVRC2012_val_00016737,a close up of a snake's mouth.,"['close', 'snake', 'mouth']",OOD
114,ILSVRC2012_val_00017109,biological species in the desert.,"['species', 'desert']",OOD
115,ILSVRC2012_val_00018168,biological species on a branch.,"['species', 'branch']",OOD
116,ILSVRC2012_val_00018724,biological species on the trail.,"['species', 'trail']",OOD
117,ILSVRC2012_val_00018775,a snake on the rocks.,"['snake', 'rocks']",OOD
118,ILSVRC2012_val_00019709,biological species in the grass.,"['species', 'grass']",OOD
119,ILSVRC2012_val_00019722,a close up of a snake.,"['close', 'snake']",OOD
120,ILSVRC2012_val_00020383,a close - up of a hand holding a snake.,"['close', 'up', 'hand', 'snake']",OOD
121,ILSVRC2012_val_00022016,a close - up of biological species.,"['close', 'up', 'species']",OOD
122,ILSVRC2012_val_00022901,this is a close up of my hand.,"['close', 'hand']",OOD
123,ILSVRC2012_val_00023085,biological species is a common sight in the rainforest.,"['species', 'sight', 'rainforest']",OOD
124,ILSVRC2012_val_00024117,biological species is one of the most venomous snakes in the world.,"['species', 'snakes', 'world']",OOD
125,ILSVRC2012_val_00024301,biological species in a glass jar.,"['species', 'glass', 'jar']",OOD
126,ILSVRC2012_val_00026992,biological species in the garden.,"['species', 'garden']",OOD
127,ILSVRC2012_val_00027142,biological species in the rainforest.,"['species', 'rainforest']",OOD
128,ILSVRC2012_val_00027680,biological species is one of the most venomous snakes in the world.,"['species', 'snakes', 'world']",OOD
129,ILSVRC2012_val_00027950,biological species on a finger.,"['species', 'finger']",OOD
130,ILSVRC2012_val_00028800,how to make a rattlesnake out of wrapping paper.,"['rattlesnake', 'paper']",OOD
131,ILSVRC2012_val_00032556,biological species in the hands of person.,"['species', 'hands', 'person']",OOD
132,ILSVRC2012_val_00033391,this was the first time i've ever seen a spider in my house.,"['time', 'spider', 'house']",OOD
133,ILSVRC2012_val_00033517,fish in the aquarium - photo #.,"['fish', 'aquarium', 'photo', '#']",OOD
134,ILSVRC2012_val_00033762,biological species is one of the most venomous snakes in the world.,"['species', 'snakes', 'world']",OOD
135,ILSVRC2012_val_00035167,biological species on the ground.,"['species', 'ground']",OOD
136,ILSVRC2012_val_00035265,biological species found on the beach.,"['species', 'beach']",OOD
137,ILSVRC2012_val_00036166,biological species on a rock.,"['species', 'rock']",OOD
138,ILSVRC2012_val_00036190,biological species is a species of snake found.,"['species', 'species', 'snake']",OOD
139,ILSVRC2012_val_00037469,person with a snake in his hand.,"['person', 'snake', 'hand']",OOD
140,ILSVRC2012_val_00037677,biological species in the mud.,"['species', 'mud']",OOD
141,ILSVRC2012_val_00040382,a close - up of the underside of a cobra's snout.,"['close', 'up', 'underside', 'cobra', 'snout']",OOD
142,ILSVRC2012_val_00040658,biological species is one of the most venomous snakes in the world.,"['species', 'snakes', 'world']",OOD
143,ILSVRC2012_val_00041383,this is the first time i've seen a snake in my life.,"['time', 'snake', 'life']",OOD
144,ILSVRC2012_val_00042100,biological species is a very rare and endangered species of lizard.,"['species', 'species', 'lizard']",OOD
145,ILSVRC2012_val_00042352,black and white photograph of a snake on the ground.,"['photograph', 'snake', 'ground']",OOD
146,ILSVRC2012_val_00043966,this is the first time i've ever seen a snake in my hand.,"['time', 'snake', 'hand']",OOD
147,ILSVRC2012_val_00046257,biological species on the road.,"['species', 'road']",OOD
148,ILSVRC2012_val_00049017,pouring beer into a glass.,"['beer', 'glass']",OOD
149,ILSVRC2012_val_00049167,biggest snake in the world ever recorded - photo #.,"['snake', 'world', 'photo', '#']",OOD
150,ILSVRC2012_val_00000531,"person, the dog of the day.","['person', 'dog', 'day']",OOD
151,ILSVRC2012_val_00001302,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
152,ILSVRC2012_val_00002302,"person, the dog of the day.","['person', 'dog', 'day']",OOD
153,ILSVRC2012_val_00002794,"person, the dog of the day.","['person', 'dog', 'day']",OOD
154,ILSVRC2012_val_00003139,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
155,ILSVRC2012_val_00004666,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
156,ILSVRC2012_val_00005587,"person, the dog of the day.","['person', 'dog', 'day']",OOD
157,ILSVRC2012_val_00006191,"person, the dog of the day.","['person', 'dog', 'day']",OOD
158,ILSVRC2012_val_00006824,person and her dogs sleeping on the bed.,"['person', 'dogs', 'bed']",OOD
159,ILSVRC2012_val_00007071,"person, the dog of the day.","['person', 'dog', 'day']",OOD
160,ILSVRC2012_val_00010268,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
161,ILSVRC2012_val_00011198,"person, the dog of the day.","['person', 'dog', 'day']",OOD
162,ILSVRC2012_val_00011947,"person, the dog of the day.","['person', 'dog', 'day']",OOD
163,ILSVRC2012_val_00012839,"person, the dog of the day.","['person', 'dog', 'day']",OOD
164,ILSVRC2012_val_00014816,"person, the dog of the day.","['person', 'dog', 'day']",OOD
165,ILSVRC2012_val_00016488,person running in the snow.,"['person', 'snow']",OOD
166,ILSVRC2012_val_00016745,a dog running on a path.,"['dog', 'path']",OOD
167,ILSVRC2012_val_00017278,animal in the snow by person on 500px.,"['animal', 'snow', 'person']",OOD
168,ILSVRC2012_val_00017421,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
169,ILSVRC2012_val_00018178,"person, the dog of the day.","['person', 'dog', 'day']",OOD
170,ILSVRC2012_val_00019080,dog running in the snow.,"['dog', 'snow']",OOD
171,ILSVRC2012_val_00019535,dogs playing in the river.,"['dogs', 'river']",OOD
172,ILSVRC2012_val_00019626,close - up of a black and white dog.,"['up', 'dog']",OOD
173,ILSVRC2012_val_00020550,"person, the dog of the day.","['person', 'dog', 'day']",OOD
174,ILSVRC2012_val_00021196,"person, the dog of the day.","['person', 'dog', 'day']",OOD
175,ILSVRC2012_val_00021642,animal at the dog show.,"['animal', 'dog', 'show']",OOD
176,ILSVRC2012_val_00022176,"person, the dog of the day.","['person', 'dog', 'day']",OOD
177,ILSVRC2012_val_00023539,"person, the dog of the day.","['person', 'dog', 'day']",OOD
178,ILSVRC2012_val_00023799,dogs that look like bears - photo #.,"['dogs', 'bears', 'photo', '#']",OOD
179,ILSVRC2012_val_00025684,puppies for sale at a pet shop.,"['puppies', 'sale', 'shop']",OOD
180,ILSVRC2012_val_00026426,dogs sniffing each other on the beach.,"['dogs', 'beach']",OOD
181,ILSVRC2012_val_00026650,person playing in the snow.,"['person', 'snow']",OOD
182,ILSVRC2012_val_00031343,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
183,ILSVRC2012_val_00031623,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
184,ILSVRC2012_val_00032111,person and animal in the living room.,"['person', 'animal', 'living', 'room']",OOD
185,ILSVRC2012_val_00033603,"person, the dog of the day.","['person', 'dog', 'day']",OOD
186,ILSVRC2012_val_00033915,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
187,ILSVRC2012_val_00034221,"person, the dog of the day.","['person', 'dog', 'day']",OOD
188,ILSVRC2012_val_00034266,"person, the dog of the day.","['person', 'dog', 'day']",OOD
189,ILSVRC2012_val_00034747,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
190,ILSVRC2012_val_00037538,person with his dog on the beach.,"['person', 'dog', 'beach']",OOD
191,ILSVRC2012_val_00038029,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
192,ILSVRC2012_val_00040869,dogs playing in the snow.,"['dogs', 'snow']",OOD
193,ILSVRC2012_val_00043234,a close - up of a dog's face.,"['close', 'up', 'dog', 'face']",OOD
194,ILSVRC2012_val_00044618,"person, the puppy of the day.","['person', 'puppy', 'day']",OOD
195,ILSVRC2012_val_00045495,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
196,ILSVRC2012_val_00045995,"person, the dog of the day.","['person', 'dog', 'day']",OOD
197,ILSVRC2012_val_00046013,"the dog nanny, dog sitter.","['dog', 'nanny', 'dog', 'sitter']",OOD
198,ILSVRC2012_val_00046704,animal in the snow by person on 500px.,"['animal', 'snow', 'person']",OOD
199,ILSVRC2012_val_00049498,"person, the dog of the day.","['person', 'dog', 'day']",OOD
200,ILSVRC2012_val_00000211,the most interesting cat in the meme.,"['cat', 'meme']",OOD
201,ILSVRC2012_val_00002475,portrait of a cat with blue eyes.,"['portrait', 'cat', 'eyes']",OOD
202,ILSVRC2012_val_00002659,"person, the cat of person.","['person', 'cat', 'person']",OOD
203,ILSVRC2012_val_00003133,a cat is seen in this undated file photo.,"['cat', 'file', 'photo']",OOD
204,ILSVRC2012_val_00004088,"person, the cat of person.","['person', 'cat', 'person']",OOD
205,ILSVRC2012_val_00004821,"person, the cat of person.","['person', 'cat', 'person']",OOD
206,ILSVRC2012_val_00005466,"person, the cat of person.","['person', 'cat', 'person']",OOD
207,ILSVRC2012_val_00010389,"person, the cat of person.","['person', 'cat', 'person']",OOD
208,ILSVRC2012_val_00010436,close - up of a cat's face.,"['up', 'cat', 'face']",OOD
209,ILSVRC2012_val_00011528,cats that look like other things - photo #.,"['cats', 'things', 'photo', '#']",OOD
210,ILSVRC2012_val_00011738,a cat in my room.,"['cat', 'room']",OOD
211,ILSVRC2012_val_00012173,portrait of a black and white cat.,"['portrait', 'cat']",OOD
212,ILSVRC2012_val_00015401,close - up of a cat's blue eyes.,"['up', 'cat', 'eyes']",OOD
213,ILSVRC2012_val_00017186,"person, the cat of person.","['person', 'cat', 'person']",OOD
214,ILSVRC2012_val_00017325,"person, the cat of person.","['person', 'cat', 'person']",OOD
215,ILSVRC2012_val_00017692,"person, the cat of person.","['person', 'cat', 'person']",OOD
216,ILSVRC2012_val_00020230,"person, the cat of person.","['person', 'cat', 'person']",OOD
217,ILSVRC2012_val_00020594,"person, the cat of person.","['person', 'cat', 'person']",OOD
218,ILSVRC2012_val_00020688,cat in a blanket - photo #.,"['cat', 'blanket', 'photo', '#']",OOD
219,ILSVRC2012_val_00022535,"person, the cat of person.","['person', 'cat', 'person']",OOD
220,ILSVRC2012_val_00024760,"person, the cat of person.","['person', 'cat', 'person']",OOD
221,ILSVRC2012_val_00025519,portrait of a cat by person.,"['portrait', 'cat', 'person']",OOD
222,ILSVRC2012_val_00025887,"person, the cat of person.","['person', 'cat', 'person']",OOD
223,ILSVRC2012_val_00026893,"person, the cat of person.","['person', 'cat', 'person']",OOD
224,ILSVRC2012_val_00028213,"person, the cat of person.","['person', 'cat', 'person']",OOD
225,ILSVRC2012_val_00029839,"person, the cat of person.","['person', 'cat', 'person']",OOD
226,ILSVRC2012_val_00030929,most beautiful cats in the world - photo #.,"['cats', 'world', 'photo', '#']",OOD
227,ILSVRC2012_val_00032328,the eyes are the windows to the soul.,"['eyes', 'windows', 'soul']",OOD
228,ILSVRC2012_val_00034254,a close - up of a cat's blue eyes.,"['close', 'up', 'cat', 'eyes']",OOD
229,ILSVRC2012_val_00034421,close - up of a cat's blue eyes.,"['up', 'cat', 'eyes']",OOD
230,ILSVRC2012_val_00035566,"person, the cat of person.","['person', 'cat', 'person']",OOD
231,ILSVRC2012_val_00036290,a close up of a cat's face.,"['close', 'cat', 'face']",OOD
232,ILSVRC2012_val_00036526,"person, the cat of person.","['person', 'cat', 'person']",OOD
233,ILSVRC2012_val_00036961,most expensive cat breeds in the world.,"['cat', 'world']",OOD
234,ILSVRC2012_val_00038168,siamese cat sitting on a sofa.,"['cat', 'sofa']",OOD
235,ILSVRC2012_val_00039580,"person, the cat of person.","['person', 'cat', 'person']",OOD
236,ILSVRC2012_val_00039931,cat sitting on a desk.,"['cat', 'desk']",OOD
237,ILSVRC2012_val_00039979,"person, the cat of person.","['person', 'cat', 'person']",OOD
238,ILSVRC2012_val_00040854,"person, the cat of person.","['person', 'cat', 'person']",OOD
239,ILSVRC2012_val_00043051,"person, the cat of person.","['person', 'cat', 'person']",OOD
240,ILSVRC2012_val_00043090,"person, the cat of person.","['person', 'cat', 'person']",OOD
241,ILSVRC2012_val_00043145,"person, the cat of person.","['person', 'cat', 'person']",OOD
242,ILSVRC2012_val_00043546,cats in a basket by person.,"['cats', 'basket', 'person']",OOD
243,ILSVRC2012_val_00043632,"person, the cat of person.","['person', 'cat', 'person']",OOD
244,ILSVRC2012_val_00043891,"person, the cat of person.","['person', 'cat', 'person']",OOD
245,ILSVRC2012_val_00045347,"person, the cat of person.","['person', 'cat', 'person']",OOD
246,ILSVRC2012_val_00045829,"person, the cat of person.","['person', 'cat', 'person']",OOD
247,ILSVRC2012_val_00046572,"person, the cat of person.","['person', 'cat', 'person']",OOD
248,ILSVRC2012_val_00047103,"person, the cat of person.","['person', 'cat', 'person']",OOD
249,ILSVRC2012_val_00048160,"person, the cat of person.","['person', 'cat', 'person']",OOD
250,ILSVRC2012_val_00000127,deer in the wild - photo #.,"['deer', 'photo', '#']",OOD
251,ILSVRC2012_val_00001640,giraffes in the wild - photo #.,"['giraffes', 'photo', '#']",OOD
252,ILSVRC2012_val_00002064,biological species in the wild - photo #.,"['species', 'photo', '#']",OOD
253,ILSVRC2012_val_00002815,biological species in the bush.,['species'],OOD
254,ILSVRC2012_val_00003871,a deer stands in the shade of a tree.,"['deer', 'shade', 'tree']",OOD
255,ILSVRC2012_val_00006306,deer in the wild - photo #.,"['deer', 'photo', '#']",OOD
256,ILSVRC2012_val_00006973,biological species in the wild.,"['species', 'wild']",OOD
257,ILSVRC2012_val_00007395,biological species is one of the largest antelope in the world.,"['species', 'antelope', 'world']",OOD
258,ILSVRC2012_val_00007586,deer in the wild - photo #.,"['deer', 'photo', '#']",OOD
259,ILSVRC2012_val_00009287,biological species in the wild - photo #.,"['species', 'photo', '#']",OOD
260,ILSVRC2012_val_00009954,biological species in the bush.,['species'],OOD
261,ILSVRC2012_val_00010132,deer in the wild - photo #.,"['deer', 'photo', '#']",OOD
262,ILSVRC2012_val_00011737,biological species in the grass.,"['species', 'grass']",OOD
263,ILSVRC2012_val_00011756,biological species in the wild - photo #.,"['species', 'photo', '#']",OOD
264,ILSVRC2012_val_00012297,biological species in the bush.,['species'],OOD
265,ILSVRC2012_val_00015081,biological species in the bush.,['species'],OOD
266,ILSVRC2012_val_00016293,biological species in the bush.,['species'],OOD
267,ILSVRC2012_val_00018210,biological species in the morning light.,"['species', 'morning', 'light']",OOD
268,ILSVRC2012_val_00018236,biological species in the wild - photo #.,"['species', 'photo', '#']",OOD
269,ILSVRC2012_val_00018674,biological species on the move.,"['species', 'move']",OOD
270,ILSVRC2012_val_00020404,herd of biological species in the wild.,"['herd', 'species', 'wild']",OOD
271,ILSVRC2012_val_00021701,biological species in the grasslands.,"['species', 'grasslands']",OOD
272,ILSVRC2012_val_00024665,giraffes in the wild - photo #.,"['giraffes', 'photo', '#']",OOD
273,ILSVRC2012_val_00025116,biological species in the bush.,['species'],OOD
274,ILSVRC2012_val_00025352,biological species in the grass.,"['species', 'grass']",OOD
275,ILSVRC2012_val_00025384,biological species in the zoo.,"['species', 'zoo']",OOD
276,ILSVRC2012_val_00026299,biological species in the wild - photo #.,"['species', 'photo', '#']",OOD
277,ILSVRC2012_val_00027012,biological species in the wild - photo #.,"['species', 'photo', '#']",OOD
278,ILSVRC2012_val_00027136,deer in the wild - photo #.,"['deer', 'photo', '#']",OOD
279,ILSVRC2012_val_00027625,biological species in the wild.,"['species', 'wild']",OOD
280,ILSVRC2012_val_00028451,deer in the wild - photo #.,"['deer', 'photo', '#']",OOD
281,ILSVRC2012_val_00028482,giraffes in the wild - photo #.,"['giraffes', 'photo', '#']",OOD
282,ILSVRC2012_val_00030033,biological species in the bush.,['species'],OOD
283,ILSVRC2012_val_00031421,biological species in the wild - photo #.,"['species', 'photo', '#']",OOD
284,ILSVRC2012_val_00031910,a close - up of the head and neck of a deer.,"['close', 'up', 'head', 'neck', 'deer']",OOD
285,ILSVRC2012_val_00032385,biological species in the grasslands.,"['species', 'grasslands']",OOD
286,ILSVRC2012_val_00034071,biological species in the wild.,"['species', 'wild']",OOD
287,ILSVRC2012_val_00035239,a herd of giraffes in the savannah.,"['herd', 'giraffes', 'savannah']",OOD
288,ILSVRC2012_val_00036108,deer drinking at a waterhole.,"['deer', 'drinking', 'waterhole']",OOD
289,ILSVRC2012_val_00036178,giraffes drinking at a waterhole.,"['giraffes', 'waterhole']",OOD
290,ILSVRC2012_val_00037295,biological species in the grasslands.,"['species', 'grasslands']",OOD
291,ILSVRC2012_val_00037656,herd of giraffes in the savannah.,"['herd', 'giraffes', 'savannah']",OOD
292,ILSVRC2012_val_00041130,deer in the wild - photo #.,"['deer', 'photo', '#']",OOD
293,ILSVRC2012_val_00042401,biological species in the grass.,"['species', 'grass']",OOD
294,ILSVRC2012_val_00042971,biological species in the wild - photo #.,"['species', 'photo', '#']",OOD
295,ILSVRC2012_val_00043784,a herd of biological species.,"['herd', 'species']",OOD
296,ILSVRC2012_val_00047823,biological species in the wild - photo #.,"['species', 'photo', '#']",OOD
297,ILSVRC2012_val_00047967,biological subspecies in the water.,"['subspecies', 'water']",OOD
298,ILSVRC2012_val_00048459,biological species in the bush.,['species'],OOD
299,ILSVRC2012_val_00049120,biological species in the grasslands.,"['species', 'grasslands']",OOD
300,ILSVRC2012_val_00000403,cargo ship in the port.,"['cargo', 'ship', 'port']",OOD
301,ILSVRC2012_val_00001339,a container ship is seen in this undated file photo.,"['container', 'ship', 'file', 'photo']",OOD
302,ILSVRC2012_val_00002748,cargo ship in the port.,"['cargo', 'ship', 'port']",OOD
303,ILSVRC2012_val_00003055,a file photo of a container ship.,"['file', 'photo', 'container', 'ship']",OOD
304,ILSVRC2012_val_00003200,tourists walk along the beach.,"['tourists', 'beach']",OOD
305,ILSVRC2012_val_00005496,cargo ship in the port.,"['cargo', 'ship', 'port']",OOD
306,ILSVRC2012_val_00005740,a container ship is seen in this undated file photo.,"['container', 'ship', 'file', 'photo']",OOD
307,ILSVRC2012_val_00005912,a container ship is loaded at the port.,"['container', 'ship', 'port']",OOD
308,ILSVRC2012_val_00006254,cargo ship in the port.,"['cargo', 'ship', 'port']",OOD
