,ImageID,Caption,Nouns,Type
106,Places365_val_00020991,sailing boat in the sea.,"['sailing', 'boat', 'sea']",OOD
107,Places365_val_00021104,mountain biking in the fall.,"['mountain', 'biking', 'fall']",OOD
108,Places365_val_00021145,aerial view of the snow - capped mountains.,"['view', 'snow', 'mountains']",OOD
109,Places365_val_00021220,boy flying in a red balloon.,"['boy', 'balloon']",OOD
110,Places365_val_00021654,a man walks through a corn field.,"['man', 'corn', 'field']",OOD
111,Places365_val_00022161,biological genus in full bloom in the spring.,"['genus', 'bloom', 'spring']",OOD
112,Places365_val_00022254,view from the back of the property.,"['view', 'back', 'property']",OOD
113,Places365_val_00022444,"property image # - at the top of the world with mountain views, hot tub, game table, and more!.","['property', 'image', '#', 'top', 'world', 'mountain', 'views', 'tub', 'game', 'table']",OOD
114,Places365_val_00023064,property image # villa on the sea with unique views and a city.,"['property', 'image', '#', 'villa', 'sea', 'views', 'city']",OOD
115,Places365_val_00023471,frozen water in the river.,"['water', 'river']",OOD
116,Places365_val_00023873,snow in the winter forest.,"['snow', 'winter', 'forest']",OOD
117,Places365_val_00024343,tourist attraction in the desert.,"['tourist', 'attraction', 'desert']",OOD
118,Places365_val_00024663,tourist attraction : the bamboo forest.,"['tourist', 'attraction', 'bamboo', 'forest']",OOD
119,Places365_val_00024836,couple standing on a bridge over river.,"['couple', 'bridge', 'river']",OOD
120,Places365_val_00024926,river flowing through a city.,"['river', 'city']",OOD
121,Places365_val_00025830,skiers and snowboarders on the slopes.,"['skiers', 'snowboarders', 'slopes']",OOD
122,Places365_val_00026137,the roots of a fallen tree in the forest.,"['roots', 'tree', 'forest']",OOD
123,Places365_val_00026455,women planting rice in a paddy field.,"['women', 'rice', 'paddy', 'field']",OOD
124,Places365_val_00026800,time lapse of clouds moving over a lake with snow capped mountains in the background.,"['time', 'lapse', 'clouds', 'lake', 'snow', 'mountains', 'background']",OOD
125,Places365_val_00027105,a combine harvester works in a wheat field.,"['harvester', 'works', 'wheat', 'field']",OOD
126,Places365_val_00027127,"property image # detached holiday home in quiet location with garden, at m from the beach.","['property', 'image', '#', 'holiday', 'home', 'location', 'garden', 'beach']",OOD
127,Places365_val_00027414,black and white photograph of a path through the woods.,"['photograph', 'path', 'woods']",OOD
128,Places365_val_00027462,pov point of view - driving through national park in the winter.,"['point', 'view', 'park', 'winter']",OOD
129,Places365_val_00027472,tourist attraction in the snow.,"['tourist', 'attraction', 'snow']",OOD
130,Places365_val_00027736,aerial view of a wheat field.,"['view', 'wheat', 'field']",OOD
131,Places365_val_00027812,rainbow over a dirt road.,"['dirt', 'road']",OOD
132,Places365_val_00028014,view from the top of the hill.,"['view', 'top', 'hill']",OOD
133,Places365_val_00028139,geographical feature category in the world.,"['feature', 'category', 'world']",OOD
134,Places365_val_00028299,palm trees in the rainforest.,"['trees', 'rainforest']",OOD
135,Places365_val_00028619,plants growing in a container.,"['plants', 'container']",OOD
136,Places365_val_00028657,property image # ranch style cabin on the banks.,"['property', 'image', '#', 'ranch', 'style', 'cabin', 'banks']",OOD
137,Places365_val_00028955,painting of a mountain range by person.,"['painting', 'mountain', 'range', 'person']",OOD
138,Places365_val_00029408,a city on a rainy day.,"['city', 'day']",OOD
139,Places365_val_00029422,the peacock is mentioned in mythology.,"['peacock', 'mythology']",OOD
140,Places365_val_00029443,trekking through the snow to the summit.,"['snow', 'summit']",OOD
141,Places365_val_00029497,tourist attraction is one of the world's largest glaciers.,"['tourist', 'attraction', 'world', 'glaciers']",OOD
142,Places365_val_00029513,property image # cottage with a stunning sea view on the south - west coast.,"['property', 'image', '#', 'cottage', 'sea', 'view', 'south', 'west', 'coast']",OOD
143,Places365_val_00029668,"property image # old farm from the 19th century, completely renovated in a village.","['property', 'image', '#', 'farm', 'century', 'village']",OOD
144,Places365_val_00029781,cherry blossoms in the spring.,"['cherry', 'blossoms', 'spring']",OOD
145,Places365_val_00029793,"person, left, and person stand in front of a field of corn.","['person', 'person', 'front', 'field', 'corn']",OOD
146,Places365_val_00029880,biological species standing on the beach.,"['species', 'beach']",OOD
147,Places365_val_00030065,the hole in the wall.,"['hole', 'wall']",OOD
148,Places365_val_00030108,view of the pond from the trail.,"['view', 'pond', 'trail']",OOD
149,Places365_val_00030173,geographical feature category in the desert.,"['feature', 'category', 'desert']",OOD
150,Places365_val_00030388,view of the house from the water.,"['view', 'house', 'water']",OOD
151,Places365_val_00030806,a snowman in the snow.,"['snowman', 'snow']",OOD
152,Places365_val_00031537,how to grow a vegetable garden in a small space.,"['garden', 'space']",OOD
153,Places365_val_00031658,skiers on a sunny winter day.,"['skiers', 'winter', 'day']",OOD
154,Places365_val_00031665,fish in a coral reef.,"['fish', 'reef']",OOD
155,Places365_val_00031796,snow on the summit of person.,"['snow', 'summit', 'person']",OOD
156,Places365_val_00031955,the roots of the tree.,"['roots', 'tree']",OOD
157,Places365_val_00032687,time lapse of the sun setting over bodies of water.,"['time', 'lapse', 'sun', 'bodies', 'water']",OOD
158,Places365_val_00032969,river flowing through a city.,"['river', 'city']",OOD
159,Places365_val_00033013,group of people at a construction site.,"['group', 'people', 'construction', 'site']",OOD
160,Places365_val_00033423,time lapse of clouds moving over the mountains.,"['time', 'lapse', 'clouds', 'mountains']",OOD
161,Places365_val_00033567,snowboarder in the ski resort.,"['ski', 'resort']",OOD
162,Places365_val_00033872,a walk in the woods.,"['walk', 'woods']",OOD
163,Places365_val_00034160,a small stream in the forest.,"['stream', 'forest']",OOD
164,Places365_val_00034403,sunset over a lake with swans and ducks.,"['sunset', 'lake', 'swans', 'ducks']",OOD
165,Places365_val_00034613,a herd of alpacas in the mountains.,"['herd', 'alpacas', 'mountains']",OOD
166,Places365_val_00034687,the trail to the top of the mountain.,"['trail', 'top', 'mountain']",OOD
167,Places365_val_00034805,person on the beach in front of the house.,"['person', 'beach', 'front', 'house']",OOD
168,Places365_val_00034844,sunset from the deck of the ship.,"['sunset', 'deck', 'ship']",OOD
169,Places365_val_00034863,tourist attraction is one of the most popular tourist attractions.,"['tourist', 'attraction', 'tourist', 'attractions']",OOD
170,Places365_val_00034939,view of the city from the river.,"['view', 'city', 'river']",OOD
171,Places365_val_00035187,dogs playing in the desert.,"['dogs', 'desert']",OOD
172,Places365_val_00035243,an old barn in a field.,"['barn', 'field']",OOD
173,Places365_val_00035913,view of the house from the street.,"['view', 'house', 'street']",OOD
174,Places365_val_00035950,a kayaker paddles through the rapids.,"['kayaker', 'rapids']",OOD
175,Places365_val_00035977,mountain biking on the trail.,"['mountain', 'biking', 'trail']",OOD
176,Places365_val_00036026,the view from the top of the hill.,"['view', 'top', 'hill']",OOD
177,Places365_val_00036073,the frozen river in the winter.,"['river', 'winter']",OOD
178,b_badlands_00000038,tourist attraction is one of the most popular tourist attractions.,"['tourist', 'attraction', 'tourist', 'attractions']",OOD
179,b_badlands_00000043,sunset over geographical feature category.,"['sunset', 'feature', 'category']",OOD
180,b_badlands_00000070,rock formations in the desert.,"['rock', 'formations', 'desert']",OOD
181,b_badlands_00000119,a jeep stuck in the rocks.,"['jeep', 'rocks']",OOD
182,b_badlands_00000121,rock formations along the trail.,"['rock', 'formations', 'trail']",OOD
183,b_badlands_00000125,geographical feature category in the desert.,"['feature', 'category', 'desert']",OOD
184,b_badlands_00000128,tourist attraction is one of the most popular tourist attractions.,"['tourist', 'attraction', 'tourist', 'attractions']",OOD
185,b_badlands_00000131,an original oil painting by person.,"['oil', 'painting', 'person']",OOD
186,b_badlands_00000133,a woman riding a horse.,"['woman', 'horse']",OOD
187,b_badlands_00000139,tourist attraction is one of the most beautiful places to visit.,"['tourist', 'attraction', 'places']",OOD
188,b_badlands_00000210,geographical feature category in the desert.,"['feature', 'category', 'desert']",OOD
189,b_badlands_00000226,national park is a national park located on the border.,"['park', 'park', 'border']",OOD
190,b_badlands_00000246,aerial view of the red sandstone cliffs.,"['view', 'sandstone', 'cliffs']",OOD
191,b_badlands_00000280,tourist attraction is the largest canyon in the world.,"['tourist', 'attraction', 'canyon', 'world']",OOD
192,b_badlands_00000292,the unmanned aerial vehicle is one of the most advanced weapons in the arsenal.,"['vehicle', 'weapons', 'arsenal']",OOD
193,b_badlands_00000306,view from the top of the mountain.,"['view', 'top', 'mountain']",OOD
194,b_badlands_00000374,tourist attraction in the distance.,"['tourist', 'attraction', 'distance']",OOD
195,b_badlands_00000407,tourist attraction is the largest sand dune in the world.,"['tourist', 'attraction', 'sand', 'dune', 'world']",OOD
196,b_badlands_00000427,sunset over the salt marsh.,"['sunset', 'salt', 'marsh']",OOD
197,b_badlands_00000448,tourist attraction is one of the most popular tourist attractions.,"['tourist', 'attraction', 'tourist', 'attractions']",OOD
198,b_badlands_00000511,time lapse of clouds moving over a rock formation.,"['time', 'lapse', 'clouds', 'rock', 'formation']",OOD
199,b_badlands_00000573,view of the canyon from the trail.,"['view', 'canyon', 'trail']",OOD
200,b_badlands_00000586,close - up of a rock formation.,"['up', 'rock', 'formation']",OOD
201,b_badlands_00000611,rock formations along the coast.,"['rock', 'formations', 'coast']",OOD
202,b_badlands_00000617,time lapse of a full moon rising over a field.,"['time', 'lapse', 'moon', 'field']",OOD
203,b_badlands_00000619,view of the road from the parking lot.,"['view', 'road', 'parking', 'lot']",OOD
204,b_badlands_00000651,tourist attraction is one of the few places in the world where you can actually see the rock formations.,"['tourist', 'attraction', 'places', 'world', 'rock', 'formations']",OOD
205,b_badlands_00000652,view from the top of the hill.,"['view', 'top', 'hill']",OOD
206,b_badlands_00000662,geographical feature category in the desert.,"['feature', 'category', 'desert']",OOD
207,b_badlands_00000674,a view of the landscape.,"['view', 'landscape']",OOD
208,b_badlands_00000731,view from the top of the hill.,"['view', 'top', 'hill']",OOD
209,b_badlands_00000750,sand dunes in the desert.,"['sand', 'dunes', 'desert']",OOD
210,b_badlands_00000752,aerial view of a man standing on the shore of a mountain lake.,"['view', 'man', 'shore', 'mountain', 'lake']",OOD
211,b_badlands_00000764,tourist attraction in the summer.,"['tourist', 'attraction', 'summer']",OOD
212,b_badlands_00000792,digital art selected for the #.,"['art', '#']",OOD
213,b_badlands_00000828,tourist attraction is a slot canyon located.,"['tourist', 'attraction', 'slot', 'canyon']",OOD
214,b_badlands_00000864,tourist attraction is one of the most popular tourist attractions.,"['tourist', 'attraction', 'tourist', 'attractions']",OOD
215,b_badlands_00000911,person and i at the top.,"['person', 'top']",OOD
216,b_badlands_00000913,colorful sand dunes in the desert.,"['sand', 'dunes', 'desert']",OOD
217,b_badlands_00000961,aerial view of the quarry.,"['view', 'quarry']",OOD
218,b_badlands_00000968,aerial view of the mountains at sunset.,"['view', 'mountains', 'sunset']",OOD
219,b_badlands_00000978,tourist attraction in the distance.,"['tourist', 'attraction', 'distance']",OOD
220,b_badlands_00000983,aerial view of the landscape.,"['view', 'landscape']",OOD
221,b_badlands_00000991,tourist attraction in the desert.,"['tourist', 'attraction', 'desert']",OOD
222,b_badlands_00001045,pov point of view - driving through national park in the desert.,"['point', 'view', 'park', 'desert']",OOD
223,b_badlands_00001054,panoramic view of the desert.,"['view', 'desert']",OOD
224,b_badlands_00001091,automobile model in the mud.,"['automobile', 'model', 'mud']",OOD
225,b_badlands_00001095,"person, original oil painting on panel.","['person', 'oil', 'painting', 'panel']",OOD
226,b_badlands_00001120,tourist attraction in the distance.,"['tourist', 'attraction', 'distance']",OOD
227,b_badlands_00001152,time lapse of clouds moving over the mountains.,"['time', 'lapse', 'clouds', 'mountains']",OOD
228,b_badlands_00001164,cattle graze in a snow - covered field.,"['cattle', 'snow', 'field']",OOD
229,b_badlands_00001186,time lapse of clouds moving over the mountains.,"['time', 'lapse', 'clouds', 'mountains']",OOD
230,b_badlands_00001211,a view from the trail.,"['view', 'trail']",OOD
231,b_badlands_00001252,the trail to the top of the hill.,"['trail', 'top', 'hill']",OOD
232,b_badlands_00001275,water reservoir lake in the mountains.,"['reservoir', 'lake', 'mountains']",OOD
233,b_badlands_00001279,sunset in the national park.,"['sunset', 'park']",OOD
234,b_badlands_00001368,tourist attraction in the desert.,"['tourist', 'attraction', 'desert']",OOD
235,b_badlands_00001398,tourist attraction is one of the most popular tourist attractions.,"['tourist', 'attraction', 'tourist', 'attractions']",OOD
236,b_badlands_00001400,tourist attraction in the desert.,"['tourist', 'attraction', 'desert']",OOD
237,b_badlands_00001409,tourist attraction is one of the most photographed rock formations.,"['tourist', 'attraction', 'rock', 'formations']",OOD
238,b_badlands_00001428,view of the landscape from the trailhead.,"['view', 'landscape', 'trailhead']",OOD
239,b_badlands_00001492,time lapse of clouds moving over the desert landscape.,"['time', 'lapse', 'clouds', 'desert', 'landscape']",OOD
240,b_badlands_00001525,tourist attraction in the desert.,"['tourist', 'attraction', 'desert']",OOD
241,b_badlands_00001545,automobile model in the middle of a quarry.,"['automobile', 'model', 'middle', 'quarry']",OOD
242,b_badlands_00001548,"tourist attraction is one of the world's oldest rock formations, dating back to the 7th century.","['tourist', 'attraction', 'world', 'rock', 'formations', 'century']",OOD
243,b_badlands_00001562,person sitting on the ground.,"['person', 'ground']",OOD
244,b_badlands_00001573,time lapse of the sun setting over a mountain range.,"['time', 'lapse', 'sun', 'mountain', 'range']",OOD
245,b_badlands_00001592,national park is a national park located on the border.,"['park', 'park', 'border']",OOD
246,b_badlands_00001593,tourist attraction is one of the world's oldest natural landscapes.,"['tourist', 'attraction', 'world', 'landscapes']",OOD
247,b_badlands_00001629,view of the canyon from the air.,"['view', 'canyon', 'air']",OOD
248,b_badlands_00001644,time lapse of clouds moving over the mountains.,"['time', 'lapse', 'clouds', 'mountains']",OOD
249,b_badlands_00001651,view from the top of the hill.,"['view', 'top', 'hill']",OOD
250,b_badlands_00001653,national park is a national park located on the border.,"['park', 'park', 'border']",OOD
251,b_badlands_00001658,person on top of the world.,"['person', 'top', 'world']",OOD
252,b_badlands_00001661,geographical feature category in the desert.,"['feature', 'category', 'desert']",OOD
253,b_badlands_00001668,national park is a national park located on the border.,"['park', 'park', 'border']",OOD
254,b_badlands_00001672,view of the canyon from the trail.,"['view', 'canyon', 'trail']",OOD
255,b_badlands_00001693,tourist attraction in the distance.,"['tourist', 'attraction', 'distance']",OOD
256,b_badlands_00001714,rock formations along the coast.,"['rock', 'formations', 'coast']",OOD
257,b_badlands_00001723,person at the top of the hill.,"['person', 'top', 'hill']",OOD
258,b_badlands_00001788,sunset over geographical feature category.,"['sunset', 'feature', 'category']",OOD
259,b_badlands_00001828,this is the sign i saw when i was walking down the road.,"['sign', 'road']",OOD
260,b_badlands_00001881,view of the landscape from the top of the hill.,"['view', 'landscape', 'top', 'hill']",OOD
261,b_badlands_00001931,geographical feature category in the desert.,"['feature', 'category', 'desert']",OOD
262,b_badlands_00001941,a view of the landscape.,"['view', 'landscape']",OOD
263,b_badlands_00001945,a lonely road in the middle of nowhere.,"['road', 'middle']",OOD
264,b_badlands_00001985,a full moon rises over tourist attraction.,"['moon', 'tourist', 'attraction']",OOD
265,b_badlands_00001990,geographical feature category in the desert.,"['feature', 'category', 'desert']",OOD
266,b_badlands_00002010,tourist attraction on a sunny day.,"['tourist', 'attraction', 'day']",OOD
267,b_badlands_00002015,person and i on top of the mountain.,"['person', 'top', 'mountain']",OOD
268,b_badlands_00002030,biological species on the beach.,"['species', 'beach']",OOD
269,b_badlands_00002060,the texture of the sand.,"['texture', 'sand']",OOD
270,b_badlands_00002067,person taking pictures of the landscape.,"['person', 'pictures', 'landscape']",OOD
271,b_badlands_00002105,sunset from the top of the hill.,"['sunset', 'top', 'hill']",OOD
272,b_badlands_00002112,tourist attraction featuring a statue or sculpture and interior views as well as a small group of people.,"['tourist', 'attraction', 'statue', 'sculpture', 'views', 'group', 'people']",OOD
273,b_badlands_00002127,tourist attraction is a large natural rock formation in the region.,"['tourist', 'attraction', 'rock', 'formation', 'region']",OOD
274,b_badlands_00002156,horses graze in the snow.,"['horses', 'snow']",OOD
275,b_badlands_00002193,"property image # rustic house on the estate with a castle, swimming pool, garden, private terrace.","['property', 'image', '#', 'house', 'estate', 'castle', 'swimming', 'pool', 'garden', 'terrace']",OOD
276,b_badlands_00002238,view of the canyon from the road.,"['view', 'canyon', 'road']",OOD
277,b_badlands_00002242,tourist attraction is one of the most popular tourist attractions.,"['tourist', 'attraction', 'tourist', 'attractions']",OOD
278,b_badlands_00002282,tourist attraction in the morning.,"['tourist', 'attraction', 'morning']",OOD
279,b_badlands_00002331,person at the end of the cave.,"['person', 'end', 'cave']",OOD
280,b_badlands_00002335,the sand dunes at the end of the trail.,"['sand', 'dunes', 'end', 'trail']",OOD
281,b_badlands_00002338,view of the canyon from the trail.,"['view', 'canyon', 'trail']",OOD
282,b_badlands_00002354,geographical feature category in the desert.,"['feature', 'category', 'desert']",OOD
283,b_badlands_00002359,smoke billowing over the hills.,"['smoke', 'hills']",OOD
284,b_badlands_00002365,a herd of elk on the prairie.,"['herd', 'elk', 'prairie']",OOD
285,b_badlands_00002413,tourist attraction in the fall.,"['tourist', 'attraction', 'fall']",OOD
286,b_badlands_00002427,biological species perched on a rock.,"['species', 'rock']",OOD
287,b_badlands_00002439,purple flowers in the desert.,"['flowers', 'desert']",OOD
288,b_badlands_00002453,sunset in the desert with palm trees.,"['sunset', 'desert', 'palm', 'trees']",OOD
289,b_badlands_00002497,a sign on the side of the road.,"['sign', 'side', 'road']",OOD
290,b_badlands_00002506,sand dunes on the beach.,"['sand', 'dunes', 'beach']",OOD
291,b_badlands_00002517,panoramic view of the landscape.,"['view', 'landscape']",OOD
292,b_badlands_00002524,the view from the top.,"['view', 'top']",OOD
293,b_badlands_00002548,a group of men pose for a photo on the edge of a cliff.,"['group', 'men', 'photo', 'edge', 'cliff']",OOD
294,b_badlands_00002568,a rock formation in the desert.,"['rock', 'formation', 'desert']",OOD
295,b_badlands_00002576,person and i on top of the mountain.,"['person', 'top', 'mountain']",OOD
296,b_badlands_00002603,aerial view of the mountains.,"['view', 'mountains']",OOD
297,b_badlands_00002604,mountain range in the snow.,"['mountain', 'range', 'snow']",OOD
