,ImageID,Caption,Nouns,Type
26,ILSVRC2012_val_00031466,biggest shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
27,ILSVRC2012_val_00031720,poster design for the documentary.,"['poster', 'design', 'documentary']",OOD
28,ILSVRC2012_val_00031808,biggest shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
29,ILSVRC2012_val_00032288,biggest great white shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
30,ILSVRC2012_val_00032417,biological species is one of the world's rarest species of sharks.,"['species', 'world', 'species', 'sharks']",OOD
31,ILSVRC2012_val_00034950,biggest shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
32,ILSVRC2012_val_00035223,biological species is one of the world's rarest species of sharks.,"['species', 'world', 'species', 'sharks']",OOD
33,ILSVRC2012_val_00035774,biggest great white shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
34,ILSVRC2012_val_00036737,whale shark off the coast.,"['shark', 'coast']",OOD
35,ILSVRC2012_val_00037050,dolphin jumping out of the water.,['water'],OOD
36,ILSVRC2012_val_00037135,biggest great white shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
37,ILSVRC2012_val_00037488,biological species in the aquarium.,"['species', 'aquarium']",OOD
38,ILSVRC2012_val_00037998,a close - up of a shark's head.,"['close', 'up', 'shark', 'head']",OOD
39,ILSVRC2012_val_00039304,dolphins jumping out of the water.,"['dolphins', 'water']",OOD
40,ILSVRC2012_val_00039445,biological species in the water.,"['species', 'water']",OOD
41,ILSVRC2012_val_00039534,biological species in the water.,"['species', 'water']",OOD
42,ILSVRC2012_val_00039865,biggest great white shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
43,ILSVRC2012_val_00040098,biological species in the aquarium.,"['species', 'aquarium']",OOD
44,ILSVRC2012_val_00040710,biological species on the reef.,"['species', 'reef']",OOD
45,ILSVRC2012_val_00042345,biological species on a coral reef.,"['species', 'reef']",OOD
46,ILSVRC2012_val_00044052,biological species in a tank.,"['species', 'tank']",OOD
47,ILSVRC2012_val_00044896,biggest shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
48,ILSVRC2012_val_00045730,"biological species is one of the most dangerous animals in the world, according to a new study.","['species', 'animals', 'world', 'study']",OOD
49,ILSVRC2012_val_00046171,biological species swimming in the ocean.,"['species', 'ocean']",OOD
50,ILSVRC2012_val_00002922,a close - up of a great white shark with its mouth open.,"['close', 'up', 'shark', 'mouth', 'open']",OOD
51,ILSVRC2012_val_00002969,biggest shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
52,ILSVRC2012_val_00003183,sharks swimming in the ocean.,"['sharks', 'ocean']",OOD
53,ILSVRC2012_val_00003204,biggest shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
54,ILSVRC2012_val_00007743,biological species on the reef.,"['species', 'reef']",OOD
55,ILSVRC2012_val_00007875,a great white shark swims over a coral reef.,"['shark', 'reef']",OOD
56,ILSVRC2012_val_00008024,biggest shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
57,ILSVRC2012_val_00008108,biological species at the aquarium.,"['species', 'aquarium']",OOD
58,ILSVRC2012_val_00010074,diving with a whale shark.,"['diving', 'shark']",OOD
59,ILSVRC2012_val_00012328,biggest shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
60,ILSVRC2012_val_00013484,biggest fish in the world ever caught - photo #.,"['fish', 'world', 'photo', '#']",OOD
61,ILSVRC2012_val_00013628,swimming with a whale shark.,['shark'],OOD
62,ILSVRC2012_val_00015631,tourist attraction showing marine life as well as a small group of people.,"['tourist', 'attraction', 'life', 'group', 'people']",OOD
63,ILSVRC2012_val_00018466,diving with a tiger shark.,"['diving', 'tiger', 'shark']",OOD
64,ILSVRC2012_val_00019424,humpback whale off the coast.,"['whale', 'coast']",OOD
65,ILSVRC2012_val_00023443,shark swimming under the water.,"['shark', 'water']",OOD
66,ILSVRC2012_val_00023935,biological species is one of the world's largest fish - eating sharks.,"['species', 'world', 'fish', 'sharks']",OOD
67,ILSVRC2012_val_00024854,a diver swims with a whale shark.,"['diver', 'shark']",OOD
68,ILSVRC2012_val_00024895,biggest great white shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
69,ILSVRC2012_val_00025133,sharks swimming in the ocean.,"['sharks', 'ocean']",OOD
70,ILSVRC2012_val_00025137,biological species in a scene from the film.,"['species', 'scene', 'film']",OOD
71,ILSVRC2012_val_00025640,"biological species, the largest shark in the world.","['species', 'shark', 'world']",OOD
72,ILSVRC2012_val_00025686,biggest great white shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
73,ILSVRC2012_val_00025969,biggest great white shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
74,ILSVRC2012_val_00026001,biological species in the aquarium.,"['species', 'aquarium']",OOD
75,ILSVRC2012_val_00028564,humpback whales off the coast.,"['whales', 'coast']",OOD
76,ILSVRC2012_val_00029300,biological species is one of the world's most rare and endangered species of sharks.,"['species', 'world', 'species', 'sharks']",OOD
77,ILSVRC2012_val_00029568,biological species in the water.,"['species', 'water']",OOD
78,ILSVRC2012_val_00030156,a great white shark swims over a coral reef.,"['shark', 'reef']",OOD
79,ILSVRC2012_val_00030658,close - up of a shark's mouth.,"['up', 'shark', 'mouth']",OOD
80,ILSVRC2012_val_00030926,biological species is one of the largest fish in the world.,"['species', 'fish', 'world']",OOD
81,ILSVRC2012_val_00031071,underwater photo of a great white shark.,"['photo', 'shark']",OOD
82,ILSVRC2012_val_00031243,underwater photo of a great white shark.,"['photo', 'shark']",OOD
83,ILSVRC2012_val_00031568,biological species in the water.,"['species', 'water']",OOD
84,ILSVRC2012_val_00032130,biggest shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
85,ILSVRC2012_val_00034038,biggest shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
86,ILSVRC2012_val_00034413,sharks swimming under the coral reef.,"['sharks', 'reef']",OOD
87,ILSVRC2012_val_00035405,biological species at the aquarium.,"['species', 'aquarium']",OOD
88,ILSVRC2012_val_00035495,close - up of a shark's mouth.,"['up', 'shark', 'mouth']",OOD
89,ILSVRC2012_val_00036420,a great white shark swims through the water.,"['shark', 'water']",OOD
90,ILSVRC2012_val_00037516,biological species in the water.,"['species', 'water']",OOD
91,ILSVRC2012_val_00037581,biological species is one of the largest sharks in the world.,"['species', 'sharks', 'world']",OOD
92,ILSVRC2012_val_00037780,biggest great white shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
93,ILSVRC2012_val_00037915,underwater shoot of a man snorkeling with a tiger shark.,"['shoot', 'man', 'tiger', 'shark']",OOD
94,ILSVRC2012_val_00040388,biggest fish in the world ever caught - photo #.,"['fish', 'world', 'photo', '#']",OOD
95,ILSVRC2012_val_00041635,person looking at a shark.,"['person', 'shark']",OOD
96,ILSVRC2012_val_00046159,close - up of a shark's mouth.,"['up', 'shark', 'mouth']",OOD
97,ILSVRC2012_val_00047326,biological species in the water.,"['species', 'water']",OOD
98,ILSVRC2012_val_00048890,a great white shark swims through the water.,"['shark', 'water']",OOD
99,ILSVRC2012_val_00049000,biggest great white shark in the world ever recorded - photo #.,"['shark', 'world', 'photo', '#']",OOD
100,ILSVRC2012_val_00000837,biological species on a bird feeder.,"['species', 'bird', 'feeder']",OOD
101,ILSVRC2012_val_00002681,biological species on a feeder.,"['species', 'feeder']",OOD
102,ILSVRC2012_val_00005224,biological species on a tree.,"['species', 'tree']",OOD
103,ILSVRC2012_val_00007912,biological species in the snow.,"['species', 'snow']",OOD
104,ILSVRC2012_val_00009374,biological species perched in a tree.,"['species', 'tree']",OOD
105,ILSVRC2012_val_00010128,biological species perched on a branch.,"['species', 'branch']",OOD
106,ILSVRC2012_val_00010861,biological species perched on a branch.,"['species', 'branch']",OOD
107,ILSVRC2012_val_00012836,biological species perched on a branch.,"['species', 'branch']",OOD
108,ILSVRC2012_val_00015269,hummingbird drinking from a bird feeder.,"['bird', 'feeder']",OOD
109,ILSVRC2012_val_00017017,biological species perched on a branch.,"['species', 'branch']",OOD
110,ILSVRC2012_val_00017756,biological species perched on a branch.,"['species', 'branch']",OOD
111,ILSVRC2012_val_00017916,biological species on a bird feeder.,"['species', 'bird', 'feeder']",OOD
112,ILSVRC2012_val_00017976,biological species on a bird feeder.,"['species', 'bird', 'feeder']",OOD
113,ILSVRC2012_val_00018167,biological species on a bird feeder.,"['species', 'bird', 'feeder']",OOD
114,ILSVRC2012_val_00018280,biological species on a bird feeder.,"['species', 'bird', 'feeder']",OOD
115,ILSVRC2012_val_00019788,biological species in the snow.,"['species', 'snow']",OOD
116,ILSVRC2012_val_00020469,biological species in the snow.,"['species', 'snow']",OOD
117,ILSVRC2012_val_00020660,a close up of biological species.,"['close', 'species']",OOD
118,ILSVRC2012_val_00023907,biological species perched on a branch.,"['species', 'branch']",OOD
119,ILSVRC2012_val_00024012,biological species perched on a branch.,"['species', 'branch']",OOD
120,ILSVRC2012_val_00024353,biological species perched on a branch.,"['species', 'branch']",OOD
121,ILSVRC2012_val_00025476,biological species on a finger.,"['species', 'finger']",OOD
122,ILSVRC2012_val_00025577,biological species perched on a branch.,"['species', 'branch']",OOD
123,ILSVRC2012_val_00025692,biological species in a bird feeder.,"['species', 'bird', 'feeder']",OOD
124,ILSVRC2012_val_00029441,biological species on a branch.,"['species', 'branch']",OOD
125,ILSVRC2012_val_00032102,biological species perched on a branch.,"['species', 'branch']",OOD
126,ILSVRC2012_val_00032788,biological species perched on a fence.,"['species', 'fence']",OOD
127,ILSVRC2012_val_00033372,biological species on a hand.,"['species', 'hand']",OOD
128,ILSVRC2012_val_00034095,biological species on a bird feeder.,"['species', 'bird', 'feeder']",OOD
129,ILSVRC2012_val_00034242,biological species on a branch.,"['species', 'branch']",OOD
130,ILSVRC2012_val_00035303,biological species on a feeder.,"['species', 'feeder']",OOD
131,ILSVRC2012_val_00035947,biological species in the snow.,"['species', 'snow']",OOD
132,ILSVRC2012_val_00036534,biological species in the snow.,"['species', 'snow']",OOD
133,ILSVRC2012_val_00036812,biological species perched on a rock.,"['species', 'rock']",OOD
134,ILSVRC2012_val_00037328,biological species perched on a stone wall.,"['species', 'stone', 'wall']",OOD
135,ILSVRC2012_val_00037420,biological species perched on a tree branch.,"['species', 'tree', 'branch']",OOD
136,ILSVRC2012_val_00038192,biological species on a bird feeder.,"['species', 'bird', 'feeder']",OOD
137,ILSVRC2012_val_00038557,biological species on a branch.,"['species', 'branch']",OOD
138,ILSVRC2012_val_00039466,biological species perched on a branch.,"['species', 'branch']",OOD
139,ILSVRC2012_val_00040783,biological species perched on a branch.,"['species', 'branch']",OOD
140,ILSVRC2012_val_00042246,biological species perched on a branch.,"['species', 'branch']",OOD
141,ILSVRC2012_val_00042506,biological species perched on a branch.,"['species', 'branch']",OOD
142,ILSVRC2012_val_00043585,biological species in a tree.,"['species', 'tree']",OOD
143,ILSVRC2012_val_00044038,biological species perched on a tree branch.,"['species', 'tree', 'branch']",OOD
144,ILSVRC2012_val_00045198,biological species perched on a branch.,"['species', 'branch']",OOD
145,ILSVRC2012_val_00045568,biological species on a branch.,"['species', 'branch']",OOD
146,ILSVRC2012_val_00046415,biological species in the snow.,"['species', 'snow']",OOD
147,ILSVRC2012_val_00046422,biological species in a bird feeder.,"['species', 'bird', 'feeder']",OOD
148,ILSVRC2012_val_00048107,biological species in the snow.,"['species', 'snow']",OOD
149,ILSVRC2012_val_00049141,biological species in a bird feeder.,"['species', 'bird', 'feeder']",OOD
150,ILSVRC2012_val_00000088,biological species in the rainforest.,"['species', 'rainforest']",OOD
151,ILSVRC2012_val_00001131,biological species in the rainforest.,"['species', 'rainforest']",OOD
152,ILSVRC2012_val_00003157,biological species in a pond.,"['species', 'pond']",OOD
153,ILSVRC2012_val_00003350,biological species in the rainforest.,"['species', 'rainforest']",OOD
154,ILSVRC2012_val_00003863,close - up of a man's hand holding a christmas tree with lights in the background.,"['up', 'man', 'hand', 'tree', 'lights', 'background']",OOD
155,ILSVRC2012_val_00006264,colorful fish swimming in a pond.,"['fish', 'pond']",OOD
156,ILSVRC2012_val_00007050,biological species in the rainforest.,"['species', 'rainforest']",OOD
157,ILSVRC2012_val_00009779,this is the first time i've seen a gecko in my life.,"['time', 'gecko', 'life']",OOD
158,ILSVRC2012_val_00010462,biological species is one of the most venomous snakes in the world.,"['species', 'snakes', 'world']",OOD
159,ILSVRC2012_val_00010675,tattoo of a gecko on a man's hand.,"['gecko', 'man', 'hand']",OOD
160,ILSVRC2012_val_00011657,biological species on a rock.,"['species', 'rock']",OOD
161,ILSVRC2012_val_00013069,biological species on the prowl.,"['species', 'prowl']",OOD
162,ILSVRC2012_val_00013271,biological species in the rainforest.,"['species', 'rainforest']",OOD
163,ILSVRC2012_val_00015091,dead fish in the water.,"['fish', 'water']",OOD
164,ILSVRC2012_val_00015709,biological species is one of the most venomous frogs in the world.,"['species', 'frogs', 'world']",OOD
165,ILSVRC2012_val_00016537,biological species in the rainforest.,"['species', 'rainforest']",OOD
166,ILSVRC2012_val_00017012,biological species on the ground.,"['species', 'ground']",OOD
167,ILSVRC2012_val_00018008,biological species in the rainforest.,"['species', 'rainforest']",OOD
168,ILSVRC2012_val_00021024,biological species in the rainforest.,"['species', 'rainforest']",OOD
169,ILSVRC2012_val_00021299,biological species in the garden.,"['species', 'garden']",OOD
170,ILSVRC2012_val_00021906,biological species on a rock.,"['species', 'rock']",OOD
171,ILSVRC2012_val_00023080,biological species in a bucket.,"['species', 'bucket']",OOD
172,ILSVRC2012_val_00024164,butterfly on a rock in the forest.,"['rock', 'forest']",OOD
173,ILSVRC2012_val_00024262,this is what happens when you put a rubber band on a snake's mouth.,"['rubber', 'band', 'snake', 'mouth']",OOD
174,ILSVRC2012_val_00025435,close - up of biological species on the ground.,"['up', 'species', 'ground']",OOD
175,ILSVRC2012_val_00025492,hand holding a snake in the palm of my hand.,"['hand', 'snake', 'palm', 'hand']",OOD
176,ILSVRC2012_val_00026813,biological species in the rainforest.,"['species', 'rainforest']",OOD
177,ILSVRC2012_val_00027931,biological species on a rock.,"['species', 'rock']",OOD
178,ILSVRC2012_val_00029491,biological species in the wild - photo #.,"['species', 'photo', '#']",OOD
179,ILSVRC2012_val_00029732,biological species in the mud.,"['species', 'mud']",OOD
180,ILSVRC2012_val_00029977,biological species in the rainforest.,"['species', 'rainforest']",OOD
181,ILSVRC2012_val_00030418,biological species in the hands of a child.,"['species', 'hands', 'child']",OOD
182,ILSVRC2012_val_00031289,biological species in the dark.,"['species', 'dark']",OOD
183,ILSVRC2012_val_00031521,biological species on the road.,"['species', 'road']",OOD
184,ILSVRC2012_val_00033219,smallest lizard in the world - photo #.,"['lizard', 'world', 'photo', '#']",OOD
185,ILSVRC2012_val_00033767,a group of yellow - eyed grasshopper.,"['group', 'grasshopper']",OOD
186,ILSVRC2012_val_00035814,biological species on a rock.,"['species', 'rock']",OOD
187,ILSVRC2012_val_00035936,smallest lizard in the world - photo #.,"['lizard', 'world', 'photo', '#']",OOD
188,ILSVRC2012_val_00036878,biological species in the rainforest.,"['species', 'rainforest']",OOD
189,ILSVRC2012_val_00038202,biological species in the rainforest.,"['species', 'rainforest']",OOD
190,ILSVRC2012_val_00038459,biological species on a log.,"['species', 'log']",OOD
191,ILSVRC2012_val_00039902,biological species on the prowl.,"['species', 'prowl']",OOD
192,ILSVRC2012_val_00039933,biological species on the hand.,"['species', 'hand']",OOD
193,ILSVRC2012_val_00040563,smallest lizard in the world - photo #.,"['lizard', 'world', 'photo', '#']",OOD
194,ILSVRC2012_val_00041418,biological species in the hands of person.,"['species', 'hands', 'person']",OOD
195,ILSVRC2012_val_00042125,biological species in the rainforest.,"['species', 'rainforest']",OOD
196,ILSVRC2012_val_00046616,biological species on a log.,"['species', 'log']",OOD
197,ILSVRC2012_val_00047089,biological species in a tank.,"['species', 'tank']",OOD
198,ILSVRC2012_val_00048286,biological species in the rain.,"['species', 'rain']",OOD
199,ILSVRC2012_val_00049103,a little snake on the ground.,"['snake', 'ground']",OOD
200,ILSVRC2012_val_00001652,a close - up of biological species.,"['close', 'up', 'species']",OOD
201,ILSVRC2012_val_00003748,frog sitting on a rock.,"['frog', 'rock']",OOD
202,ILSVRC2012_val_00004613,close up of a frog.,['frog'],OOD
203,ILSVRC2012_val_00004945,biological species feeding on a fish.,"['species', 'fish']",OOD
204,ILSVRC2012_val_00005045,close - up of a green frog.,"['up', 'frog']",OOD
205,ILSVRC2012_val_00006409,biological species in the garden.,"['species', 'garden']",OOD
206,ILSVRC2012_val_00009563,biological species in the garden.,"['species', 'garden']",OOD
207,ILSVRC2012_val_00010287,biological species on a branch.,"['species', 'branch']",OOD
208,ILSVRC2012_val_00011664,close - up of a green frog.,"['up', 'frog']",OOD
209,ILSVRC2012_val_00012151,frogs that look like other animals - photo #.,"['frogs', 'animals', 'photo', '#']",OOD
210,ILSVRC2012_val_00012558,biological species in a tree.,"['species', 'tree']",OOD
211,ILSVRC2012_val_00013974,frogs that look like other animals - photo #.,"['frogs', 'animals', 'photo', '#']",OOD
212,ILSVRC2012_val_00014227,biological species basking in the sun.,"['species', 'sun']",OOD
213,ILSVRC2012_val_00014735,a close - up of biological species.,"['close', 'up', 'species']",OOD
214,ILSVRC2012_val_00016782,biological species on a branch.,"['species', 'branch']",OOD
215,ILSVRC2012_val_00017669,biological species on a rock.,"['species', 'rock']",OOD
216,ILSVRC2012_val_00018160,biological species basking in the sun.,"['species', 'sun']",OOD
217,ILSVRC2012_val_00018339,biological species on a log.,"['species', 'log']",OOD
218,ILSVRC2012_val_00018481,biological species in a pond.,"['species', 'pond']",OOD
219,ILSVRC2012_val_00018512,photo of a frog on a concrete wall.,"['photo', 'frog', 'wall']",OOD
220,ILSVRC2012_val_00018754,close - up shot of a small lake in the forest.,"['shot', 'lake', 'forest']",OOD
221,ILSVRC2012_val_00019578,close - up of a green frog.,"['up', 'frog']",OOD
222,ILSVRC2012_val_00020916,biological species in a pond.,"['species', 'pond']",OOD
223,ILSVRC2012_val_00021611,biological species on a log.,"['species', 'log']",OOD
224,ILSVRC2012_val_00022052,biological species in a pond.,"['species', 'pond']",OOD
225,ILSVRC2012_val_00023308,biological species in a garden pond.,"['species', 'garden', 'pond']",OOD
226,ILSVRC2012_val_00024938,biological species by person on 500px.,"['species', 'person']",OOD
227,ILSVRC2012_val_00025633,biological species in a pond.,"['species', 'pond']",OOD
228,ILSVRC2012_val_00026059,biological species in a pond.,"['species', 'pond']",OOD
229,ILSVRC2012_val_00026213,biological species in the grass.,"['species', 'grass']",OOD
230,ILSVRC2012_val_00027869,biological species basking in the sun.,"['species', 'sun']",OOD
231,ILSVRC2012_val_00028041,biological species on a rock.,"['species', 'rock']",OOD
232,ILSVRC2012_val_00028113,biological species on a leaf.,"['species', 'leaf']",OOD
233,ILSVRC2012_val_00028352,biological species on a rock.,"['species', 'rock']",OOD
234,ILSVRC2012_val_00029727,biological species in a pond.,"['species', 'pond']",OOD
235,ILSVRC2012_val_00030342,biological species in a pond.,"['species', 'pond']",OOD
236,ILSVRC2012_val_00032061,close - up of a frog's face.,"['up', 'frog', 'face']",OOD
237,ILSVRC2012_val_00032916,frog on a green leaf.,"['frog', 'leaf']",OOD
238,ILSVRC2012_val_00033863,biological species in the rainforest.,"['species', 'rainforest']",OOD
239,ILSVRC2012_val_00033960,biological species in a pond.,"['species', 'pond']",OOD
240,ILSVRC2012_val_00034226,close - up of a frog on a wall.,"['up', 'frog', 'wall']",OOD
241,ILSVRC2012_val_00034383,biological species sitting on a rock.,"['species', 'rock']",OOD
242,ILSVRC2012_val_00035535,biological species on a rock.,"['species', 'rock']",OOD
243,ILSVRC2012_val_00036102,biological species in a pond.,"['species', 'pond']",OOD
244,ILSVRC2012_val_00043312,close - up of a frog's face.,"['up', 'frog', 'face']",OOD
245,ILSVRC2012_val_00043951,biological species in the water.,"['species', 'water']",OOD
246,ILSVRC2012_val_00046427,biological species in a pond.,"['species', 'pond']",OOD
247,ILSVRC2012_val_00047498,close - up of a green frog.,"['up', 'frog']",OOD
248,ILSVRC2012_val_00049119,frog sitting on a leaf.,"['frog', 'leaf']",OOD
249,ILSVRC2012_val_00049637,biological species in a tank.,"['species', 'tank']",OOD
250,ILSVRC2012_val_00000944,frogs that look like other animals - photo #.,"['frogs', 'animals', 'photo', '#']",OOD
251,ILSVRC2012_val_00001739,biological species on a banana leaf.,"['species', 'banana', 'leaf']",OOD
252,ILSVRC2012_val_00003621,biological species on a branch.,"['species', 'branch']",OOD
253,ILSVRC2012_val_00003846,biological species on a leaf.,"['species', 'leaf']",OOD
254,ILSVRC2012_val_00003985,biological species on a branch.,"['species', 'branch']",OOD
255,ILSVRC2012_val_00006987,close - up of biological species on a branch.,"['up', 'species', 'branch']",OOD
256,ILSVRC2012_val_00007398,biological species in a pond.,"['species', 'pond']",OOD
257,ILSVRC2012_val_00007574,"funny animals of the week, funny animal photo, cute animal pictures.","['animals', 'week', 'animal', 'photo', 'animal', 'pictures']",OOD
258,ILSVRC2012_val_00007977,biological species in the rainforest.,"['species', 'rainforest']",OOD
259,ILSVRC2012_val_00012248,biological species on a leaf.,"['species', 'leaf']",OOD
260,ILSVRC2012_val_00012428,biological species on a fence post.,"['species', 'fence', 'post']",OOD
261,ILSVRC2012_val_00013201,biological species in the rainforest.,"['species', 'rainforest']",OOD
262,ILSVRC2012_val_00015245,a green frog sitting on a leaf.,"['frog', 'leaf']",OOD
263,ILSVRC2012_val_00016177,biological species in the rainforest.,"['species', 'rainforest']",OOD
264,ILSVRC2012_val_00017138,close - up of a green frog.,"['up', 'frog']",OOD
265,ILSVRC2012_val_00017505,biological species on a blade of grass.,"['species', 'blade', 'grass']",OOD
266,ILSVRC2012_val_00017882,biological species on a leaf.,"['species', 'leaf']",OOD
267,ILSVRC2012_val_00017989,biological species in the garden.,"['species', 'garden']",OOD
268,ILSVRC2012_val_00020059,biological species on a rock.,"['species', 'rock']",OOD
269,ILSVRC2012_val_00020321,biological species on a log.,"['species', 'log']",OOD
270,ILSVRC2012_val_00020943,close up of a green frog.,['frog'],OOD
271,ILSVRC2012_val_00022660,close - up of a green frog.,"['up', 'frog']",OOD
272,ILSVRC2012_val_00023855,biological species on a leaf.,"['species', 'leaf']",OOD
273,ILSVRC2012_val_00025717,a green frog on a leaf.,"['frog', 'leaf']",OOD
274,ILSVRC2012_val_00027451,biological species on a branch.,"['species', 'branch']",OOD
275,ILSVRC2012_val_00028225,frogs in the bathtub - photo #.,"['frogs', 'bathtub', 'photo', '#']",OOD
276,ILSVRC2012_val_00030352,biological species in a pond.,"['species', 'pond']",OOD
277,ILSVRC2012_val_00031598,biological species on a branch.,"['species', 'branch']",OOD
278,ILSVRC2012_val_00032104,biological species on a branch.,"['species', 'branch']",OOD
279,ILSVRC2012_val_00032917,biological species on a banana leaf.,"['species', 'banana', 'leaf']",OOD
280,ILSVRC2012_val_00033084,biological species on a branch.,"['species', 'branch']",OOD
281,ILSVRC2012_val_00033702,close - up of a frog on a wall.,"['up', 'frog', 'wall']",OOD
282,ILSVRC2012_val_00033838,biological species on a branch.,"['species', 'branch']",OOD
283,ILSVRC2012_val_00034290,biological species in the rainforest.,"['species', 'rainforest']",OOD
284,ILSVRC2012_val_00034542,biological species on a rock.,"['species', 'rock']",OOD
285,ILSVRC2012_val_00036065,close - up of a frog on a plant.,"['up', 'frog', 'plant']",OOD
286,ILSVRC2012_val_00036066,close - up of a green frog on a black background.,"['up', 'frog', 'background']",OOD
287,ILSVRC2012_val_00036293,tattoo ideas for women and tattoo artists from all over the world!.,"['ideas', 'women', 'artists', 'world']",OOD
288,ILSVRC2012_val_00036850,biological species on a branch.,"['species', 'branch']",OOD
289,ILSVRC2012_val_00036915,biological species on a branch.,"['species', 'branch']",OOD
290,ILSVRC2012_val_00038959,biological species on a plant.,"['species', 'plant']",OOD
291,ILSVRC2012_val_00041279,a tiny frog on my hand.,"['frog', 'hand']",OOD
292,ILSVRC2012_val_00042832,frog on a leaf in the rainforest.,"['frog', 'leaf', 'rainforest']",OOD
293,ILSVRC2012_val_00043191,biological species on a branch.,"['species', 'branch']",OOD
294,ILSVRC2012_val_00043303,biological species in the jungle.,"['species', 'jungle']",OOD
295,ILSVRC2012_val_00043369,biological species in the garden.,"['species', 'garden']",OOD
296,ILSVRC2012_val_00043860,biological species on a branch.,"['species', 'branch']",OOD
297,ILSVRC2012_val_00044855,close - up of a grasshopper on a blade of grass.,"['up', 'grasshopper', 'blade', 'grass']",OOD
298,ILSVRC2012_val_00048482,biological species on a leaf.,"['species', 'leaf']",OOD
299,ILSVRC2012_val_00048995,close - up of a green frog.,"['up', 'frog']",OOD
300,ILSVRC2012_val_00001375,biological species on a tree trunk.,"['species', 'tree', 'trunk']",OOD
301,ILSVRC2012_val_00001623,a chameleon on a branch.,"['chameleon', 'branch']",OOD
